"genotype","rep","image","avg_cone_weight_adj","SE","df","lower.CL","upper.CL"
"2014009-010","2","11",0.08815613149986,0.0180218301222822,152.908295347026,0.0561470782994395,0.127354924824522
"2014009-012","2","11",0.236901136491452,0.0295431093309649,152.908295430432,0.182130646852839,0.298861366254244
"2014009-034","2","11",0.107262776201518,0.0198791195835923,152.908295420525,0.0715844623873911,0.150130830139831
"2014009-041","2","11",0.150592103950066,0.0336142698310677,141.320774922149,0.0914711005579245,0.224374706454043
"2014009-046","2","11",0.145270244071268,0.0231345450149994,152.908295382003,0.103160512556428,0.194569715710324
"2014010-010","2","11",0.116480172121539,0.0207156531787045,152.908295338248,0.0791492027376222,0.161000881629705
"W1406-001","2","11",0.120211791892545,0.0210448660110435,152.908295361382,0.0822304297161438,0.165382894193176
"W1411-017","2","11",0.173287770083896,0.0252671690585504,152.908295361339,0.126964827020622,0.226800453271402
"W1425-006","2","11",0.193764206853156,0.0267183359994604,152.908295364954,0.144574338729856,0.250143815100685
"2014001-005","1","12",0.294966691882346,0.0329654583360547,152.908296945651,0.233435010375591,0.363688113512142
"2014005-019","1","12",0.112015415180473,0.0203147520545579,152.908295402309,0.0754764659612743,0.155744104523872
"2014005-024","1","12",0.115864544413108,0.0206608368720531,152.908295369186,0.0786418701115043,0.160276958838937
"2014006-046","1","12",0.126700305556614,0.0216053576898503,152.908295392755,0.0876116361541959,0.17297871508324
"2014007-001","1","12",0.188744620908457,0.0263699873394408,152.908295398562,0.140242950314331,0.244436031626787
"2014008-016","1","12",0.150068877770561,0.0235135361701139,152.908295430071,0.107210411420773,0.200117084244529
"2014009-010","1","12",0.085825596052975,0.017782017925896,152.908295410105,0.0542903157702483,0.124550616459896
"2014009-012","1","12",0.142125150841305,0.0228827438386597,152.908295378158,0.100512877669976,0.190927164136853
"2014009-034","1","12",0.122311275673429,0.0212278435144692,152.908295441782,0.0839684231853389,0.167843868285689
"2014009-041","1","12",0.166042446941327,0.0346568919168926,166.340149817664,0.104667553473514,0.241515705891218
"2014009-046","1","12",0.155971031737982,0.0239714664144853,152.908295472362,0.112207878507455,0.206923925092657
"2014010-010","1","12",0.106431178747493,0.0198019092397513,152.908295362096,0.0709054016700227,0.149146695949194
"W1406-001","1","12",0.0905384777653473,0.0182637193013813,152.908295446238,0.058051548360926,0.130215147293936
"W1411-017","1","12",0.114911475548244,0.0205756863136715,152.908295373364,0.0778570246693416,0.159155666551368
"W1425-006","1","12",0.198190366319153,0.0270217766379228,152.908295453092,0.148401020943575,0.255169451818893
"2014001-005","2","12",0.297821184066099,0.0331245832172463,152.908296612138,0.235975135481281,0.366856972774209
"2014005-019","2","12",0.113777115126523,0.0204738769357496,152.908295380731,0.0769237988302107,0.157820171547051
"2014005-024","2","12",0.117656139828527,0.0208199617532448,152.908295347632,0.0801190984498093,0.162382921331486
"2014006-046","2","12",0.128573490489257,0.0217644825710419,152.908295371176,0.0891704540097223,0.175166267093015
"2014007-001","2","12",0.191029383675629,0.0265291122206325,152.908295376985,0.142213346004376,0.247035161471101
"2014008-016","2","12",0.152106894814944,0.0236726610513056,152.908295408527,0.108934061388036,0.202469468366047
"2014009-010","2","12",0.0873685135742029,0.0179411428070877,152.908295388558,0.0555188662143691,0.126407901058247
"2014009-012","2","12",0.14410867883598,0.0230418687198514,152.908295356644,0.102182038587532,0.193225059208662
"2014009-034","2","12",0.124151850208572,0.0213869683956609,152.908295420203,0.0854946306433682,0.169998809897963
