"genotype","rep","image","avg_cone_weight_adj","SE","df","lower.CL","upper.CL"
"W1425-006","2","18",0.216303141438407,0.0282295557074543,152.90829543475,0.164127708023017,0.275668314977973
"2014001-005","1","19",0.316479565712639,0.0341464427018942,152.908296897043,0.252614731776329,0.387534139772029
"2014005-019","1","19",0.110479876040775,0.0201750313727878,152.908295508118,0.074216958967114,0.153932533238557
"2014005-024","1","19",0.171714767376117,0.0251522274988846,152.908295441127,0.125618902830697,0.225000372045708
"2014006-046","1","19",0.121822246823547,0.0211853640902413,152.908295438745,0.0835633166757563,0.167270917095509
"2014007-001","1","19",0.139722654106542,0.0226885135059851,152.908295442512,0.0984941023339359,0.188140946003318
"2014008-016","1","19",0.142724959202553,0.0229309788285853,152.908295466641,0.101017392996884,0.191622265532374
"2014009-010","1","19",0.0860157921691002,0.0178017101811378,152.908295409945,0.0544416078716458,0.124779716590749
"2014009-012","1","19",0.206300199942589,0.0275690914520983,152.908295413642,0.155429579551445,0.264360560457925
"2014009-034","1","19",0.137608571657545,0.0225162142819557,152.908295398222,0.0967204141904744,0.185686469248819
"2014009-041","1","19",0.159488139825222,0.0339659875319879,166.340149780117,0.0994773183115842,0.233597326820984
"2014009-046","1","19",0.1691019607098,0.0249601362206698,152.908295388433,0.123385591647382,0.222008069896428
"2014010-010","1","19",0.138466268899412,0.022586275672741,152.908295361749,0.0974396981654569,0.186682579757598
"W1406-001","1","19",0.116974388924584,0.0207595541572267,152.908295427834,0.0795566887781973,0.161581829195152
"W1411-017","1","19",0.175033690597214,0.0253941367861455,152.908295346466,0.128459910121754,0.228797211196916
"W1425-006","1","19",0.23839130530252,0.0296358805323643,152.908295352038,0.183437536900488,0.300534813828791
"2014001-005","2","19",0.31943607358778,0.0343055675830858,152.908296563548,0.255256872573364,0.390805014725524
"2014005-019","2","19",0.112229506646735,0.0203341562539795,152.90829548654,0.0756522224959628,0.155996530921644
"2014005-024","2","19",0.173894337715962,0.0253113523800763,152.908295419573,0.127484106093419,0.227494309462692
"2014006-046","2","19",0.123659151904667,0.0213444889714329,152.908295417162,0.0850858546797626,0.169422189253761
"2014007-001","2","19",0.141689404113083,0.0228476383871767,152.908295420941,0.100146485263359,0.190422063086992
"2014008-016","2","19",0.144712653828039,0.023090103709777,152.908295445091,0.102690720545252,0.193924327234993
"2014009-010","2","19",0.0875604107450512,0.0179608350623294,152.908295388393,0.0556718593704897,0.126638702243823
"2014009-012","2","19",0.208688543619582,0.02772821633329,152.908295392122,0.157503556151309,0.267063271212063
"2014009-034","2","19",0.13956043812712,0.0226753391631474,152.908295376636,0.0983579135829317,0.187952702795528
"2014009-041","2","19",0.161588930506887,0.0348199693700656,141.320774919908,0.100084388558562,0.237755071567053
"2014009-046","2","19",0.171264937837132,0.0251192611018615,152.908295366827,0.125234201697591,0.2244854141009
"2014010-010","2","19",0.140424187406107,0.0227454005539327,152.908295340158,0.0990832495950337,0.188954865341428
"W1406-001","2","19",0.118774511728164,0.0209186790384183,152.908295406103,0.0810424445046632,0.163696319075862
"W1411-017","2","19",0.177234157524606,0.0255532616673372,152.908295324727,0.130346009972021,0.23131204520145
"W1425-006","2","19",0.240958182178658,0.029795005413556,152.908295330591,0.185690046699491,0.303416057782079
"2014001-005","1","2",0.256274978312614,0.0307273942224679,152.908296922095,0.199164815730868,0.320574881017419
"2014005-019","1","2",0.108172285783096,0.0199632218472043,152.90829543938,0.0723278195572029,0.151206492133162
"2014005-024","1","2",0.130869677596068,0.0219579678993679,152.908295410908,0.0910843915484237,0.177844703767905
"2014006-046","1","2",0.137207225652063,0.0224833551682258,152.908295396939,0.0963839846421854,0.185220206786145
"2014007-001","1","2",0.188551769993146,0.026356512052401,152.908295330569,0.140076721172701,0.244216558937845
"2014008-016","1","2",0.108859790856325,0.0200265609811454,152.908295408093,0.0728901918525736,0.152019129984273
"2014009-010","1","2",0.100797044569056,0.019270657329067,152.908295344527,0.066320808638751,0.142463020623605
"2014009-012","1","2",0.228701515582912,0.0290273340531195,152.908295332678,0.174949991459112,0.289642779830964
"2014009-034","1","2",0.147012790844589,0.0232728832407859,152.908295385954,0.104629758364109,0.196585563449282
"2014009-041","1","2",0.146379525593012,0.0325401999439327,166.340149818641,0.0891836766054676,0.217673740062633
"2014009-046","1","2",0.169731861635871,0.0250065809769978,152.908295345414,0.123923736323909,0.222729727072076
"2014010-010","1","2",0.109000991463875,0.0200395448670514,152.908295317788,0.0730057414980928,0.152185981553922
"W1406-001","1","2",0.0916200260086917,0.0183724821857883,152.908295399172,0.0589182246758794,0.131511567465707
"W1411-017","1","2",0.146300101590659,0.0232164035141012,152.908295314826,0.104028650444512,0.195761292861071
"W1425-006","1","2",0.265083116755599,0.0312509816382202,152.908295325806,0.20693855499655,0.330417418638907
"2014001-005","2","2",0.258936142231811,0.0308865191036595,152.908296588613,0.201511612572078,0.323550412014854
"2014005-019","2","2",0.10990361987657,0.020122346728396,152.908295417803,0.0737447865735657,0.153252193303763
"2014005-024","2","2",0.13277332167394,0.0221170927805596,152.908295389361,0.0926736685491802,0.180062714922911
"2014006-046","2","2",0.139156253688462,0.0226424800494175,152.908295375361,0.0980186456014659,0.187483601899678
"2014007-001","2","2",0.190835368739215,0.0265156369335926,152.908295308994,0.142045952841642,0.246814524761058
"2014008-016","2","2",0.110596596305499,0.0201856858623371,152.908295386538,0.0743126302246351,0.154070302510575
"2014009-010","2","2",0.102468553613028,0.0194297822102587,152.90829532298,0.0676779506056115,0.144448896744704
"2014009-012","2","2",0.231215825048662,0.0291864589343111,152.908295311152,0.177149933847729,0.292471456373863
"2014009-034","2","2",0.149030019828029,0.0234320081219776,152.908295364372,0.106332620270429,0.198917159509857
"2014009-041","2","2",0.148392420046546,0.0333678665738664,141.320774949652,0.0897585294424702,0.221687909762409
"2014009-046","2","2",0.171898850750208,0.0251657058581895,152.908295323822,0.125776358361121,0.225211083263553
"2014010-010","2","2",0.110738918485981,0.0201986697482431,152.90829529621,0.0744293014430846,0.154238275653157
"W1406-001","2","2",0.0932139489635685,0.01853160706698,152.908295377458,0.0601977805536473,0.133419857497708
"W1411-017","2","2",0.148312451747135,0.0233755283952929,152.908295293099,0.105726633523868,0.198088010094685
"W1425-006","2","2",0.267789509158564,0.0314101065194119,152.908295304375,0.209330580322376,0.333438178119025
"2014001-005","1","20",0.28014476814023,0.0321265350250411,152.908296851851,0.220270463324875,0.347208813078697
"2014005-019","1","20",0.109860846756582,0.0201184306639782,152.908295392315,0.0737097500294571,0.153201683607914
"2014005-024","1","20",0.134807351639906,0.0222858610295096,152.908295389363,0.0943742800030424,0.18243016340098
"2014006-046","1","20",0.102481775467694,0.0194310357141921,152.90829541078,0.0676886960383503,0.144464595021231
"2014007-001","1","20",0.149522918582916,0.0234707254007798,152.908295451222,0.106749029178788,0.199486548111207
"2014008-016","1","20",0.143144458021071,0.0229646535989236,152.908295422526,0.10137036394712,0.192108292219207
"2014009-010","1","20",0.102211675258054,0.0194054126730543,152.908295410935,0.0674692167026303,0.144143873937672
"2014009-012","1","20",0.198541263474177,0.0270456871627115,152.908295443999,0.148704680471545,0.255567586600977
"2014009-034","1","20",0.124532915746091,0.0214197652991977,152.908295375515,0.0858109026260522,0.170444668990349
"2014009-041","1","20",0.150749063670415,0.0330223032399084,166.340149830466,0.0926013845896658,0.222995108233227
"2014009-046","1","20",0.141369157330548,0.0228218036332784,152.908295398392,0.099877277614378,0.190050777170921
"2014010-010","1","20",0.125202590445551,0.0214772803843684,152.908295336623,0.0863669505369869,0.171227970478364
"W1406-001","1","20",0.0827601807877143,0.0174615722374071,152.908295344078,0.0518579729301311,0.120852128769541
"W1411-017","1","20",0.113798970849505,0.0204758432797516,152.908295339366,0.0769417698443828,0.157845911978874
"W1425-006","1","20",0.18857643076112,0.0263582355858826,152.908295215878,0.140097976928074,0.244244624718506
"2014001-005","2","20",0.28292679252164,0.0322856599062327,152.90829651836,0.222738120628249,0.350305204538394
"2014005-019","2","20",0.11160558808491,0.0202775555451698,152.908295370733,0.0751401242806734,0.155260792013371
"2014005-024","2","20",0.136739319754354,0.0224449859107013,152.908295367809,0.0959918810403726,0.184676498592562
"2014006-046","2","20",0.104167138303736,0.0195901605953838,152.908295389203,0.0690596917972813,0.1464643249344
"2014007-001","2","20",0.15155723755105,0.0236298502819715,152.908295429647,0.108468981069803,0.201835234156477
"2014008-016","2","20",0.145135061537714,0.0231237784801152,152.908295400976,0.103046600386644,0.194413262812985
"2014009-010","2","20",0.103894824726728,0.019564537554246,152.90829538938,0.0688379990941937,0.146141390483473
"2014009-012","2","20",0.200884394486208,0.0272048120439032,152.908295422485,0.15073344440645,0.258225084690152
"2014009-034","2","20",0.126390068852575,0.0215788901803894,152.908295353928,0.0873536886554206,0.172616189173966
"2014009-041","2","20",0.152791678582762,0.0338588678632647,141.320774958701,0.0931871311387996,0.227057825138495
"2014009-046","2","20",0.143347421193566,0.0229809285144701,152.9082953768,0.101541174400278,0.192343408111074
"2014010-010","2","20",0.127064711815247,0.0216364052655601,152.908295315044,0.0879147048295667,0.173404458925193
"W1406-001","2","20",0.0842754175966409,0.0176206971185988,152.908295322361,0.0530588426619499,0.122681732655592
"W1411-017","2","20",0.115574586164114,0.0206349681609433,152.908295317634,0.0784030180818778,0.159935894370614
"W1425-006","2","20",0.190860178389312,0.0265173604670743,152.908295194456,0.142067357479137,0.246842739423843
"2014001-005","1","21",0.284036404275771,0.0323489085844558,152.908296933956,0.223722778310106,0.351539770364488
"2014005-019","1","21",0.107005278722754,0.0198552441109527,152.908295414468,0.0713741332866312,0.149826164283068
"2014005-024","1","21",0.153960986911389,0.0238165018373373,152.908295447456,0.110503981662215,0.204607732284729
"2014006-046","1","21",0.113920914314725,0.0204868109832526,152.908295445931,0.0770420455173851,0.157989523236233
"2014007-001","1","21",0.17857647085971,0.0256498451476228,152.908295355559,0.131497513006732,0.232845168836923
"2014008-016","1","21",0.168127594513489,0.0248881221304167,152.908295415689,0.122553496470544,0.220891432680623
"2014009-010","1","21",0.0886350189024053,0.0180707134971899,152.908295436962,0.0565293917183879,0.127930386210597
"2014009-012","1","21",0.199016018583119,0.0270780038994023,152.908295384651,0.149115590643098,0.256106186647354
"2014009-034","1","21",0.127680029729437,0.0216887297422641,152.908295373915,0.0884266505202525,0.174123149062843
"2014009-041","1","21",0.114700374531838,0.028804641041512,166.340149798951,0.0648797445233507,0.178619370022427
"2014009-046","1","21",0.164498029287808,0.0246180120138954,152.908295413901,0.119457560726204,0.216728237973604
"2014010-010","1","21",0.116589760477063,0.0207253958697002,152.908295331374,0.0792395434351416,0.161129717643237
"W1406-001","1","21",0.110235815288686,0.0201527347524616,152.908295441035,0.0740169474126732,0.15364442328887
"W1411-017","1","21",0.151426023916645,0.0236196190651422,152.908295375568,0.108357980224797,0.201683807732712
"W1425-006","1","21",0.208536744294315,0.0277181297943708,152.908295467513,0.157371683790096,0.266891544922685
"2014001-005","2","21",0.286837637711142,0.0325080334656474,152.908296600452,0.226209644667435,0.354655370878151
"2014005-019","2","21",0.108727285492568,0.0200143689921444,152.908295392896,0.0727817729793334,0.151862538130009
"2014005-024","2","21",0.156025174710357,0.0239756267185289,152.908295425903,0.112253802384063,0.206986287160834
"2014006-046","2","21",0.115697477040569,0.0206459358644443,152.908295424355,0.0785042411661162,0.160080453039205
"2014007-001","2","21",0.180799026365109,0.0258089700288145,152.908295333983,0.133405701435005,0.235382091419464
"2014008-016","2","21",0.170284350925781,0.0250472470116083,152.908295394131,0.124395885805714,0.223362556170055
"2014009-010","2","21",0.0902028745000023,0.0182298383783816,152.908295415413,0.0577828802388775,0.129812608885317
"2014009-012","2","21",0.20136194117676,0.0272371287805939,152.908295363131,0.151147146159611,0.25876647631814
"2014009-034","2","21",0.129560416499644,0.0218478546234558,152.908295352337,0.0899926702133432,0.176317902910182
"2014009-041","2","21",0.116482981149908,0.0295633619106079,141.320774934604,0.0653701878496436,0.182257373561985
"2014009-046","2","21",0.16663145307091,0.0247771368950871,152.908295392279,0.121276617432184,0.219176028833844
"2014010-010","2","21",0.118386932622344,0.0208845207508919,152.908295309765,0.0807223485033084,0.16324125686565
"W1406-001","2","21",0.111983519869878,0.0203118596336532,152.908295419296,0.0754502849167536,0.155706494947191
"W1411-017","2","21",0.153473204604674,0.0237787439463339,152.908295353812,0.110090793835705,0.204045355497879
"W1425-006","2","21",0.210937962188757,0.0278772546755625,152.908295446052,0.15945853460741,0.269607129894271
"2014001-005","1","22",0.28713282519062,0.0325247563353898,152.90829694846,0.226471794450502,0.354983596053778
"2014005-019","1","22",0.11589735845334,0.0206637623465408,152.908295428995,0.0786689045851455,0.160315552445714
"2014005-024","1","22",0.180933521305096,0.0258185677867228,152.908295428416,0.133521235046989,0.235535547687384
"2014006-046","1","22",0.106408744661476,0.0197998221579743,152.908295428736,0.0708870908223736,0.149120138624758
"2014007-001","1","22",0.160750786551167,0.0243359992256482,152.908295400751,0.116267462386283,0.212423850840253
"2014008-016","1","22",0.142692545103567,0.0229283747667999,152.908295457521,0.100990123481718,0.191584706849575
"2014009-010","1","22",0.112788181549773,0.0203847048152938,152.908295372962,0.07611103367321,0.156655069550559
"2014009-012","1","22",0.207105815034279,0.0276228685096244,152.90829539924,0.156128952701163,0.265272417491598
"2014009-034","1","22",0.154222657910301,0.0238367324236571,152.908295405142,0.110725685119563,0.204909370825238
"2014009-041","1","22",0.107053682896382,0.0278279270247534,166.34014976553,0.0591614068347859,0.169044324440121
"2014009-046","1","22",0.139662070514403,0.0226835941151726,152.90829537532,0.0984432374889726,0.188070643664053
"2014010-010","1","22",0.106903838858089,0.0198458305994634,152.908295358698,0.0712912907529115,0.1497061270875
"W1406-001","1","22",0.11135015619811,0.0202543376160327,152.908295461806,0.0749305617292572,0.154959490791118
"W1411-017","1","22",0.122871337676253,0.0212763890380273,152.908295398432,0.0844325786633991,0.16849983681331
"W1425-006","1","22",0.276859991318226,0.0319376332955013,152.908295431161,0.217358880710222,0.343550842050408
"2014001-005","2","22",0.289949248691507,0.0326838812165814,152.90829661499,0.228973850873341,0.358114386632963
"2014005-019","2","22",0.117689206576848,0.0208228872277325,152.908295407421,0.0801463856315407,0.162421767646352
"2014005-024","2","22",0.183170651395205,0.0259776926679144,152.908295406857,0.135443998059973,0.238087044854633
"2014006-046","2","22",0.108125963976845,0.019958947039166,152.90829540716,0.0722899430606316,0.151151725017255
"2014007-001","2","22",0.162859849529499,0.0244951241068399,152.908295379173,0.118062158287493,0.214847280895723
"2014008-016","2","22",0.144680014785208,0.0230874996479916,152.908295435971,0.102663226086241,0.19388654360835
"2014009-010","2","22",0.114555924149271,0.0205438296964855,152.908295351422,0.0775644091955944,0.158737179227186
"2014009-012","2","22",0.209498804076496,0.027781993390816,152.90829537772,0.158207574666251,0.26797977361096
"2014009-034","2","22",0.156288593266063,0.0239958573048488,152.908295383564,0.112477253398204,0.207289673258136
"2014009-041","2","22",0.108776077545463,0.0285686210623188,141.320774908377,0.059629780116292,0.172583974086495
"2014009-046","2","22",0.141628395574543,0.0228427189963642,152.908295353746,0.100095195471995,0.190351335801328
"2014010-010","2","22",0.108625032470751,0.020004955480655,152.908295337139,0.0726981172884612,0.151741687777291
"W1406-001","2","22",0.113106637429251,0.0204134624972244,152.908295440111,0.0763726758832868,0.157030339099388
"W1411-017","2","22",0.124716105666698,0.021435513919219,152.908295376726,0.0859629795767285,0.170658971880886
"W1425-006","2","22",0.279625698006447,0.032096758176693,152.908295409754,0.219810220321305,0.346630915815783
"2014001-005","1","23",0.275066015738736,0.0318339916492238,152.908296910914,0.215769659546533,0.341552112054008
"2014005-019","1","23",0.139764682115986,0.0226919255559871,152.908295517599,0.0985293894983626,0.188189714857723
"2014005-024","1","23",0.135960745086529,0.0223809953784032,152.908295495094,0.0953397260530375,0.183771504244152
"2014006-046","1","23",0.140894713232582,0.022783475718933,152.908295551561,0.0994785541350926,0.18950061245416
"2014007-001","1","23",0.123813535064098,0.0213578086560108,152.908295458001,0.0852139234736145,0.16960288677874
"2014008-016","1","23",0.15264545559363,0.0237145325968446,152.908295521638,0.109389900751642,0.203090750559728
"2014009-010","1","23",0.0815062003959889,0.0173287786216723,152.908295482099,0.0508663395739624,0.119335801342156
"2014009-012","1","23",0.212830232960566,0.0280020153793852,152.908295455291,0.161104328162726,0.271745877882566
"2014009-034","1","23",0.148247317887178,0.023370394957157,152.908295542638,0.105671641283566,0.198012734614884
"2014009-041","1","23",0.1310861423221,0.0307934565503843,166.340149855888,0.0773389379321941,0.198931712194037
"2014009-046","1","23",0.171579269736809,0.0251423019110011,152.908295378176,0.125503014180289,0.224845265417547
"2014010-010","1","23",0.115538260508815,0.0206317250705991,152.908295401254,0.0783730994752301,0.1598931616666
"W1406-001","1","23",0.0758905862127622,0.0167211669617899,152.908295410344,0.0464511228400067,0.112519789709712
"W1411-017","1","23",0.166192527128274,0.0247444824978424,152.908295341964,0.120902203508794,0.218672590872
"W1425-006","1","23",0.201251274865683,0.0272296431385457,152.908295291764,0.151051268480993,0.258641021374655
"2014001-005","2","23",0.277822769663053,0.0319931165304154,152.908296577442,0.218212046392825,0.344623233056601
"2014005-019","2","23",0.141731726861941,0.0228510504371787,152.908295496023,0.100182067167201,0.19047112668081
"2014005-024","2","23",0.137900931088239,0.0225401202595949,152.908295473541,0.0969655449776316,0.186026057322994
"2014006-046","2","23",0.142869666256953,0.0229426006001247,152.908295529987,0.101139140082347,0.191789932555663
"2014007-001","2","23",0.125665336237082,0.0215169335372024,152.908295436427,0.0867513575694842,0.171769055028855
"2014008-016","2","23",0.154700835094309,0.0238736574780363,152.908295500082,0.111130913175203,0.205460497137542
"2014009-010","2","23",0.083009966238057,0.017487903502864,152.908295460551,0.0520557383389256,0.121153934261345
"2014009-012","2","23",0.215255973435549,0.0281611402605769,152.908295433773,0.163215701560581,0.274485985434695
"2014009-034","2","23",0.150272970119436,0.0235295198383487,152.908295521055,0.107382926438707,0.200352753924276
"2014009-041","2","23",0.132991354427231,0.0315888842154395,141.320774978259,0.0778743209712347,0.202769986994963
"2014009-046","2","23",0.173757982685363,0.0253014267921927,152.908295356586,0.127367360051719,0.227338345443241
"2014010-010","2","23",0.117327341191068,0.0207908499517907,152.90829537969,0.0798478130803702,0.161996609425984
"W1406-001","2","23",0.077341865395929,0.0168802918429816,152.908295388642,0.0475880349460685,0.11428543597
"W1411-017","2","23",0.168336875674001,0.0249036073790341,152.908295320235,0.122732184977397,0.221131306494867
"W1425-006","2","23",0.203610296347226,0.0273887680197374,152.908295270349,0.153095922885407,0.261314409933345
"2014001-005","1","24",0.308066828248683,0.0336895413258221,152.908296908077,0.245104648561199,0.378218748059237
"2014005-019","1","24",0.116546246746086,0.0207215279337056,152.908295431771,0.0792036711977635,0.161078562418586
"2014005-024","1","24",0.128811756219015,0.0217846396424753,152.908295514656,0.0893688974342653,0.175444355127881
"2014006-046","1","24",0.114495461683404,0.0205384074778048,152.90829545063,0.0775146588638231,0.158666004627148
"2014007-001","1","24",0.15596813011764,0.0239712434358421,152.908295430872,0.11220541740358,0.206920582955879
"2014008-016","1","24",0.144292217930123,0.0230565372951454,152.908295509809,0.102336598448153,0.193437577536213
"2014009-010","1","24",0.104315373087646,0.0196040945043499,152.90829543252,0.0691803987540545,0.146640087545414
"2014009-012","1","24",0.264047090012712,0.0311898526048581,152.908295491447,0.206023294757766,0.329260625391791
"2014009-034","1","24",0.117894848327026,0.0208410715038893,152.90829540341,0.0803161025301021,0.162663334248149
"2014009-041","1","24",0.117977528089891,0.0292132379185938,166.340149753641,0.0673501937777909,0.182703227884148
"2014009-046","1","24",0.132157644695671,0.0220657541266168,152.908295392965,0.0921594162033204,0.179345613312229
"2014010-010","1","24",0.104465745219086,0.019618219209989,152.90829533597,0.0693028661202672,0.146818364442156
"W1406-001","1","24",0.127273557476733,0.0216541789420189,152.90829534673,0.0880884368201673,0.173648418257541
"W1411-017","1","24",0.15322129473736,0.0237592207979948,152.908295276024,0.109877453895402,0.203754875703614
"W1425-006","1","24",0.21038081743033,0.0278404146123274,152.908295272116,0.15897417106863,0.268977203916327
"2014001-005","2","24",0.310983868107883,0.0338486662070137,152.908296574571,0.24770732134231,0.381450154996776
"2014005-019","2","24",0.118343084771648,0.0208806528148973,152.908295410193,0.0806861421462127,0.163189767521278
"2014005-024","2","24",0.130700427870093,0.021943764523667,152.908295493096,0.0909432020082286,0.177647393856089
"2014006-046","2","24",0.116276481413266,0.0206975323589965,152.908295429049,0.0789813115165732,0.160761391434139
"2014007-001","2","24",0.158045684792254,0.0241303683170338,152.908295409292,0.113968605001074,0.20931250470763
"2014008-016","2","24",0.146290758536425,0.0232156621763371,152.908295488255,0.104020771977337,0.195750485219648
"2014009-010","2","24",0.10601568507343,0.0197632193855416,152.908295410976,0.0705663436627281,0.148654766608326
"2014009-012","2","24",0.266748201972698,0.0313489774860497,152.908295469937,0.208410039640616,0.332276104428929
"2014009-034","2","24",0.119702012755135,0.0210001963850809,152.90829538183,0.0818088998810974,0.164784865753389
"2014009-041","2","24",0.119785323680443,0.0299795001016677,141.320774899367,0.0678498698489923,0.18638237662377
"2014009-046","2","24",0.13407059955429,0.0222248790078085,152.908295371361,0.0937580039848221,0.181572935247981
"2014010-010","2","24",0.106167277323996,0.0197773440911807,152.908295314375,0.0706900311480643,0.148834263624194
"W1406-001","2","24",0.129150959682642,0.0218133038232106,152.908295325005,0.0896514719489592,0.175840187540584
"W1411-017","2","24",0.155280534490444,0.0239183456791865,152.908295254281,0.111622326571362,0.206128482533836
"W1425-006","2","24",0.212792598521551,0.0279995394935191,152.908295250681,0.16107158508272,0.271703352084696
"2014001-005","1","25",0.260500614824144,0.0309796855958544,152.908296885865,0.20289202546565,0.325298944305726
"2014005-019","1","25",0.141823904139401,0.0228584799848917,152.908295439239,0.100259566631871,0.190577981771104
"2014005-024","1","25",0.160668635692353,0.0243297800376497,152.908295382145,0.116197598153745,0.212329413355175
"2014006-046","1","25",0.120053604647174,0.0210310149352736,152.908295401337,0.0820996066528104,0.165197342765739
"2014007-001","1","25",0.174715458620195,0.0253710415099558,152.90829537117,0.128187305166886,0.228433352197728
"2014008-016","1","25",0.158653583815264,0.0241767306996735,152.908295383369,0.114484910512018,0.210011997242725
"2014009-010","1","25",0.0748306082217869,0.0166039825077448,152.908295443696,0.0456226544283507,0.111228302139392
"2014009-012","1","25",0.199190124961387,0.0270898457164093,152.908295373957,0.149266302330504,0.256303687716492
"2014009-034","1","25",0.125138161609255,0.0214717536047629,152.908295412838,0.0863134404052928,0.171152622937409
"2014009-041","1","25",0.1310861423221,0.0307934565503843,166.340149863122,0.0773389379322089,0.198931712194014
"2014009-046","1","25",0.124902097671861,0.021451491602643,152.908295326545,0.0861174060742642,0.170876529393716
"2014010-010","1","25",0.138610281481366,0.0225980181086161,152.908295339367,0.0975605123938717,0.186849790693108
"W1406-001","1","25",0.0843410546789683,0.0176275576366007,152.908295340865,0.0531109261065867,0.122760923375596
"W1411-017","1","25",0.130379592206108,0.0219168148485937,152.908295284951,0.0906756081154553,0.177273316421049
"W1425-006","1","25",0.194434903233922,0.0267645375434034,152.90829530417,0.145153759351356,0.250905787240762
"2014001-005","2","25",0.263183572155373,0.031138810477046,152.908296552382,0.205260615718883,0.3282962687152
"2014005-019","2","25",0.143805336175916,0.0230176048660834,152.908295417661,0.101926631591268,0.192873780884753
"2014005-024","2","25",0.162777161445314,0.0244889049188414,152.908295360597,0.117991756829585,0.214752306185275
"2014006-046","2","25",0.121877176752673,0.0211901398164652,152.908295379753,0.083608811681195,0.167335281948369
"2014007-001","2","25",0.176913930533397,0.0255301663911475,152.908295349592,0.130071410002963,0.230946191188071
"2014008-016","2","25",0.160748888873285,0.0243358555808651,152.908295361821,0.116265848492917,0.212421669377884
"2014009-010","2","25",0.0762717647873772,0.0167631073889365,152.908295422146,0.0467494439168371,0.112983825782102
"2014009-012","2","25",0.201537070473861,0.027248970597601,152.90829535244,0.15129888076585,0.25896500030611
"2014009-034","2","25",0.126999805565144,0.0216308784859545,152.908295391254,0.0878607172840664,0.173328633970429
"2014009-041","2","25",0.132991354427231,0.0315888842154396,141.32077498401,0.0778743209712515,0.202769986994936
"2014009-046","2","25",0.126761991357201,0.0216106164838346,152.90829530495,0.0876629326824868,0.173050790156188
"2014010-010","2","25",0.140569214322162,0.0227571429898078,152.908295317785,0.0992050781575485,0.189123090611039
"W1406-001","2","25",0.0858706296245787,0.0177866825177923,152.908295319138,0.0543261339750889,0.124604865398331
"W1411-017","2","25",0.132279681404637,0.0220759397297854,152.908295263209,0.0922613302368657,0.179487772696713
"W1425-006","2","25",0.19675374800337,0.0269236624245951,152.908295282752,0.147158237043675,0.253538999087354
"2014001-005","1","26",0.28708876135864,0.0325222605908063,152.908296877348,0.226432661210711,0.354934601629664
"2014005-019","1","26",0.128970658361844,0.021798072263512,152.908295470347,0.0895012620941161,0.175629794753721
"2014005-024","1","26",0.156077831885293,0.0239796721627042,152.908295446701,0.112298467380501,0.207046936514252
"2014006-046","1","26",0.108384314151097,0.0199827772129176,152.908295420151,0.0725012143493636,0.151457154077017
"2014007-001","1","26",0.153652709824521,0.0237926459212644,152.908295460205,0.110242834317439,0.20425232545576
"2014008-016","1","26",0.125819487432378,0.0215301266919917,152.908295449813,0.086879444371371,0.17194927061755
"2014009-010","1","26",0.112343260538514,0.0203444588190045,152.908295454647,0.0757456226426974,0.156130638558492
"2014009-012","1","26",0.21308067884321,0.0280184860834211,152.908295347221,0.16132223452616,0.272028863284501
"2014009-034","1","26",0.156417315488449,0.0240057369904968,152.908295402031,0.112586457316035,0.207437913785064
"2014009-041","1","26",0.107053682896382,0.0278279270247534,166.340149843807,0.0591614068349267,0.169044324439883
"2014009-046","1","26",0.13009971930326,0.0218932788879529,152.908295360813,0.0904422328509408,0.17694694587981
"2014010-010","1","26",0.0846879992412275,0.0176637767041419,152.908295296625,0.0533863162876437,0.123179422319091
"W1406-001","1","26",0.114217590244825,0.0205134697921184,152.908295380508,0.0772860543109772,0.15833886630289
"W1411-017","1","26",0.116659194905498,0.0207315664022522,152.908295321836,0.0792967873609322,0.161211342574325
"W1425-006","1","26",0.257926231326274,0.0308262279710913,152.908295319804,0.200620812810004,0.322421389966805
"2014001-005","2","26",0.28990496927233,0.0326813854719979,152.908296543843,0.228934502046351,0.358065176621653
"2014005-019","2","26",0.130860490348453,0.0219571971447037,152.908295448771,0.0910767270036105,0.177833993817462
"2014005-024","2","26",0.158156114649477,0.0241387970438959,152.908295425152,0.114062383067565,0.209439586355572
"2014006-046","2","26",0.110117337474515,0.0201419020941093,152.908295398571,0.0739198705956695,0.153504544477563
"2014007-001","2","26",0.155714836903769,0.0239517708024561,152.908295438622,0.111990594319567,0.206628819612144
"2014008-016","2","26",0.12768617376734,0.0216892515731834,152.908295428258,0.0884317636292182,0.174130324029643
"2014009-010","2","26",0.114107526611772,0.0205035837001962,152.9082954331,0.0771955216388431,0.158209271708878
"2014009-012","2","26",0.215507842089154,0.0281776109646127,152.908295325699,0.163435030694973,0.274770393607592
"2014009-034","2","26",0.158497849782378,0.0241648618716885,152.908295380453,0.114352624532842,0.20983281515613
"2014009-041","2","26",0.108776077545463,0.0285686210623188,141.320774969142,0.0596297801164473,0.172583974086231
"2014009-046","2","26",0.131997775420432,0.0220524037691446,152.908295339209,0.0920259218909955,0.179159369074115
"2014010-010","2","26",0.0862207028592603,0.0178229015853336,152.908295275033,0.0546046528285677,0.125026493014249
"W1406-001","2","26",0.115996455809637,0.0206725946733101,152.908295358782,0.0787505527986747,0.160432098944832
"W1411-017","2","26",0.1184569000732,0.0208906912834439,152.908295300095,0.0807801254515184,0.163323414819158
"W1425-006","2","26",0.260595932693967,0.030985352852283,152.908295298368,0.202976147100561,0.325405458411652
