"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"rep",0.0467532889010322,0.0467532889010322,1,13.9994704292365,1.52927289535868,0.236566741078435
"genotype",7.59219572607058,0.542299694719327,14,14.0001497401402,17.7383076953383,1.58853861648176e-06
"image",1.06606168652103,0.0213212337304206,50,749.822403992595,0.697405158138932,0.944524297206613
"genotype:image",20.9075000638384,0.0298678572340548,700,750.30599571935,0.976960243527902,0.622723745058947
