"genotype","rep","image","openness","SE","df","asymp.LCL","asymp.UCL"
"2014006-046","2","36",3.66015741456777,0.109803985555805,Inf,3.44810909245579,3.87853280655246
"2014007-001","2","36",3.37087286295578,0.105375441812339,Inf,3.16750432708495,3.58056846869931
"2014008-016","2","36",4.21053741996299,0.116431157195406,Inf,3.98542852810789,4.44183027767052
"2014009-010","2","36",3.74305988736259,0.111040551462214,Inf,3.52858794060954,3.96385890398835
"2014009-012","2","36",3.41239299312569,0.106022427309004,Inf,3.20775638898289,3.62335666714121
"2014009-034","2","36",3.75619801633326,0.112642004375279,Inf,3.53866780142371,3.98021634486761
"2014009-041","2","36",3.65448528950517,0.109718871262768,Inf,3.44260378834211,3.87269386054094
"2014009-046","2","36",3.41522750825226,0.104860111986629,Inf,3.21279744896839,3.62384153478565
"2014010-010","2","36",3.28166724441163,0.10397178336283,Inf,3.08104982854844,3.48861173014753
"W1406-001","2","36",3.25814056853778,0.103598419738912,Inf,3.0582549319306,3.46435327501766
"W1411-017","2","36",3.80046214494796,0.113303759577563,Inf,3.58163491344811,4.02577748961812
"W1425-006","2","36",3.63944431092799,0.108247522939346,Inf,3.43037504718773,3.85469753994131
"2014001-005","1","37",3.84700541502898,0.112571802720531,Inf,3.62953227095835,4.07080562897233
"2014005-019","1","37",3.15664040929413,0.101971962595638,Inf,2.95994257011017,3.3596653183508
"2014005-024","1","37",3.8832124733945,0.113100310993148,Inf,3.66470347214401,4.1080485445177
"2014006-046","1","37",3.66093833773713,0.109815698699997,Inf,3.44886705828439,3.87933668706258
"2014007-001","1","37",3.29980364251721,0.104258691717225,Inf,3.09862389661254,3.50731045829459
"2014008-016","1","37",3.88265287335545,0.111805902190467,Inf,3.66660931472935,4.10488039783399
"2014009-010","1","37",3.65058695050761,0.109660335593979,Inf,3.43882017714719,3.86868079374074
"2014009-012","1","37",3.43611389945571,0.106390291238406,Inf,3.23075629526006,3.64779857352407
"2014009-034","1","37",3.56874686253142,0.108424166939959,Inf,3.3594029352117,3.78441785972385
"2014009-041","1","37",3.58032359444458,0.108599884253248,Inf,3.37063526751935,3.79633899124252
"2014009-046","1","37",3.41473406387659,0.106058789393941,Inf,3.21002619135691,3.62576900626899
"2014010-010","1","37",3.23622122741411,0.103249349278681,Inf,3.03701975633705,3.44174976836387
"W1406-001","1","37",3.18514930423909,0.10243140257774,Inf,2.98755097923715,3.38907469911374
"W1411-017","1","37",3.64945864096616,0.109643387584428,Inf,3.43772508509407,3.86751926671096
"W1425-006","1","37",3.71081673497184,0.110561258959128,Inf,3.49728418426289,3.93067635555349
"2014001-005","2","37",3.9169786809964,0.113590974665511,Inf,3.69750799661955,4.14277643524596
"2014005-019","2","37",3.22005463454902,0.102991134540652,Inf,3.02135925505878,3.42507708391197
"2014005-024","2","37",3.95351277328286,0.114119482938161,Inf,3.73300623172609,4.18034638471234
"2014006-046","2","37",3.72920616303135,0.11083487064501,Inf,3.51513734327233,3.94960205266308
"2014007-001","2","37",3.36463286547304,0.105277863662238,Inf,3.16145557926209,3.5741372215567
"2014008-016","2","37",3.95294813038227,0.112806643556351,Inf,3.73494277984826,4.17713669702285
"2014009-010","2","37",3.71875863916905,0.110679507538993,Inf,3.50499432550235,3.93885002270846
"2014009-012","2","37",3.50226212796989,0.10740946318342,Inf,3.29490698346796,3.71594434234453
"2014009-034","2","37",3.63615362639836,0.109443338884972,Inf,3.42481215877235,3.85382216389707
"2014009-041","2","37",3.64783908985823,0.109619056198262,Inf,3.43615322262672,3.86585202696245
"2014009-046","2","37",3.48067716343896,0.107077961338954,Inf,3.273971750613,3.69370964613764
"2014010-010","2","37",3.30042588263407,0.104268521223694,Inf,3.09922687125074,3.50795196389012
"W1406-001","2","37",3.24884782487127,0.103450574522754,Inf,3.04925195956305,3.4547707600522
"W1411-017","2","37",3.71761984242371,0.110662559529442,Inf,3.50388874624534,3.93767800847479
"W1425-006","2","37",3.77954590308215,0.111580430904142,Inf,3.56401581206692,4.00140306397008
"2014001-005","1","38",3.74764757519909,0.111108579146243,Inf,3.5330422966354,3.96857992363551
"2014005-019","1","38",3.36434468480738,0.106604670077022,Inf,3.1586474255667,3.57653005343618
"2014005-024","1","38",3.76433194413466,0.111355629840716,Inf,3.54924245510744,3.9857485030346
"2014006-046","1","38",3.67705880150475,0.111456279071625,Inf,3.46185298564643,3.89875357130889
"2014007-001","1","38",3.40162107670694,0.105854954300565,Inf,3.19731271362905,3.61225650965753
"2014008-016","1","38",3.93359343646209,0.11383163070623,Inf,3.71365107491278,4.15986286788412
"2014009-010","1","38",3.60415743757752,0.108960753769209,Inf,3.39376181939789,3.82088012562986
"2014009-012","1","38",3.16890284033545,0.101007797201024,Inf,2.97402317844678,3.36996646779024
"2014009-034","1","38",3.58057624537845,0.10997718351915,Inf,3.36826898337216,3.79937162100953
"2014009-041","1","38",3.65682810851385,0.109754034938687,Inf,3.44487768781243,3.87510559908798
"2014009-046","1","38",3.48335717894144,0.1071191767928,Inf,3.27657098531033,3.69647044244527
"2014010-010","1","38",3.07783553791507,0.100691063302216,Inf,2.88364821521404,3.27834993048881
"W1406-001","1","38",3.19858395978393,0.102647198202165,Inf,3.0005626831301,3.40293230631047
"W1411-017","1","38",3.80492110501656,0.11195436994152,Inf,3.58865810695566,4.02751117295017
"W1425-006","1","38",3.69404367936169,0.110311105074417,Inf,3.48100142125738,3.91341300733872
"2014001-005","2","38",3.81671541779387,0.112127751091222,Inf,3.60011259892396,4.03964530653649
"2014005-019","2","38",3.42980176799386,0.107643818211167,Inf,3.22206824306696,3.64402425677149
"2014005-024","2","38",3.83355265842792,0.11237480178573,Inf,3.61646562909442,4.05696675763413
"2014006-046","2","38",3.74547607244292,0.112481130042057,Inf,3.52826116583674,3.96917909348233
"2014007-001","2","38",3.46743804581259,0.106874126245578,Inf,3.26113214242842,3.68007101906946
"2014008-016","2","38",4.00434626730521,0.114850802651243,Inf,3.78240636544961,4.23261323903352
"2014009-010","2","38",3.67189623426924,0.109979925714223,Inf,3.45950307578332,3.89061646262786
"2014009-012","2","38",3.23243950524706,0.102009196809558,Inf,3.03559676154067,3.43546546521786
"2014009-034","2","38",3.64809411179096,0.111016446658812,Inf,3.43375035241456,3.86892682670033
"2014009-041","2","38",3.72505777708908,0.110773206883701,Inf,3.51110981608138,3.9453328079695
"2014009-046","2","38",3.54995643218521,0.108138348737814,Inf,3.34117269824782,3.76506723599532
"2014010-010","2","38",3.14045715964808,0.101710235247229,Inf,2.94427229664077,3.3429690925281
"W1406-001","2","38",3.26241601189107,0.103666370147178,Inf,3.06239719493096,3.46876189872389
"W1411-017","2","38",3.87451231175604,0.112973541886534,Inf,3.65625177338886,4.09909991999593
"W1425-006","2","38",3.76261805556053,0.111330277019431,Inf,3.54757825714994,3.98398492384384
"2014001-005","1","39",3.90434319180661,0.113407614350262,Inf,3.68523188704385,4.1297815664421
"2014005-019","1","39",3.37579347500794,0.105452324359446,Inf,3.17227425211375,3.58563976777485
"2014005-024","1","39",4.01277842409297,0.114971662664741,Inf,3.79060164096374,4.24128227709491
"2014006-046","1","39",3.66222221926398,0.108579165143989,Inf,3.45250257461722,3.87812508092452
"2014007-001","1","39",3.40082261124974,0.105842529858937,Inf,3.19653859962997,3.61143369274221
"2014008-016","1","39",3.95574159868947,0.114151646305189,Inf,3.7351720180917,4.18263824915995
"2014009-010","1","39",3.67946222321868,0.110093174925105,Inf,3.46684710035816,3.89840441595191
"2014009-012","1","39",3.38081103672874,0.105530664027722,Inf,3.17713827090616,3.59081087242403
"2014009-034","1","39",3.668719308259,0.10993233808213,Inf,3.4564194198181,3.88734626657261
"2014009-041","1","39",3.77464636595366,0.111508084944286,Inf,3.55925807041419,3.99636173136585
"2014009-046","1","39",3.45892468180011,0.106742845240246,Inf,3.25287608445825,3.67130034901468
"2014010-010","1","39",3.23558423634342,0.103239187403828,Inf,3.03640268217509,3.44109286038446
"W1406-001","1","39",3.08060997458287,0.100736435780268,Inf,2.88633372345896,3.28121329557948
"W1411-017","1","39",3.70256097752285,0.110438203140856,Inf,3.48926961178581,3.9221794131326
"W1425-006","1","39",3.53162960438542,0.107858852723496,Inf,3.32339367256991,3.74619260607364
"2014001-005","2","39",3.97483364694319,0.114426786295241,Inf,3.75372480187422,4.20226956188489
"2014005-019","2","39",3.44136130203742,0.106471496304459,Inf,3.23584453883694,3.6532051351106
"2014005-024","2","39",4.0842366916164,0.115990834609755,Inf,3.86006236818089,4.31473808492461
"2014006-046","2","39",3.73050195889601,0.10959330562124,Inf,3.518795009035,3.94839287296364
"2014007-001","2","39",3.46663189227542,0.10686170180395,Inf,3.26035034034938,3.67924051407418
"2014008-016","2","39",4.02669245094777,0.115170818250202,Inf,3.80412533004372,4.25558664172453
"2014009-010","2","39",3.74790174712682,0.111112346870118,Inf,3.53328908396003,3.96884148016633
"2014009-012","2","39",3.44642733930761,0.106549835972735,Inf,3.24075703317875,3.65842471530918
"2014009-034","2","39",3.73705930845841,0.110951510027144,Inf,3.52276187971123,3.95768380707831
"2014009-041","2","39",3.84396141744629,0.1125272568893,Inf,3.62657558160053,4.06767432316476
"2014009-046","2","39",3.52529106606232,0.107762017185259,Inf,3.31724492841418,3.73966427358317
"2014010-010","2","39",3.29978260352978,0.104258359348842,Inf,3.09860350905517,3.5072887678771
"W1406-001","2","39",3.1432596722045,0.101755607725282,Inf,2.94698588077432,3.3458605335074
"W1411-017","2","39",3.77121400032224,0.11145737508587,Inf,3.55592509427892,3.99282997623828
"W1425-006","2","39",3.59868655930076,0.10887802466851,Inf,3.38845308717897,3.81524710129526
"2014001-005","1","4",4.03786513980356,0.116796626319381,Inf,3.81219243777608,4.27002679997962
"2014005-019","1","4",3.29634016351041,0.104203962310397,Inf,3.09526768527202,3.50373971162152
"2014005-024","1","4",3.85134931425349,0.112635340791159,Inf,3.63375163785278,4.07527406052691
"2014006-046","1","4",3.60851306034175,0.109026573402269,Inf,3.39798843805184,3.82536475250436
"2014007-001","1","4",3.24649895949794,0.103413171199934,Inf,3.04697640335535,3.45234858551325
"2014008-016","1","4",4.25144476565276,0.118341342756903,Inf,4.02266353090348,4.48655307027476
"2014009-010","1","4",3.8976609907512,0.113310525420536,Inf,3.67873997679399,4.12290907458111
"2014009-012","1","4",3.41438285915762,0.106053335191004,Inf,3.20968567667926,3.6254071115087
"2014009-034","1","4",3.4486959066959,0.106584897747708,Inf,3.24295688075087,3.66076200251365
"2014009-041","1","4",3.59115961773165,0.108764101506929,Inf,3.38114943090357,3.80749687443245
"2014009-046","1","4",3.34495996762494,0.106297135112041,Inf,3.1398654674673,3.55654258042608
"2014010-010","1","4",3.27997310131024,0.103944942460705,Inf,3.07940829264852,3.48686497984466
"W1406-001","1","4",3.17973602567554,0.102344322592289,Inf,2.98230837430886,3.38349074691493
"W1411-017","1","4",3.57264915041625,0.107249592355292,Inf,3.3655357952202,3.78594647196615
"W1425-006","1","4",3.71993969555404,0.109431431552628,Inf,3.5085496391472,3.93751296838682
"2014001-005","2","4",4.10954544326411,0.117821074565111,Inf,3.88186443664293,4.34371456217779
"2014005-019","2","4",3.36113552063399,0.10522313425541,Inf,3.15806550208932,3.57053260905137
"2014005-024","2","4",3.92136189673771,0.113654512736172,Inf,3.70176668003072,4.14728418331741
"2014006-046","2","4",3.67629258535086,0.110045745347283,Inf,3.46377042275467,3.89514181781975
"2014007-001","2","4",3.31080498555355,0.104432343144948,Inf,3.10928488910468,3.51865215187513
"2014008-016","2","4",4.32498814659794,0.119360514701916,Inf,4.09420937154238,4.56209399152622
"2014009-010","2","4",3.96809136854369,0.114329697365549,Inf,3.74717281428021,4.19533699267989
"2014009-012","2","4",3.48032258373144,0.107072507136017,Inf,3.27362786094679,3.69334437638879
"2014009-034","2","4",3.51496455514117,0.107604069692722,Inf,3.30722798888986,3.7290281912652
"2014009-041","2","4",3.65877672860742,0.109783273451942,Inf,3.44676900147306,3.8771115256145
"2014009-046","2","4",3.41022911246473,0.107336183467399,Inf,3.20309853736038,3.62384864502855
"2014010-010","2","4",3.34460818038061,0.104964114405719,Inf,3.14204583141262,3.55349759922132
"W1406-001","2","4",3.24338066236578,0.103363494537303,Inf,3.04395547069282,3.44913292391145
"W1411-017","2","4",3.64009258521955,0.108250603166807,Inf,3.43101690962297,3.85535147664633
"W1425-006","2","4",3.78875290899753,0.110445638248912,Inf,3.57537541841667,4.00831436485148
"2014001-005","1","40",4.01534799883984,0.115008467712412,Inf,3.79309907914273,4.24392398840966
"2014005-019","1","40",3.41612770128937,0.104873977637068,Inf,3.2136704685975,3.62476890676572
"2014005-024","1","40",3.73582295053261,0.110933155070069,Inf,3.52156149684024,3.9564114740977
"2014006-046","1","40",3.67696918808761,0.110055871558022,Inf,3.46442717848307,3.89583826756485
"2014007-001","1","40",3.23602955274921,0.103246291611099,Inf,3.0368340745905,3.44155210078064
"2014008-016","1","40",3.91424774835482,0.113551369728313,Inf,3.6948546882285,4.13996787835386
"2014009-010","1","40",3.57395643384983,0.108503275583154,Inf,3.36445745643858,3.78978248113379
"2014009-012","1","40",3.33454816632871,0.104806138399604,Inf,3.13229544464312,3.54312795788701
"2014009-034","1","40",3.51802540823255,0.107650910645619,Inf,3.31019703540055,3.73218085093726
"2014009-041","1","40",3.47707252057771,0.107022501183686,Inf,3.27047580765865,3.68999630336949
"2014009-046","1","40",3.64288722974477,0.109544628220528,Inf,3.43134723866907,3.86075429069319
"2014010-010","1","40",3.15567277746371,0.101956332231262,Inf,2.95900557323099,3.35866705156913
"W1406-001","1","40",3.05274755760512,0.0991393239754006,Inf,2.86153003692424,3.2501490458111
"W1411-017","1","40",3.85899012250146,0.112747015757338,Inf,3.64117356718907,4.08313374768657
"W1425-006","1","40",3.72703358079994,0.110802580535316,Inf,3.51302804849297,3.94736618297961
"2014001-005","2","40",4.08682904083938,0.116027639657391,Inf,3.86258258083606,4.31740257071541
"2014005-019","2","40",3.48208419164443,0.10587504774059,Inf,3.27766451735425,3.69268707822028
"2014005-024","2","40",3.80478224303195,0.111952327015083,Inf,3.58852324903329,4.02736830690332
"2014006-046","2","40",3.74538562916615,0.111075043503036,Inf,3.53084607925534,3.96625224894967
"2014007-001","2","40",3.30023231592497,0.104265463556113,Inf,3.09903929745997,3.50775240426268
"2014008-016","2","40",3.98482715741586,0.114570541673326,Inf,3.76343655698325,4.21254482772118
"2014009-010","2","40",3.64141214909767,0.109522447528167,Inf,3.42991563138014,3.85923573668791
"2014009-012","2","40",3.39971614204263,0.105825310344618,Inf,3.19546588005077,3.61029347390722
"2014009-034","2","40",3.58495369134354,0.108670082590633,Inf,3.37512777820527,3.80110667435453
"2014009-041","2","40",3.54361195223468,0.108041673128699,Inf,3.33501769900934,3.75853327533274
"2014009-046","2","40",3.71098732021565,0.110563800165541,Inf,3.49744978883366,3.93085192147035
"2014010-010","2","40",3.21907733085608,0.102975504176275,Inf,3.02041258631708,3.42406914526779
"W1406-001","2","40",3.11511472494487,0.100140812341604,Inf,2.92193394696505,3.31447871810931
"W1411-017","2","40",3.92907180797603,0.113766187702352,Inf,3.70925771235735,4.15521297346742
"W1425-006","2","40",3.79591207550616,0.11182175248033,Inf,3.57990900289291,4.01824221799211
"2014001-005","1","41",4.04008108660658,0.115362129172259,Inf,3.81713900318546,4.26935023990043
"2014005-019","1","41",3.28917363236088,0.105406984353839,Inf,3.08582379400244,3.49901158010744
"2014005-024","1","41",3.85357085412429,0.112667821333276,Inf,3.63590951703083,4.07755926109046
"2014006-046","1","41",3.69252217089645,0.111683165049196,Inf,3.47687124693719,3.91466120928893
"2014007-001","1","41",3.35345993235307,0.105102920257571,Inf,3.1506255289146,3.56262140566425
"2014008-016","1","41",3.84348646856863,0.112520304901554,Inf,3.62611425836847,4.0671857486415
"2014009-010","1","41",3.70461657078583,0.110468855509271,Inf,3.49126512751066,3.92429508393372
"2014009-012","1","41",3.33540270178999,0.104819566729355,Inf,3.13312366106172,3.54400881239098
"2014009-034","1","41",3.68257378137346,0.110139715547595,Inf,3.46986744056905,3.90160719205059
"2014009-041","1","41",3.77709221072958,0.110275545527146,Inf,3.56404809566215,3.99632029087958
"2014009-046","1","41",3.3103454671597,0.104425095625381,Inf,3.10883957558816,3.51817842860395
"2014010-010","1","41",3.2107212702776,0.10284176574927,Inf,3.01231864823888,3.41545096218903
"W1406-001","1","41",3.0784509887457,0.100701130003337,Inf,2.88424393567303,3.27898511169108
"W1411-017","1","41",3.66048341351676,0.109808875398345,Inf,3.44842550748952,3.87886838941672
"W1425-006","1","41",3.63490274531588,0.109424512345699,Inf,3.42359817702881,3.85253438347566
"2014001-005","2","41",4.1117809696345,0.116381301117237,Inf,3.88684134590716,4.34304766323455
"2014005-019","2","41",3.35389885873805,0.10644605362495,Inf,3.14851290926209,3.56577377206473
"2014005-024","2","41",3.92360353513789,0.11368699327829,Inf,3.70394465773815,4.14958948241034
"2014006-046","2","41",3.76108248832534,0.112722518126787,Inf,3.54339488952309,3.98525904107341
"2014007-001","2","41",3.4188115527509,0.106122092202584,Inf,3.21397960900615,3.62997056636836
"2014008-016","2","41",3.9134278683676,0.113539476846567,Inf,3.69405811786117,4.13912468874675
"2014009-010","2","41",3.77328856086492,0.111488027454285,Inf,3.55793957728347,3.99496461431909
"2014009-012","2","41",3.40057898677656,0.105838738674369,Inf,3.19630240574201,3.61118263768383
"2014009-034","2","41",3.75104210400254,0.111158887492609,Inf,3.53633822289185,3.97207305498595
"2014009-041","2","41",3.84642961336121,0.111276390348887,Inf,3.63142350421324,4.06761893904012
"2014009-046","2","41",3.37527765865048,0.105444267570394,Inf,3.17177422677265,3.58510816040101
"2014010-010","2","41",3.27467371820654,0.103860937694284,Inf,3.07427355586154,3.48140095042425
"W1406-001","2","41",3.14107883962007,0.10172030194835,Inf,2.94487424624112,3.34361050287173
"W1411-017","2","41",3.72874701664227,0.110828047343359,Inf,3.51469157030874,3.94912953284851
"W1425-006","2","41",3.70292850967391,0.110443684290712,Inf,3.48962640108056,3.92255768813998
"2014001-005","1","42",4.24850090900742,0.118300363713821,Inf,4.0197999917067,4.48352889618085
"2014005-019","1","42",3.26191212798397,0.103658364142952,Inf,3.0619090025038,3.46824232333685
"2014005-024","1","42",3.93075133978739,0.113790500507737,Inf,3.7108895919458,4.1569401575017
"2014006-046","1","42",3.68615943358651,0.111594119641113,Inf,3.47068345517638,3.90812436594245
"2014007-001","1","42",3.26395001729972,0.103690739522933,Inf,3.0638834372408,3.47034366723135
"2014008-016","1","42",3.81924597424759,0.112164916370304,Inf,3.60257031276921,4.04224870559869
"2014009-010","1","42",3.78330075780923,0.111635842891854,Inf,3.56766206129378,4.00526652419739
"2014009-012","1","42",3.36125244801579,0.105224964493811,Inf,3.15817884226977,3.57065312363452
"2014009-034","1","42",3.59746644976572,0.108859565937018,Inf,3.38726915609286,3.8139908133113
"2014009-041","1","42",3.53449138053455,0.107902544364691,Inf,3.32616981467588,3.74914001626594
"2014009-046","1","42",3.44236032830906,0.106486949506572,Inf,3.236813277389,3.65423444910184
"2014010-010","1","42",3.27930505270428,0.103934356427233,Inf,3.07876099228691,3.48617618299436
"W1406-001","1","42",3.20278064775451,0.10271451503045,Inf,3.00462743254169,3.40726093284004
"W1411-017","1","42",3.75360218819575,0.111196813962603,Inf,3.5388239725698,3.97470747369441
"W1425-006","1","42",3.59105060337518,0.108762450655981,Inf,3.3810436521555,3.80738462446757
"2014001-005","2","42",4.32201893266332,0.119319535658798,Inf,4.09132047505639,4.55904446014296
"2014005-019","2","42",3.32636987618602,0.104677536087965,Inf,3.12436921039957,3.53469761184518
"2014005-024","2","42",4.0014787198083,0.11480967245275,Inf,3.77961943166043,4.22966507782889
"2014006-046","2","42",3.75466092778318,0.112618961694651,Inf,3.53717587610198,3.9786340938976
"2014007-001","2","42",3.3284277989582,0.104709911467947,Inf,3.12636367859301,3.53681898919611
"2014008-016","2","42",3.88896746432927,0.113184088315317,Inf,3.6702942625446,4.11396773598665
"2014009-010","2","42",3.85269486422812,0.112655014836867,Inf,3.63505862740639,4.07665817092256
"2014009-012","2","42",3.42667958777096,0.106244136438825,Inf,3.22160844171866,3.63807780369598
"2014009-034","2","42",3.66514263276675,0.109878737882031,Inf,3.45294779878761,3.8836645366186
"2014009-041","2","42",3.60157537125893,0.108921716309704,Inf,3.39125626509397,3.81822154729659
"2014009-046","2","42",3.50856836767969,0.107506121451585,Inf,3.30102377645335,3.72244002877874
"2014010-010","2","42",3.34393358127731,0.104953528372246,Inf,3.14139198055366,3.55280225187367
"W1406-001","2","42",3.26665435462362,0.103733686975463,Inf,3.06650359910452,3.47313218001544
"W1411-017","2","42",3.82272462932657,0.112215985907616,Inf,3.60594887339435,4.04582745513151
"W1425-006","2","42",3.65866669272624,0.109781622600994,Inf,3.44666220120028,3.87699825412492
"2014001-005","1","43",4.01199638765355,0.114960458905051,Inf,3.78984156348981,4.24047828169001
"2014005-019","1","43",3.42078172287604,0.10615266546752,Inf,3.21588985663313,3.63200065899166
"2014005-024","1","43",3.79062776732104,0.111743891562804,Inf,3.57477729930195,4.01280530521284
"2014006-046","1","43",3.61801455332541,0.10917001672505,Inf,3.40720878728904,3.8351473892345
"2014007-001","1","43",3.34538835256733,0.10497635579594,Inf,3.14280201091538,3.55430176409199
"2014008-016","1","43",3.90276182681897,0.113384645442911,Inf,3.68369554028738,4.12815518322328
"2014009-010","1","43",3.71401748589551,0.110608930779193,Inf,3.50039150013616,3.93397054152757
"2014009-012","1","43",3.46420908724771,0.106824352825316,Inf,3.25800073797465,3.67674450639349
"2014009-034","1","43",3.71769660949847,0.110663702088053,Inf,3.50396327394637,3.93775701492328
"2014009-041","1","43",3.53117223998443,0.107851868356173,Inf,3.32294999727733,3.74572155256424
"2014009-046","1","43",3.38006584718061,0.105519032989949,Inf,3.17641587777317,3.59004288646076
"2014010-010","1","43",3.29353821029797,0.104159665198318,Inf,3.09255255280388,3.50085093766478
"W1406-001","1","43",3.08967454972013,0.100884533441213,Inf,2.89510803251458,3.29056813679839
"W1411-017","1","43",3.8367882046821,0.112422214357666,Inf,3.61960824841518,4.06029523082172
"W1425-006","1","43",3.74633883668634,0.11108917700511,Inf,3.53177158562049,3.96723315762491
"2014001-005","2","43",4.0834477224388,0.11597963085003,Inf,3.85929535796884,4.31392715678146
"2014005-019","2","43",3.48678291170969,0.107171837412534,Inf,3.2798935051605,3.69999938813159
"2014005-024","2","43",3.86008873282679,0.112763063507817,Inf,3.64224072450143,4.08426381102488
"2014006-046","2","43",3.68588283916327,0.110189188670064,Inf,3.47307953282061,3.90501321537864
"2014007-001","2","43",3.41066165655219,0.105995527740954,Inf,3.20607777459397,3.62157260838313
"2014008-016","2","43",3.97323806909986,0.114403817387924,Inf,3.75217424226199,4.20062896581045
"2014009-010","2","43",3.78277615269684,0.111628102724207,Inf,3.56715262663121,4.00472674863518
"2014009-012","2","43",3.53062590732429,0.107843524770329,Inf,3.32242001774494,3.74515886677634
"2014009-034","2","43",3.78648916806047,0.111682874033066,Inf,3.57075829220209,4.00854711379155
"2014009-041","2","43",3.59822487306576,0.108871040301186,Inf,3.38800509005238,3.81477172595185
"2014009-046","2","43",3.44567495262732,0.106538204934962,Inf,3.2400274429136,3.65764953221375
"2014010-010","2","43",3.35830615695515,0.105178837143332,Inf,3.15532295915477,3.56761642462824
"W1406-001","2","43",3.15241588821334,0.101903705386227,Inf,2.95585183070151,3.35530701559788
"W1411-017","2","43",3.90666890735137,0.113441386302679,Inf,3.68749141077818,4.13217347379727
"W1425-006","2","43",3.81539467349313,0.112108348950124,Inf,3.598829882121,4.03828653473798
"2014001-005","1","44",3.96437384571872,0.114276129691267,Inf,3.74356028216757,4.19151447914259
"2014005-019","1","44",3.23713923902759,0.103263992495909,Inf,3.03790906777215,3.44269648015574
"2014005-024","1","44",3.96541295109953,0.112984351739673,Inf,3.74705929847377,4.1899498189265
"2014006-046","1","44",3.69562341112247,0.110334689436824,Inf,3.48253492851724,3.91503896360041
"2014007-001","1","44",3.3731130835147,0.105410451293975,Inf,3.16967593032075,3.58287730658136
"2014008-016","1","44",3.90249822646676,0.112084478831795,Inf,3.68590829278379,4.12527137625632
"2014009-010","1","44",3.76216504627593,0.111323574881915,Inf,3.54713838381348,3.98351877861108
"2014009-012","1","44",3.38927937265595,0.105662749226032,Inf,3.18534772460179,3.59953809058281
"2014009-034","1","44",3.63740794149507,0.110853730091703,Inf,3.42338310072989,3.85792173779321
"2014009-041","1","44",3.69120625515905,0.110309453187528,Inf,3.47816957167893,3.91057468248265
"2014009-046","1","44",3.44050590257498,0.10645826297716,Inf,3.23501507621941,3.65232379880326
"2014010-010","1","44",3.24450016901502,0.103381331810793,Inf,3.04504001692844,3.45028739097432
"W1406-001","1","44",3.16072002999925,0.103334988454446,Inf,2.96143165317451,3.36649736460167
"W1411-017","1","44",3.70784012335174,0.110516907004535,Inf,3.49439450087644,3.92761281569975
"W1425-006","1","44",3.66347305938006,0.109853708636055,Inf,3.4513272818216,3.88194590681124
"2014001-005","2","44",4.03540172664796,0.115295301636245,Inf,3.81259062279059,4.26453990037804
"2014005-019","2","44",3.30135295527648,0.104283164440923,Inf,3.10012524371476,3.50890773671091
"2014005-024","2","44",4.03645009868549,0.11399880524571,Inf,3.81610852987078,4.26297563499515
"2014006-046","2","44",3.76421238101248,0.111353861381838,Inf,3.54912635810097,3.9856254737967
"2014007-001","2","44",3.43865500004571,0.106429623238988,Inf,3.23322030654549,3.65041676341865
"2014008-016","2","44",3.97297209930319,0.113098854370682,Inf,3.75439440097013,4.19773376348869
"2014009-010","2","44",3.83136592538513,0.112342746826928,Inf,3.6143417226164,4.05471719802657
"2014009-012","2","44",3.45497740780654,0.106681921171046,Inf,3.24904821944611,3.66723366603969
"2014009-034","2","44",3.70545703504905,0.111878599514725,Inf,3.4894230661718,3.92797911755108
"2014009-041","2","44",3.75975441116307,0.111342950787657,Inf,3.54469290301194,3.98114924996439
"2014009-046","2","44",3.50669619110106,0.107477434922173,Inf,3.2992078244392,3.72051162763562
"2014010-010","2","44",3.30878649327822,0.104400503755807,Inf,3.10732880088536,3.5165712555438
"W1406-001","2","44",3.22417501638436,0.104360318584452,Inf,3.02287660678442,3.43196153846572
"W1411-017","2","44",3.77654184705983,0.111536078949549,Inf,3.56109868427825,3.99831207971412
"W1425-006","2","44",3.73176440471941,0.110872880581068,Inf,3.51762108685467,3.95223479245687
"2014001-005","1","45",3.83569161132893,0.111127708619563,Inf,3.62097728867327,4.05658990183088
"2014005-019","1","45",3.15552913662542,0.104639072952025,Inf,2.95377268111354,3.36395030983679
"2014005-024","1","45",3.69014978009004,0.111654537483115,Inf,3.4745553867841,3.91223313113887
"2014006-046","1","45",3.6876253462511,0.110215231651254,Inf,3.47477099660326,3.90680676577166
"2014007-001","1","45",3.33223361078722,0.104769758397669,Inf,3.13005219259518,3.54074209885197
"2014008-016","1","45",3.84025347544977,0.112472971067347,Inf,3.62297403785991,4.06385998291235
"2014009-010","1","45",3.8116650429509,0.112053541389041,Inf,3.59520767242457,4.03444948334994
"2014009-012","1","45",3.29301927952431,0.102966885083708,Inf,3.09429987594303,3.49792264867172
"2014009-034","1","45",3.47572875092337,0.107001818916344,Inf,3.26917257450342,3.68861199721604
"2014009-041","1","45",3.68253873467969,0.110139191451909,Inf,3.46983342108394,3.90157111814815
"2014009-046","1","45",3.30979341780022,0.104416388043146,Inf,3.10830459277625,3.5176093126969
"2014010-010","1","45",3.21744336047481,0.102949366208223,Inf,3.01882984541183,3.42238394541051
"W1406-001","1","45",3.13424089946513,0.101609522128415,Inf,2.93825343054346,3.3365554382595
"W1411-017","1","45",3.79061178941449,0.111743656056253,Inf,3.57476178297976,4.01278886572193
"W1425-006","1","45",3.6884358836168,0.110227343599569,Inf,3.47555779498648,3.90764104211983
