"genotype","rep","image","openness","SE","df","asymp.LCL","asymp.UCL"
"2014009-041","2","18",3.99746973072514,0.114752145461209,Inf,3.77572319340883,4.22554333791417
"2014009-046","2","18",3.59003893418671,0.108747129322065,Inf,3.3800620122297,3.80634292601644
"2014010-010","2","18",3.28157875927389,0.103970381633327,Inf,3.08096409075004,3.48852049767045
"W1406-001","2","18",3.1939483850802,0.103876743872216,Inf,2.9935981871482,3.40078754078987
"W1411-017","2","18",3.91992678497983,0.113633713603401,Inf,3.70037233382398,4.14580830600839
"W1425-006","2","18",3.59684624034711,0.110226767813296,Inf,3.38404980220378,3.81613079229642
"2014001-005","1","19",4.05253493029913,0.115539798433426,Inf,3.82924462152496,4.28215230894603
"2014005-019","1","19",3.31704611822317,0.104530728467856,Inf,3.11533319008479,3.52508611623426
"2014005-024","1","19",3.93494152705519,0.113851134781515,Inf,3.71496093822076,4.16124918576233
"2014006-046","1","19",3.72077641397215,0.109450355662266,Inf,3.50934964088232,3.9383871512686
"2014007-001","1","19",3.28813815536646,0.104074240554471,Inf,3.0873199270977,3.49528345350794
"2014008-016","1","19",3.8704589760875,0.112914432574657,Inf,3.65231428984275,4.09493073220496
"2014009-010","1","19",3.66494392336904,0.109875759248462,Inf,3.45275492740442,3.88345998920637
"2014009-012","1","19",3.36471154324325,0.105279094551235,Inf,3.1615318445342,3.57421831182502
"2014009-034","1","19",3.46306665823098,0.106806737072269,Inf,3.25689283519945,3.67556755113522
"2014009-041","1","19",3.67529935511519,0.110030878719759,Inf,3.46280633057353,3.89411944952957
"2014009-046","1","19",3.53030696170724,0.107838653538245,Inf,3.32211061956735,3.74483037371985
"2014010-010","1","19",3.19305896163329,0.102558507284271,Inf,2.99521151598429,3.39723347715501
"W1406-001","1","19",3.12609467700171,0.101477389286661,Inf,2.93036618369106,3.32815024018507
"W1411-017","1","19",3.67617081713204,0.110043922833833,Inf,3.46365222659658,3.89501647754021
"W1425-006","1","19",3.60860007415248,0.107787848855298,Inf,3.40043175506159,3.82295235851645
"2014001-005","2","19",4.12434475271327,0.116558970378404,Inf,3.89905690363289,4.35595967166637
"2014005-019","2","19",3.38204367391814,0.10554990041287,Inf,3.17833320547348,3.59208121223551
"2014005-024","2","19",4.00570642676183,0.114870306726528,Inf,3.78372829762112,4.23401162577525
"2014006-046","2","19",3.78959733052739,0.110451262492684,Inf,3.57620844250164,4.00916943556692
"2014007-001","2","19",3.35285324238517,0.105093412499484,Inf,3.15003747381013,3.56199608083293
"2014008-016","2","19",3.94064425687179,0.113933604519671,Inf,3.72050203032076,4.16711355329553
"2014009-010","2","19",3.73324891333536,0.110894931193475,Inf,3.51906237706446,3.95376251947898
"2014009-012","2","19",3.43017217796121,0.106298266496248,Inf,3.22499493894587,3.64167648684925
"2014009-034","2","19",3.52947257791282,0.107825909017283,Inf,3.32130121457501,3.74397101112335
"2014009-041","2","19",3.74370033095636,0.111050050664772,Inf,3.52920976610841,3.96451796567702
"2014009-046","2","19",3.59735141763422,0.108857825483258,Inf,3.38715753518804,3.81387236995311
"2014010-010","2","19",3.25683613297483,0.103577679229285,Inf,3.05699114701954,3.46300818880283
"W1406-001","2","19",3.18920286684184,0.102496561231674,Inf,2.99147683322491,3.39325597033148
"W1411-017","2","19",3.74457986449827,0.111063094778846,Inf,3.53006373365653,3.96542306521273
"W1425-006","2","19",3.67638041255503,0.10878884166184,Inf,3.46624980919097,3.89269423234504
"2014001-005","1","2",4.0063353431638,0.114879323985577,Inf,3.78433954052012,4.2346582156802
"2014005-019","1","2",3.26437514878134,0.103697492194104,Inf,3.06429533373012,3.47078203370526
"2014005-024","1","2",3.78711214611053,0.111692061054931,Inf,3.57136326402017,4.0091880980736
"2014006-046","1","2",3.58653829338385,0.110068714265634,Inf,3.37405163481519,3.80551306638573
"2014007-001","1","2",3.21862233259042,0.102968226418282,Inf,3.01997185219498,3.42359988285858
"2014008-016","1","2",3.92227250897672,0.113667708302581,Inf,3.70265142943481,4.14822065839134
"2014009-010","1","2",3.58281932493607,0.108637728433968,Inf,3.37305682477961,3.79890889496525
"2014009-012","1","2",3.30739939481901,0.104378618246048,Inf,3.10598459723705,3.51514126227367
"2014009-034","1","2",3.59222825411746,0.108780282997489,Inf,3.38218635215066,3.80859722595696
"2014009-041","1","2",3.63730655182725,0.110844996128798,Inf,3.42329840850734,3.85780280906519
"2014009-046","1","2",3.3735844906581,0.105417816819897,Inf,3.17013290129862,3.5833631498903
"2014010-010","1","2",3.26811888963349,0.103756937766012,Inf,3.0679225634023,3.47464228573739
"W1406-001","1","2",3.31166012040818,0.10444582898468,Inf,3.11011359219914,3.51953371848994
"W1411-017","1","2",3.75418714669029,0.111205478038291,Inf,3.53939194978803,3.97530941346526
"W1425-006","1","2",3.69989596243408,0.110398450593952,Inf,3.48668251025727,3.91943648448361
"2014001-005","2","2",4.07773647273522,0.115898495930555,Inf,3.85374312978533,4.30805688555783
"2014005-019","2","2",3.32885710890333,0.104716664139118,Inf,3.12677975354583,3.53726153413353
"2014005-024","2","2",3.85654103958432,0.112711232999944,Inf,3.63879461718768,4.08061453185367
"2014006-046","2","2",3.65411208628715,0.111107962897785,Inf,3.43958895758479,3.87512416893533
"2014007-001","2","2",3.28265303270683,0.103987398363296,Inf,3.08200501200511,3.48962812328127
"2014008-016","2","2",3.99292390680702,0.114686880247595,Inf,3.77130528695883,4.22086959652792
"2014009-010","2","2",3.65035823782765,0.109656900378982,Inf,3.4385981973649,3.8684453481631
"2014009-012","2","2",3.37230282672288,0.105397790191062,Inf,3.16889048883464,3.58204223448382
"2014009-034","2","2",3.65985537788532,0.109799454942503,Inf,3.44781593561224,3.87822189003111
"2014009-041","2","2",3.70535470136392,0.111884308103,Inf,3.4893099645255,3.92788839315962
"2014009-046","2","2",3.43913096487903,0.10643698876491,Inf,3.23368183521327,3.6509071644175
"2014010-010","2","2",3.33263763388823,0.104776109711026,Inf,3.13044376735076,3.54115857029842
"W1406-001","2","2",3.37660514142715,0.105465000929694,Inf,3.17306107291183,3.58647627981519
"W1411-017","2","2",3.82331494903642,0.112224649983305,Inf,3.60652221182789,4.04643475611767
"W1425-006","2","2",3.76852438688383,0.111417622538966,Inf,3.55331339440074,3.99006244923964
"2014001-005","1","20",4.07976952772353,0.115927384341436,Inf,3.85571956452874,4.31014656079103
"2014005-019","1","20",3.233933164259,0.103212843306646,Inf,3.03480324357235,3.43939015481835
"2014005-024","1","20",3.94382678795634,0.11397960258927,Inf,3.72359440684554,4.17038623893985
"2014006-046","1","20",3.67633546371147,0.108794754680699,Inf,3.46619364493373,3.89266124669581
"2014007-001","1","20",3.31738999234944,0.102228507843467,Inf,3.12005120506292,3.52077959219585
"2014008-016","1","20",3.78746361257774,0.111697243777523,Inf,3.57170457253776,4.00954972249044
"2014009-010","1","20",3.72528681555338,0.110776612325539,Inf,3.51133218000233,3.94556852097715
"2014009-012","1","20",3.3976301094411,0.105792838674646,Inf,3.1934434907529,3.60814379800202
"2014009-034","1","20",3.60025202995573,0.10890170369937,Inf,3.38997214778627,3.81685898199791
"2014009-041","1","20",3.61907205512217,0.109185970095662,Inf,3.40823502105396,3.83623615906309
"2014009-046","1","20",3.50007920938665,0.107375984441537,Inf,3.29278968201306,3.71369580663295
"2014010-010","1","20",3.2933057119751,0.104155988700078,Inf,3.09232726028514,3.50061123353777
"W1406-001","1","20",3.15516203823414,0.100788583347148,Inf,2.96071202858346,3.3557960154099
"W1411-017","1","20",3.7499174382857,0.111142221995571,Inf,3.53524622094898,3.97091572549513
"W1425-006","1","20",3.57982014245127,0.108592248525787,Inf,3.37014678127686,3.79582057349839
"2014001-005","2","20",4.15181918316536,0.116946556286414,Inf,3.92577167966436,4.38419375653908
"2014005-019","2","20",3.29811523006686,0.104232015251659,Inf,3.09698776907393,3.50556976093249
"2014005-024","2","20",4.01467118184133,0.114998774534284,Inf,3.79244126042425,4.24322817313112
"2014006-046","2","20",3.74474603593515,0.109795701119621,Inf,3.53264202459026,3.96303326429383
"2014007-001","2","20",3.38239090072151,0.10322518153529,Inf,3.18309866889468,3.58773394510824
"2014008-016","2","20",3.85689571305165,0.112716415722537,Inf,3.63913913270539,4.08097936327062
"2014009-010","2","20",3.79414924147525,0.111795784270552,Inf,3.57819706561791,4.0164284872053
"2014009-012","2","20",3.46340864221993,0.10681201061966,Inf,3.25722448322545,3.67591987108713
"2014009-034","2","20",3.66795428724614,0.109920875644384,Inf,3.4556768647704,3.88655877959459
"2014009-041","2","20",3.68695021269451,0.110205142040676,Inf,3.47411563832003,3.90611185694172
"2014009-046","2","20",3.56683737180296,0.10839515638655,Inf,3.35755030412309,3.78245150935554
"2014010-010","2","20",3.35807138366385,0.105175160645092,Inf,3.15509539166761,3.5673744455328
"W1406-001","2","20",3.21856148598819,0.101789971385987,Inf,3.02214841567659,3.42115777148439
"W1411-017","2","20",3.8190060986302,0.112161393940585,Inf,3.6023373409872,4.04200192614591
"W1425-006","2","20",3.64733091297788,0.1096114204708,Inf,3.43566001149719,3.86532888433128
"2014001-005","1","21",4.12859176849427,0.116618967837914,Inf,3.90318632655408,4.36032428030717
"2014005-019","1","21",3.36327303409743,0.104059504653617,Inf,3.1624121391195,3.57031790185983
"2014005-024","1","21",3.98896028001423,0.114629943417827,Inf,3.76745325430178,4.21679437559939
"2014006-046","1","21",3.66503414536991,0.108627404538804,Inf,3.4552203268431,3.88103192810333
"2014007-001","1","21",3.34793749697568,0.105016343520033,Inf,3.14527278082469,3.55692928299939
"2014008-016","1","21",3.84002322979345,0.11246959931059,Inf,3.6227504007254,4.06362312873422
"2014009-010","1","21",3.76072205661764,0.111302223589291,Inf,3.54573724191976,3.98203394118823
"2014009-012","1","21",3.35805856394468,0.105174959887401,Inf,3.15508296542628,3.56736123233578
"2014009-034","1","21",3.51000916873826,0.108888058863976,Inf,3.29983655183078,3.72666989927052
"2014009-041","1","21",3.55158669255884,0.105808059367931,Inf,3.34723397770179,3.76199394897223
"2014009-046","1","21",3.42869322974124,0.107619361827621,Inf,3.22100721284167,3.64286735928431
"2014010-010","1","21",3.34616056712865,0.104988470920483,Inf,3.14355048026892,3.55509772386108
"W1406-001","1","21",2.96356083750476,0.0988041407458353,Inf,2.77307181505586,3.16037692982638
"W1411-017","1","21",3.61957901787003,0.109193617260492,Inf,3.40872699563417,3.8367581099786
"W1425-006","1","21",3.67630364823436,0.108794293298972,Inf,3.46616273428142,3.89262852746037
"2014001-005","2","21",4.20106936664619,0.117638139782892,Inf,3.97366638439979,4.4347994187653
"2014005-019","2","21",3.42871974159743,0.105060624840217,Inf,3.22589630686016,3.63772638862036
"2014005-024","2","21",4.0602070961925,0.11564911536284,Inf,3.83670253017377,4.29003873208394
"2014006-046","2","21",3.73333997220114,0.10962836108828,Inf,3.52156394129085,3.95129922012521
"2014007-001","2","21",3.41323554483472,0.106035515465046,Inf,3.20857328837745,3.62422487116471
"2014008-016","2","21",3.90993325364415,0.113488771255603,Inf,3.69066288426982,4.1355306928912
"2014009-010","2","21",3.82990972382969,0.112321395534305,Inf,3.61292736882553,4.05321914870656
"2014009-012","2","21",3.42345476151154,0.106194131832415,Inf,3.21848162268686,3.63475497020892
"2014009-034","2","21",3.57686151579172,0.109927251342637,Inf,3.36465254000715,3.79555944710925
"2014009-041","2","21",3.61883195886505,0.106817555992109,Inf,3.41250137652035,3.83121850184259
"2014009-046","2","21",3.49477033309949,0.108658496263627,Inf,3.28504807253824,3.71098155112022
"2014010-010","2","21",3.41144136779215,0.106007642865497,Inf,3.20683374062615,3.62237606483087
"W1406-001","2","21",3.02501485654538,0.0998233126908488,Inf,2.8325282937902,3.22382848917328
"W1411-017","2","21",3.68746190740671,0.110212789205506,Inf,3.47461234486457,3.90663853982156
"W1425-006","2","21",3.74471392580491,0.109795225165984,Inf,3.53261084701809,3.96300022101768
"2014001-005","1","22",3.98109870928781,0.114516929524955,Inf,3.75981318673515,4.20871130171319
"2014005-019","1","22",3.38127110627384,0.104331147031154,Inf,3.17987742176986,3.58884800306349
"2014005-024","1","22",3.93391877795061,0.115275970475095,Inf,3.71122608378609,4.16309958461427
"2014006-046","1","22",3.69638236961944,0.109090978065019,Inf,3.48565996367706,3.91328873976843
"2014007-001","1","22",3.32711822673806,0.106013270944508,Inf,3.12258009042841,3.53814447629745
"2014008-016","1","22",3.98997851821146,0.116101971665008,Inf,3.76566731313709,4.2207786791321
"2014009-010","1","22",3.79717988818679,0.111840424830665,Inf,3.58114021843938,4.01954662780691
"2014009-012","1","22",3.29911001831764,0.104247733466359,Inf,3.09795175019,3.50659535631799
"2014009-034","1","22",3.51881596704495,0.107663005441086,Inf,3.31096388884944,3.73299511511318
"2014009-041","1","22",3.62555007695333,0.109283646082079,Inf,3.41452160146958,3.84290562230978
"2014009-046","1","22",3.41283021750127,0.107377110258667,Inf,3.20561942736004,3.62652996510199
"2014010-010","1","22",3.40894288023929,0.105968816565988,Inf,3.20441135122198,3.61980147912931
"W1406-001","1","22",3.11728769248272,0.10133434497296,Inf,2.92183956087512,3.31906289396304
"W1411-017","1","22",3.71361139624439,0.110602883638845,Inf,3.49999726266234,3.93355259969916
"W1425-006","1","22",3.60214867228612,0.108930385078312,Inf,3.3918125756469,3.81881183879804
"2014001-005","2","22",4.0522755939656,0.115536101469933,Inf,3.82899253110673,4.2818857266972
"2014005-019","2","22",3.44689185186486,0.105345143801139,Inf,3.24351115046067,3.65645652605352
"2014005-024","2","22",4.00467452162261,0.116315607200317,Inf,3.77994459954153,4.23589340144659
"2014006-046","2","22",3.76497834972085,0.110091906607438,Inf,3.55229378628782,3.98384613016767
"2014007-001","2","22",3.39221391080051,0.107052286048719,Inf,3.18563976381698,3.60527701405332
"2014008-016","2","22",4.06123438694229,0.117126496367847,Inf,3.83491472915855,4.29404215819124
"2014009-010","2","22",3.86670058720046,0.112859596775679,Inf,3.64866337714677,4.09106486712686
"2014009-012","2","22",3.36393246045294,0.105266905411372,Inf,3.16077665201902,3.57341533875957
"2014009-034","2","22",3.58575173425523,0.108682177386099,Inf,3.37590211575344,3.80192842262973
"2014009-041","2","22",3.6934886751327,0.110302818027093,Inf,3.48046265934268,3.91284176079543
"2014009-046","2","22",3.47875501950099,0.10840218108947,Inf,3.26953470504179,3.6944634466037
"2014010-010","2","22",3.47483030580709,0.106987988511002,Inf,3.26830123648349,3.68768644500339
"W1406-001","2","22",3.18030736839564,0.102353516917973,Inf,2.98286169648176,3.38408011018224
"W1411-017","2","22",3.78236632115534,0.111622055583859,Inf,3.56675464726701,4.00430506491639
"W1425-006","2","22",3.66986867723403,0.109949557023326,Inf,3.45753504028854,3.88852938405224
"2014001-005","1","23",3.86909991846069,0.112894606670971,Inf,3.65099409027313,4.09353281652097
"2014005-019","1","23",3.18885303993874,0.103793901446765,Inf,2.98866521321354,3.39552983051466
"2014005-024","1","23",4.0098898915219,0.11638374191633,Inf,3.78502600522946,4.24124189031348
"2014006-046","1","23",3.71032608642426,0.109296544173092,Inf,3.49920077831362,3.92763535874152
"2014007-001","1","23",3.29607237867306,0.104199729614977,Inf,3.09500819636525,3.50346363085358
"2014008-016","1","23",4.09643693948949,0.117633024057929,Inf,3.86912450567602,4.33023748676817
"2014009-010","1","23",3.7363754774209,0.110941358253897,Inf,3.52209794578366,3.95698007893085
"2014009-012","1","23",3.2675017284305,0.103747140420489,Inf,3.06732460464367,3.47400592209003
"2014009-034","1","23",3.47263239264569,0.105731289978183,Inf,3.26849448037756,3.68295352116996
"2014009-041","1","23",3.66032106960533,0.108557544680938,Inf,3.45064417432188,3.87618192997135
"2014009-046","1","23",3.4970873694434,0.108694510642904,Inf,3.28729452199584,3.71336917435043
"2014010-010","1","23",3.18767552599819,0.102472014983234,Inf,2.98999760214416,3.39168051972493
"W1406-001","1","23",3.14351229296289,0.101759696643318,Inf,2.94723048740063,3.34612116839788
"W1411-017","1","23",3.67112520579411,0.109968378260135,Inf,3.45875467990232,3.8898228015586
"W1425-006","1","23",3.55693531983842,0.109620626021998,Inf,3.3453273184612,3.77503227639291
"2014001-005","2","23",3.93927293123826,0.11391377861595,Inf,3.71916956274449,4.16570336960475
"2014005-019","2","23",3.25258840129289,0.104819128130857,Inf,3.05039073995958,3.46127417201432
"2014005-024","2","23",4.08132254889703,0.117423450797082,Inf,3.85442129326578,4.31471276227117
"2014006-046","2","23",3.77905073150571,0.110297460296117,Inf,3.56596329024598,3.99832138977923
"2014007-001","2","23",3.36086511666076,0.10521890155999,Inf,3.15780339404667,3.57025390914756
"2014008-016","2","23",4.16863297660263,0.118672788210343,Inf,3.93928306368854,4.40447184536298
"2014009-010","2","23",3.80533984594177,0.111960530198911,Inf,3.58906477399825,4.027941987758
"2014009-012","2","23",3.33201441021756,0.104766312365502,Inf,3.12983974612446,3.54051614418337
"2014009-034","2","23",3.53912952759542,0.106745276730224,Inf,3.33300461247498,3.75143840829698
"2014009-041","2","23",3.72858316594741,0.109558493485414,Inf,3.516944072781,3.94640547564476
"2014009-046","2","23",3.5638171283835,0.109719495712849,Inf,3.35201492470617,3.78210744470433
"2014010-010","2","23",3.25139917704912,0.103491186928248,Inf,3.05172371288881,3.45740171108215
"W1406-001","2","23",3.20679517085718,0.102778868588332,Inf,3.00851582498863,3.41140158659844
"W1411-017","2","23",3.73948750717845,0.110987550205149,Inf,3.52511944098038,3.96018264324923
"W1425-006","2","23",3.62423096484334,0.110645579991098,Inf,3.41061366991522,3.84433637357742
"2014001-005","1","24",3.83655610398187,0.112418813900375,Inf,3.61938281248878,4.06005646534767
"2014005-019","1","24",3.30277095958997,0.104305558002536,Inf,3.101499357454,3.51036963159865
"2014005-024","1","24",3.94443016360232,0.11542987576789,Inf,3.7214358206069,4.17391261909689
"2014006-046","1","24",3.70264388163211,0.110439439545829,Inf,3.48935009258585,3.92226474055108
"2014007-001","1","24",3.33527951586277,0.104817631068823,Inf,3.13300426895943,3.54388183263883
"2014008-016","1","24",3.84841344525262,0.112592401859631,Inf,3.63089992761124,4.07225403276672
"2014009-010","1","24",3.74703346065416,0.111099475276533,Inf,3.53244602534721,3.96794796583382
"2014009-012","1","24",3.24242178468771,0.103348214142475,Inf,3.04302654203828,3.44814409720985
"2014009-034","1","24",3.57660835355085,0.108543523501985,Inf,3.36703049166824,3.79251328530617
"2014009-041","1","24",3.88731621202776,0.113160056829947,Inf,3.66869011108891,4.11226938283931
"2014009-046","1","24",3.44061997337402,0.105249211363201,Inf,3.23742729332566,3.6499966206719
"2014010-010","1","24",3.30735483911669,0.104377915174277,Inf,3.10594141953008,3.515095328576
"W1406-001","1","24",3.23582218073042,0.103242983431339,Inf,3.03663318648489,3.44133824484866
"W1411-017","1","24",3.71403517846445,0.110609194234307,Inf,3.50040867634257,3.93398875045905
"W1425-006","1","24",3.55843970312672,0.108267479831228,Inf,3.34940287689695,3.7738035992292
"2014001-005","2","24",3.90643470249316,0.113437985845354,Inf,3.68726387069386,4.13193260416518
"2014005-019","2","24",3.36762918278257,0.10532472994755,Inf,3.16436004034033,3.57722539509754
"2014005-024","2","24",4.0152799524878,0.11646952251785,Inf,3.79024836192769,4.24680050079081
"2014006-046","2","24",3.77129766950253,0.111458611490843,Inf,3.55600634014999,3.99291606872778
"2014007-001","2","24",3.40045460308823,0.105836803013837,Inf,3.19618181587861,3.61105446017057
"2014008-016","2","24",3.91839945769459,0.113611573804645,Inf,3.69888839974693,4.14423758551496
"2014009-010","2","24",3.81609566989494,0.112118647221547,Inf,3.59951069428172,4.03900771538088
"2014009-012","2","24",3.30668761617628,0.104367386087489,Inf,3.10529483322057,3.5144074690047
"2014009-034","2","24",3.64408897367792,0.109562695446999,Inf,3.43251357148903,3.86199144573952
"2014009-041","2","24",3.95765348184881,0.114179228774961,Inf,3.73702984060369,4.18460419296665
"2014009-046","2","24",3.50681135394116,0.106250331704208,Inf,3.30165613812373,3.71814978509509
"2014010-010","2","24",3.37225783596905,0.105397087119291,Inf,3.16884687607617,3.58199586573465
"W1406-001","2","24",3.30002289684834,0.104262155376352,Inf,3.09883636229653,3.50753650127286
"W1411-017","2","24",3.78279400828831,0.111628366179321,Inf,3.56716996586015,4.00474512058919
"W1425-006","2","24",3.62574951108553,0.109286651776241,Inf,3.41471514454948,3.84311094749429
"2014001-005","1","25",3.91822331299258,0.113609020172548,Inf,3.69871726007186,4.14405643578601
"2014005-019","1","25",3.29400828833611,0.104167098150505,Inf,3.09300806252343,3.50133558402151
"2014005-024","1","25",3.97252643225682,0.114393571636749,Inf,3.75148268672224,4.1998972476641
"2014006-046","1","25",3.66242749550658,0.109838031263287,Inf,3.4503124450341,3.88086961585176
"2014007-001","1","25",3.37684371127237,0.105468726613255,Inf,3.17329234055144,3.58672215186601
"2014008-016","1","25",3.9862772808973,0.114591386532308,Inf,3.76484582529182,4.21403580637548
"2014009-010","1","25",3.82727148203037,0.110998923491485,Inf,3.61280919789659,4.04791698262864
"2014009-012","1","25",3.31987738331052,0.104575330059985,Inf,3.11807703765792,3.52800479883584
"2014009-034","1","25",3.57989336100995,0.107358264831209,Inf,3.37256701128862,3.79340367631239
"2014009-041","1","25",3.60193498977117,0.110304714570361,Inf,3.3889857788473,3.82137231461306
"2014009-046","1","25",3.2370053635174,0.103261857174939,Inf,3.03777937741416,3.44255841949336
"2014010-010","1","25",3.20645413703918,0.102773403318485,Inf,3.0081855029027,3.41104984104838
"W1406-001","1","25",3.10642672328319,0.101157661005192,Inf,2.91132488588906,3.30785563055003
"W1411-017","1","25",3.74522673194969,0.111072687310085,Inf,3.53069180009221,3.9660887336799
"W1425-006","1","25",3.64795900694325,0.109620857962173,Inf,3.43626960831937,3.86597547543985
"2014001-005","2","25",3.98883839538509,0.114628192117527,Inf,3.76733480215816,4.21666905848474
"2014005-019","2","25",3.35878083440568,0.105186270095519,Inf,3.15578306828672,3.56810567039736
"2014005-024","2","25",4.04362698470686,0.115412743581763,Inf,3.820585698866,4.27299534042042
"2014006-046","2","25",3.73070913989525,0.110857203208301,Inf,3.51659654911649,3.95114880054671
"2014007-001","2","25",3.44242168779931,0.106487898558269,Inf,3.2368727767721,3.65429766869922
"2014008-016","2","25",4.05750023858536,0.115610558477322,Inf,3.83407124267361,4.28725630436983
"2014009-010","2","25",3.89706585657765,0.112013224124284,Inf,3.68061595410339,4.11969972425501
"2014009-012","2","25",3.38490253788012,0.105594502004999,Inf,3.18110465192124,3.59502749371172
"2014009-034","2","25",3.64740481871194,0.108359279487284,Inf,3.43811614165422,3.86287671202579
"2014009-041","2","25",3.66965299543804,0.111343991527971,Inf,3.45466725962692,3.89112768620643
"2014009-046","2","25",3.30121775845795,0.104281029119952,Inf,3.09999423204843,3.50876835474018
"2014010-010","2","25",3.27036428320117,0.103792575263498,Inf,3.07009810875841,3.47695752751665
"W1406-001","2","25",3.1693370694964,0.102176832950205,Inf,2.97223769179599,3.37276351706952
"W1411-017","2","25",3.81427236515155,0.112091859255099,Inf,3.59773989298778,4.03713190718803
"W1425-006","2","25",3.71610626736887,0.110640029907186,Inf,3.50241932843871,3.93612027617175
"2014001-005","1","26",3.93898949869632,0.113909680467268,Inf,3.71889416242637,4.16541190483899
"2014005-019","1","26",3.15656122211043,0.101970683558097,Inf,2.95986588979398,3.35958362429958
"2014005-024","1","26",4.00795324962058,0.114902517905047,Inf,3.78591198773007,4.2363215813838
"2014006-046","1","26",3.7312610107903,0.110865402266354,Inf,3.51713235015306,3.95171674130026
"2014007-001","1","26",3.36119180529526,0.105224015270718,Inf,3.15812005999231,3.57059062047091
"2014008-016","1","26",4.0506339927585,0.115512696914658,Inf,3.82739680198504,4.28019825340468
"2014009-010","1","26",3.74074414225823,0.11100619702956,Inf,3.52633952895589,3.96147582543328
"2014009-012","1","26",3.30871692524575,0.105719703658846,Inf,3.10475417043497,3.51916779369014
"2014009-034","1","26",3.64974003192695,0.109647614521422,Inf,3.43799819141059,3.86780894231603
"2014009-041","1","26",3.75409211209116,0.111204070485273,Inf,3.53929967394212,3.9752116201129
"2014009-046","1","26",3.53645690536408,0.109297513657101,Inf,3.32548177131814,3.75392015205352
"2014010-010","1","26",3.34000346212512,0.1048918343927,Inf,3.13758277937944,3.54875121474351
"W1406-001","1","26",3.1918890174592,0.102539716725985,Inf,2.99407840062768,3.39602670416342
"W1411-017","1","26",3.71086807023416,0.110562023706083,Inf,3.49733402064873,3.9307291896923
"W1425-006","1","26",3.64694517096015,0.109605624061111,Inf,3.43528563023369,3.86493178155932
"2014001-005","2","26",4.00979062569805,0.114928852412247,Inf,3.78769774912188,4.23821057214692
"2014005-019","2","26",3.21997465591382,0.10298985550311,Inf,3.0212817832911,3.42499459840926
"2014005-024","2","26",4.07936873128228,0.115921689850061,Inf,3.8553299290855,4.30973460335178
"2014006-046","2","26",3.80017837875184,0.111884574211367,Inf,3.58405217780832,4.02263164956808
"2014007-001","2","26",3.42661835768375,0.106243187215731,Inf,3.22154907207453,3.63801471316569
"2014008-016","2","26",4.12242704511173,0.116531868859671,Inf,3.89719231403199,4.35398884606419
"2014009-010","2","26",3.80974863215492,0.112025368974573,Inf,3.5933464785463,4.03247785563625
"2014009-012","2","26",3.37363322047708,0.106758690364455,Inf,3.16763451008391,3.5861208863859
"2014009-034","2","26",3.71790384895714,0.110666786466436,Inf,3.5041644681345,3.9379702996525
"2014009-041","2","26",3.82321904346212,0.112223242430286,Inf,3.60642906500681,4.04633609179014
"2014009-046","2","26",3.60355945848063,0.110336757345474,Inf,3.39054786664231,3.82306000777843
"2014010-010","2","26",3.40522446538484,0.105911006337714,Inf,3.20080624233288,3.61596975830951
"W1406-001","2","26",3.25565456145208,0.103558888670998,Inf,3.05584640431429,3.46178978846259
"W1411-017","2","26",3.77959771155976,0.111581195651097,Inf,3.56406612166805,4.00145637132418
"W1425-006","2","26",3.71508300484951,0.110624796006125,Inf,3.50142592381677,3.93506715575496
"2014001-005","1","27",4.37724151707431,0.120079391091496,Inf,4.14505377018584,4.6157563338355
"2014005-019","1","27",3.27733973155467,0.105217195075085,Inf,3.07436187334724,3.48680569915022
"2014005-024","1","27",3.73935388477081,0.110985567238749,Inf,3.52498970511547,3.96004513429886
"2014006-046","1","27",3.77390241274442,0.111497095718071,Inf,3.55853565569254,3.99559623966901
"2014007-001","1","27",3.34879313943516,0.105029762334161,Inf,3.14610212289176,3.55781122585127
"2014008-016","1","27",3.93473677611644,0.11384817267524,Inf,3.71476199290363,4.16103862920196
"2014009-010","1","27",3.79547658359753,0.111815337834225,Inf,3.57948608345962,4.01779415360814
"2014009-012","1","27",3.35217258938188,0.105082744603751,Inf,3.14937772949826,3.56129451913821
"2014009-034","1","27",3.4894435976056,0.107212719828533,Inf,3.28247406299345,3.70274020209047
"2014009-041","1","27",3.53429633707059,0.10667235951236,Inf,3.32831433682174,3.74646230240201
"2014009-046","1","27",3.41747577879947,0.107450166531608,Inf,3.21012180099442,3.63131871406399
"2014010-010","1","27",3.35850553175905,0.10518195920812,Inf,3.15551621482413,3.56782191856668
"W1406-001","1","27",3.12287660101531,0.100271593963742,Inf,2.92943987193649,3.32249729761921
"W1411-017","1","27",3.74099663382475,0.112421142458208,Inf,3.52389972171844,3.9645825023563
"W1425-006","1","27",3.61423064695671,0.111986512029778,Inf,3.39807347547383,3.83705253613908
"2014001-005","2","27",4.45186037931471,0.121098563036473,Inf,4.21767509212003,4.6923727363821
"2014005-019","2","27",3.34194898545817,0.106256251849297,Inf,3.13693504062669,3.55345189414037
"2014005-024","2","27",3.80834560922611,0.112004739183762,Inf,3.59198388926449,4.03103439906044
"2014006-046","2","27",3.84321066424938,0.112516267663085,Inf,3.62584636689122,4.06690203148025
"2014007-001","2","27",3.41409949067869,0.106048934279174,Inf,3.20941093382901,3.62511511740108
"2014008-016","2","27",4.00549984291094,0.114867344620253,Inf,3.78352751939185,4.23379923630274
