"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"rep",0.0201880379580359,0.0201880379580359,1,14.0002214246119,2.47139892644318,0.138255209523331
"genotype",1.52696314077537,0.109068795769669,14,14.0003473449896,13.3520902493803,9.38746747168288e-06
"image",0.396227811760177,0.00792455623520353,50,749.456870932506,0.970116056494973,0.534146031212408
"genotype:image",5.84216019496622,0.00834594313566603,700,750.017466265183,1.021701809186,0.386037387814169
