"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"rep",0.221021360630695,0.221021360630695,1,14.0007785522014,2.09778425694107,0.169536447323975
"genotype",25.95045809486,1.85360414963286,14,14.0012879059209,17.5931484296564,1.67221812122067e-06
"image",4.15808402387739,0.0831616804775478,50,750.011782645502,0.789314044528304,0.851973753187234
"genotype:image",73.1584781549072,0.104512111649867,700,750.484427705576,0.99195779925133,0.54290554496563
