"genotype","rep","image","width","SE","df","asymp.LCL","asymp.UCL"
"2014008-016","2","18",2.38608164122954,0.125013817105307,Inf,2.1473492978936,2.63739445608616
"2014009-010","2","18",1.93347216529557,0.111766703476118,Inf,1.72061818555624,2.15873561252416
"2014009-012","2","18",2.50329944978895,0.127174453948493,Inf,2.26024683404099,2.75876153302617
"2014009-034","2","18",2.33986358556288,0.122952892182446,Inf,2.10508507883488,2.58705155978014
"2014009-041","2","18",2.476223889802,0.126484827914261,Inf,2.23452291624393,2.73033433084932
"2014009-046","2","18",2.11543001683528,0.116907617737358,Inf,1.89250003029631,2.35076947086351
"2014010-010","2","18",2.06451018450476,0.115492024533544,Inf,1.84435470966203,2.29707512683675
"W1406-001","2","18",1.66141578804882,0.104316869746245,Inf,1.46324871652588,1.87216333189107
"W1411-017","2","18",2.2202905080584,0.119770091339031,Inf,1.99175017635346,2.46124030725261
"W1425-006","2","18",2.25225459442352,0.121453135347269,Inf,2.02050061369448,2.49658815587471
"2014001-005","1","19",2.63265692350965,0.130418924153217,Inf,2.38324526301155,2.89447805149708
"2014005-019","1","19",1.71107420914054,0.10514240391331,Inf,1.51120361796712,1.92335426780322
"2014005-024","1","19",2.34150524678008,0.122996016833828,Inf,2.10664221728853,2.5887777437609
"2014006-046","1","19",1.78859827192615,0.10686849776602,Inf,1.5852721567535,2.0041889701601
"2014007-001","1","19",1.87041549279482,0.109929062741654,Inf,1.66116322271156,2.09207723036733
"2014008-016","1","19",2.1350761359509,0.117449227008426,Inf,1.91108461474694,2.37147712464411
"2014009-010","1","19",2.03713178577675,0.114723672808792,Inf,1.81848225264199,2.26819078640077
"2014009-012","1","19",2.36654180887044,0.123651836314283,Inf,2.13039339681684,2.61509968841331
"2014009-034","1","19",2.34099624412652,0.122982647506185,Inf,2.10615941803565,2.58824253770666
"2014009-041","1","19",2.14717025291895,0.117781402245363,Inf,1.92252768021405,2.38422229311312
"2014009-046","1","19",2.01544332346294,0.114111331916856,Inf,1.79799395642263,2.2453021579925
"2014010-010","1","19",1.65276388030483,0.103335343198257,Inf,1.45643506305079,1.86150216504813
"W1406-001","1","19",1.75135480893593,0.106372789737327,Inf,1.54907270586034,1.96604637950077
"W1411-017","1","19",2.21674571279323,0.119674443935213,Inf,1.98839284655499,2.45750804652074
"W1425-006","1","19",2.35829389390891,0.122713480146929,Inf,2.12391218417047,2.60494018718158
"2014001-005","2","19",2.69699584651246,0.13200294437847,Inf,2.44447956342206,2.96192159709215
"2014005-019","2","19",1.76301885952746,0.106726424138674,Inf,1.56004364576154,1.97840354078264
"2014005-024","2","19",2.40220436746663,0.124580037059191,Inf,2.16423671538258,2.65258148703994
"2014006-046","2","19",1.84169792157752,0.108439891971297,Inf,1.63529155127324,2.06036811677555
"2014007-001","2","19",1.92470726825573,0.111513082967017,Inf,1.71235037557998,2.14947362842074
"2014008-016","2","19",2.19305540340656,0.119033247233789,Inf,1.96595925961011,2.43256101469227
"2014009-010","2","19",2.09377458517987,0.116307693034156,Inf,1.87202042945262,2.32793820839639
"2014009-012","2","19",2.42756250884681,0.125235856539647,Inf,2.18830947420071,2.67922501098217
"2014009-034","2","19",2.40168880919981,0.124566667731548,Inf,2.16374736051643,2.65203972537244
"2014009-041","2","19",2.20531240159418,0.119365422470726,Inf,1.97756520629678,2.44546906438084
"2014009-046","2","19",2.0717858631833,0.11569535214222,Inf,1.8512318735505,2.30474932030536
"2014010-010","2","19",1.70382244340903,0.10491936342362,Inf,1.50438900356249,1.91566535074482
"W1406-001","2","19",1.80390277564887,0.10795680996269,Inf,1.59851604998079,2.0216989688062
"W1411-017","2","19",2.27581610928718,0.121258464160577,Inf,2.04435862045644,2.51968306560718
"W1425-006","2","19",2.41920884319153,0.124284380409712,Inf,2.18174784601497,2.66893366490279
"2014001-005","1","2",2.49843799292539,0.12705090628879,Inf,2.25562752614085,2.75365792719926
"2014005-019","1","2",1.70358476828938,0.104912045292542,Inf,1.5041656717162,1.91541333235183
"2014005-024","1","2",2.32178130778554,0.122476885728266,Inf,2.08793575656414,2.5680363264962
"2014006-046","1","2",1.73142637319703,0.106488328767085,Inf,1.5290028746056,1.94642945292029
"2014007-001","1","2",1.90740692751629,0.111010780832268,Inf,1.69603452893401,2.13118879358784
"2014008-016","1","2",2.11911620631362,0.117009430621239,Inf,1.89598667018908,2.35465520992741
"2014009-010","1","2",1.94035927194209,0.111965585303535,Inf,1.72711549098385,2.1660125203896
"2014009-012","1","2",2.34054742565659,0.122970857754346,Inf,2.1057337070547,2.58777061174774
"2014009-034","1","2",2.29809722267613,0.121850601834314,Inf,2.06547916533098,2.54312474751055
"2014009-041","1","2",2.21394789197026,0.120415859198136,Inf,1.9842269351749,2.45624842956648
"2014009-046","1","2",2.1569946297482,0.118050549111178,Inf,1.93182453887975,2.39457418810592
"2014010-010","1","2",1.90365865018343,0.110901652620173,Inf,1.69250013896655,2.12722662888957
"W1406-001","1","2",1.69153514572345,0.104540360279312,Inf,1.49284453838979,1.90263522054637
"W1411-017","1","2",2.31375614649286,0.122265033826458,Inf,2.08032581736906,2.55959594310592
"W1425-006","1","2",2.31743162928014,0.122362106438113,Inf,2.08381104133361,2.56346168471593
"2014001-005","2","2",2.56112541757355,0.128634926514046,Inf,2.31521032819672,2.81944997443969
"2014005-019","2","2",1.7554164629562,0.106496065517905,Inf,1.55289274379052,1.97034964961115
"2014005-024","2","2",2.38222587395333,0.124060905953629,Inf,2.14527570013943,2.63158551525648
"2014006-046","2","2",1.78367673223012,0.108086990408985,Inf,1.57812035914669,2.00181357594456
"2014007-001","2","2",1.96222912048648,0.112594801057632,Inf,1.7477520993117,2.18911560915052
"2014008-016","2","2",2.17687982081284,0.118593450846602,Inf,1.95064566209581,2.41552344701913
"2014009-010","2","2",1.99564965067518,0.113549605528898,Inf,1.77930124712444,2.22440752171518
"2014009-012","2","2",2.40123420965728,0.12455487797971,Inf,2.1633158684629,2.65156201834092
"2014009-034","2","2",2.35823469224822,0.123434622059677,Inf,2.12251201231057,2.60636683967513
"2014009-041","2","2",2.27298124459848,0.122015017040665,Inf,2.04012644117004,2.51841651911553
"2014009-046","2","2",2.21526875385348,0.119634569336541,Inf,1.98699404039253,2.45595293480369
"2014010-010","2","2",1.95842733243308,0.112485672845537,Inf,1.7441641986237,2.18509993373172
"W1406-001","2","2",1.74318458565989,0.106124380504676,Inf,1.54138935573373,1.95738928307531
"W1411-017","2","2",2.3740968316596,0.123849054051821,Inf,2.13756187994331,2.62304125086516
"W1425-006","2","2",2.3778199137367,0.123946126663476,Inf,2.14109470319768,2.62695459176498
"2014001-005","1","20",2.61891578839016,0.130078118514155,Inf,2.37017209467035,2.8800689495993
"2014005-019","1","20",1.75652177615944,0.10652958832748,Inf,1.55393235349433,1.97152066631381
"2014005-024","1","20",2.26938006632368,0.121086882364783,Inf,2.0382588716331,2.51291072850353
"2014006-046","1","20",1.76616297265484,0.106196129644193,Inf,1.56415467478533,1.98043585358566
"2014007-001","1","20",1.88748932093958,0.109152999665264,Inf,1.67961547197794,2.1074873682748
"2014008-016","1","20",2.26682501269481,0.121018698411343,Inf,2.03583745609729,2.51022203678159
"2014009-010","1","20",1.98931191551565,0.113369158125291,Inf,1.77331718237708,2.21771611614348
"2014009-012","1","20",2.41115640692658,0.124811950783446,Inf,2.17273421229547,2.66198806904695
"2014009-034","1","20",2.27764226099875,0.12130710428307,Inf,2.04608943927972,2.52160455020704
"2014009-041","1","20",2.00990480212628,0.113954432729249,Inf,1.79276295184289,2.23945611989892
"2014009-046","1","20",1.93369480420778,0.111773138247054,Inf,1.72082821254917,2.15897086335565
"2014010-010","1","20",1.76971830553004,0.106929011293176,Inf,1.56634602823757,1.98550005031178
"W1406-001","1","20",1.79287566899907,0.106996214545837,Inf,1.58929923424257,2.00871668822649
"W1411-017","1","20",2.15325781567782,0.117948248398632,Inf,1.92828823052154,2.39063686832335
"W1425-006","1","20",2.35661958349832,0.123392345842433,Inf,2.12097976342387,2.60466887106203
"2014001-005","2","20",2.68308759827931,0.131662138739408,Inf,2.43123928196721,2.94734538208072
"2014005-019","2","20",1.80914662863251,0.108113608552843,Inf,1.60345258337491,2.02725014137938
"2014005-024","2","20",2.32914304814122,0.122670902590146,Inf,2.09491723085814,2.57577833291356
"2014006-046","2","20",1.81893098677688,0.107767544631896,Inf,1.61384239304293,2.03628340540458
"2014007-001","2","20",1.94202656241962,0.110718707289974,Inf,1.73108398290323,2.16509334030959
"2014008-016","2","20",2.32655456069713,0.122602718636706,Inf,2.09246238150712,2.5730562073764
"2014009-010","2","20",2.04529053234576,0.114953178350654,Inf,1.8261911766147,2.27679935556608
"2014009-012","2","20",2.47274596586218,0.12639597100881,Inf,2.23121914863857,2.72668225057504
"2014009-034","2","20",2.33751322803202,0.122891124508433,Inf,2.1028557837205,2.58458013983281
"2014009-041","2","20",2.06617040675882,0.115538452954612,Inf,1.84592393388293,2.29882634712396
"2014009-046","2","20",1.9888908170527,0.113357158472418,Inf,1.7729196028016,2.21727149879307
"2014010-010","2","20",1.82253901396268,0.108513031518539,Inf,1.61606211407771,2.0414253813369
"W1406-001","2","20",1.84603831001093,0.108567593917805,Inf,1.63938164795563,2.06495879588976
"W1411-017","2","20",2.21148177690829,0.119532268623995,Inf,1.98340756915952,2.45196545214632
"W1425-006","2","20",2.41751304303103,0.124976366067797,Inf,2.17876860036409,2.66866695318724
"2014001-005","1","21",2.57272472802391,0.128925890566977,Inf,2.32623935958254,2.8316195639546
"2014005-019","1","21",1.81763514403091,0.107732496561197,Inf,1.6126156242392,2.03491925068827
"2014005-024","1","21",2.4813719029123,0.12661623918874,Inf,2.23941336798909,2.73573990532477
"2014006-046","1","21",1.86360619294444,0.109086340727557,Inf,1.65593318544381,2.08354378350637
"2014007-001","1","21",1.94880985127085,0.112209134559133,Inf,1.73508872254317,2.17494044748779
"2014008-016","1","21",2.29610504451134,0.12179777536178,Inf,2.06359052514978,2.54102903136216
"2014009-010","1","21",2.02527248350479,0.114389249520366,Inf,1.80727840797093,2.2556760265279
"2014009-012","1","21",2.46708070409815,0.126251096265595,Inf,2.22583783615352,2.72073303953205
"2014009-034","1","21",2.40865677502928,0.125599366193114,Inf,2.16877633112396,2.66111679956309
"2014009-041","1","21",1.97989798439961,0.111858006071053,Inf,1.76672946626828,2.20520479283174
"2014009-046","1","21",1.91192892841818,0.111901484926508,Inf,1.69889583814467,2.13754159868969
"2014010-010","1","21",1.87726618546563,0.110130195032653,Inf,1.66761970333589,2.09932213508463
"W1406-001","1","21",1.7546539760884,0.106472934063684,Inf,1.5521755937399,1.96954182592616
"W1411-017","1","21",2.20328283860559,0.119310483449996,Inf,1.97564332181017,2.44333182289027
"W1425-006","1","21",2.34666202000348,0.122410474620204,Inf,2.11287419018455,2.59271443335665
"2014001-005","2","21",2.63633154608833,0.130509910792231,Inf,2.38674155505467,2.89833100461129
"2014005-019","2","21",1.87116093993653,0.109303834481284,Inf,1.66306127198379,2.09152442989468
"2014005-024","2","21",2.54384618973611,0.128200259414103,Inf,2.2987830322204,2.80131881474107
"2014006-046","2","21",1.91779976049682,0.110657666380867,Inf,1.70704663222394,2.14081671366344
"2014007-001","2","21",2.00421965371577,0.113793154784496,Inf,1.7873939023956,2.23345487252521
"2014008-016","2","21",2.356216610767,0.123381795587143,Inf,2.12059746881295,2.60424522021032
"2014009-010","2","21",2.08175129936245,0.115973269745729,Inf,1.8606526012361,2.31525946497806
"2014009-012","2","21",2.52937594408757,0.127835116490959,Inf,2.28502845355044,2.78613290211396
"2014009-034","2","21",2.47021460227429,0.127198709522501,Inf,2.22719994839369,2.72580972748183
"2014009-041","2","21",2.03574491161432,0.113431226539493,Inf,1.81949364469598,2.2641358821752
"2014009-046","2","21",1.96681560792255,0.113500350061299,Inf,1.75064924566905,2.19556244237471
"2014010-010","2","21",1.93165658559572,0.111714215258016,Inf,1.71890548087349,2.15681715780722
"W1406-001","2","21",1.80725104829807,0.108056954289047,Inf,1.60166804335707,2.02524352072832
"W1411-017","2","21",2.26217476807036,0.120894503675359,Inf,2.03143062868244,2.50532837494754
"W1425-006","2","21",2.40742751634055,0.123981384258952,Inf,2.17056038070692,2.65655847650886
"2014001-005","1","22",2.60117826127367,0.129636870242662,Inf,2.35329939827422,2.86146659176244
"2014005-019","1","22",1.66835545306731,0.10321055626122,Inf,1.47219839097368,1.87677633716635
"2014005-024","1","22",2.33011145074225,0.123534517440962,Inf,2.09427803566836,2.578524445732
"2014006-046","1","22",1.94183259044813,0.111352300561775,Inf,1.72971838328202,2.16621138067554
"2014007-001","1","22",1.96424861239884,0.113422237922815,Inf,1.74823490122838,2.19284190397768
"2014008-016","1","22",2.28443652692191,0.122322095993567,Inf,2.05097986002141,2.53047366534309
"2014009-010","1","22",1.96174043740192,0.112580779606124,Inf,1.7472908977671,2.18859944452599
"2014009-012","1","22",2.39944007436194,0.12450833731745,Inf,2.1616129511894,2.64967666502374
"2014009-034","1","22",2.312819381403,0.1222402807403,Inf,2.07943756743657,2.55861066285868
"2014009-041","1","22",2.00893787486453,0.113927018768465,Inf,1.79184975495695,2.23843546226137
"2014009-046","1","22",2.12386909621683,0.117944922897651,Inf,1.89899153127741,2.36132713335491
"2014010-010","1","22",1.86671710099224,0.109820327030471,Inf,1.65767794898674,2.088165720487
"W1406-001","1","22",1.64502607509189,0.103093164980913,Inf,1.44917191842169,1.85328969925136
"W1411-017","1","22",2.01000320349998,0.113957222198548,Inf,1.79285588595723,2.239559988532
"W1425-006","1","22",2.1922233007673,0.119010662926035,Inf,1.96517142140067,2.4316846476232
"2014001-005","2","22",2.66513370627887,0.131220890467916,Inf,2.41415022068713,2.92852665935991
"2014005-019","2","22",1.71965245727476,0.104788521041572,Inf,1.52040302347288,1.93116647794228
"2014005-024","2","22",2.39066365600121,0.125133796070272,Inf,2.15169615861082,2.64221162570384
"2014006-046","2","22",1.99714380882998,0.112923556175861,Inf,1.78194961816598,2.22460182438773
"2014007-001","2","22",2.01987592891904,0.115021152542063,Inf,1.80072884829194,2.2516034811774
"2014008-016","2","22",2.34439614697044,0.123912604487476,Inf,2.10782169518862,2.59355017924063
"2014009-010","2","22",2.01733247497988,0.114164799831487,Inf,1.79977831275258,2.24729610469645
"2014009-012","2","22",2.4608807572643,0.126092357542814,Inf,2.21994901149926,2.71422197051859
"2014009-034","2","22",2.3731479289616,0.123824300965663,Inf,2.13666149240268,2.62204383300978
"2014009-041","2","22",2.06519003713633,0.115511038993828,Inf,1.84499729463625,2.29779224712566
"2014009-046","2","22",2.18169701713115,0.119535580896634,Inf,1.95370137370167,2.42227224055862
"2014010-010","2","22",1.92095555819436,0.111404347255834,Inf,1.70881178359636,2.14550880028162
"W1406-001","2","22",1.69596588676911,0.104677185206276,Inf,1.49700710750641,1.90733413352107
"W1411-017","2","22",2.06627017594117,0.115541242423911,Inf,1.84601823580593,2.29893158356568
"W1425-006","2","22",2.25096821405759,0.120594683151398,Inf,2.02081171209846,2.49353418350598
"2014001-005","1","23",2.3259114093417,0.122585771354503,Inf,2.09185244621447,2.57237983995825
"2014005-019","1","23",1.63063945071152,0.103346173761991,Inf,1.43437490979171,1.83948446681876
"2014005-024","1","23",2.25084589222221,0.121415143286218,Inf,2.01916637416137,2.49510499019889
"2014006-046","1","23",1.88582712756763,0.109734765673459,Inf,1.67688323052635,2.1070356076702
"2014007-001","1","23",1.8672148689809,0.10983496808122,Inf,1.65814702104324,2.08869218440783
"2014008-016","1","23",2.34182927446919,0.123844750134444,Inf,2.1053878147755,2.59085031465124
"2014009-010","1","23",1.84723219771555,0.109245667987828,Inf,1.63931935673702,2.06755450618335
"2014009-012","1","23",2.31514629854182,0.122301757978502,Inf,2.08164399140265,2.56105807317024
"2014009-034","1","23",2.29154312710663,0.12096058736431,Inf,2.06059664455007,2.53475343411579
"2014009-041","1","23",2.2683012986022,0.120349330510099,Inf,2.03855323696058,2.51031394368718
"2014009-046","1","23",1.97587962829727,0.113761581195538,Inf,1.75920126242901,2.20513846636418
"2014010-010","1","23",1.92070637493133,0.111397121425191,Inf,1.70857676270115,2.14524545465077
"W1406-001","1","23",1.79261138576608,0.107618405927475,Inf,1.58788791981925,2.00974431920217
"W1411-017","1","23",2.36761789190966,0.123679945794747,Inf,2.13141438628672,2.61623086502186
"W1425-006","1","23",2.21552447155065,0.120462989401822,Inf,1.98571158645177,2.45791782784698
"2014001-005","2","23",2.38640936727855,0.124169791579763,Inf,2.14924578155902,2.63598242048738
"2014005-019","2","23",1.681357727354,0.104937328145951,Inf,1.4819741324722,1.89332090007205
"2014005-024","2","23",2.31036591877237,0.123014346742577,Inf,2.07555246573131,2.55775984412566
"2014006-046","2","23",1.94034052103558,0.111306071284411,Inf,1.72831654250436,2.16462832446055
"2014007-001","2","23",1.92146050538225,0.111418988306583,Inf,1.70928803485209,2.14604244340167
"2014008-016","2","23",2.40253256804418,0.125444033002775,Inf,2.16295701704362,2.65468859056541
"2014009-010","2","23",1.90118887242673,0.110829688213192,Inf,1.6901714088557,2.12461580348702
"2014009-012","2","23",2.37550499129615,0.123885778203866,Inf,2.13889806156448,2.62452138851707
"2014009-034","2","23",2.35159533462413,0.122539077474538,Inf,2.11755544789645,2.59789980499416
"2014009-041","2","23",2.32805016664476,0.121920304715983,Inf,2.09522267271913,2.57314148517408
"2014009-046","2","23",2.03167024820154,0.115352387537379,Inf,1.81187351309657,2.26404656330451
"2014010-010","2","23",1.97571800895535,0.112981141650555,Inf,1.76048377413268,2.20336171126729
"W1406-001","2","23",1.84577013697345,0.109202426152838,Inf,1.63794204843412,2.06600769300204
"W1411-017","2","23",2.42865237529294,0.12526396602011,Inf,2.18934424707751,2.68036997099764
"W1425-006","2","23",2.27457870137383,0.122053566415682,Inf,2.04164789737551,2.52008908609432
"2014001-005","1","24",2.43330355715072,0.125383856954231,Inf,2.19376044702237,2.6852561347684
"2014005-019","1","24",1.67259185022269,0.103953344810103,Inf,1.47505177206705,1.8825413958676
"2014005-024","1","24",2.29676225817031,0.122647301575703,Inf,2.06266775423883,2.54343634201763
"2014006-046","1","24",1.77334678641591,0.107038574267298,Inf,1.56975976964012,1.98934327068096
"2014007-001","1","24",1.95109171052752,0.112274808115028,Inf,1.73724186399555,2.17735102454875
"2014008-016","1","24",2.24564672135972,0.120452050426545,Inf,2.01576977440432,2.48793313580438
"2014009-010","1","24",2.00467906817997,0.113806196076061,Inf,1.78782775639802,2.23393984745118
"2014009-012","1","24",2.48253097446038,0.126645807538866,Inf,2.24051448663584,2.73695692977418
"2014009-034","1","24",2.44294122118639,0.125631917518396,Inf,2.20291192128625,2.69537998857578
"2014009-041","1","24",2.26565044053616,0.120987340981634,Inf,2.03472434337152,2.50898600519006
"2014009-046","1","24",2.17111792069208,0.11774298192417,Inf,1.94647820887345,2.4080222168809
"2014010-010","1","24",1.67017753966869,0.103878291744739,Inf,1.47278456281808,1.87997998400855
"W1406-001","1","24",1.59232838003664,0.101428452017244,Inf,1.39973700081982,1.79732922674272
"W1411-017","1","24",2.18261825046739,0.118749658890156,Inf,1.9560779296109,2.42156803881314
"W1425-006","1","24",2.42599297277592,0.125195364487333,Inf,2.18681930109401,2.67757611194709
"2014001-005","2","24",2.49517354871392,0.126967877179489,Inf,2.25252581599326,2.75023074892387
"2014005-019","2","24",1.72395344872818,0.105537365035466,Inf,1.52330874798004,1.93700761696558
"2014005-024","2","24",2.35688237109475,0.124246548735989,Inf,2.11965384652493,2.60669136797681
"2014006-046","2","24",1.82622121875346,0.108622594492662,Inf,1.61952957938517,2.045322325611
"2014007-001","2","24",2.00653371582108,0.113858828340391,Inf,1.78957924669662,2.23589765243481
"2014008-016","2","24",2.30509841507141,0.122036070651909,Inf,2.07211684552351,2.55048945210856
"2014009-010","2","24",2.06087198537477,0.115390216301424,Inf,1.84091605100032,2.29323738723848
"2014009-012","2","24",2.54501976004386,0.12822982776423,Inf,2.29989864962682,2.80255033795015
"2014009-034","2","24",2.5049328485694,0.127215937743759,Inf,2.26179892607677,2.76047623855129
"2014009-041","2","24",2.32536461250853,0.122571361206997,Inf,2.09133389275139,2.57180479975492
"2014009-046","2","24",2.22958124406529,0.11931402889021,Inf,2.00186195654011,2.46956435549048
"2014010-010","2","24",1.72150233610871,0.105462311970103,Inf,1.52100473666561,1.93440940304106
"W1406-001","2","24",1.64245190426197,0.103012472242607,Inf,1.44675590245266,1.85055737356054
"W1411-017","2","24",2.24123518114204,0.12033367911552,Inf,2.01159023769305,2.48328959208029
"W1425-006","2","24",2.4877705375733,0.126779384712696,Inf,2.2454922432989,2.74245829933696
"2014001-005","1","25",2.58211194717491,0.129160885319133,Inf,2.33516599748276,2.84146736435638
"2014005-019","1","25",1.66079709148074,0.103586168013766,Inf,1.46397666662188,1.87002698382887
"2014005-024","1","25",2.38359442427903,0.124096536331425,Inf,2.14657441620791,2.63302389983942
"2014006-046","1","25",1.71339180695562,0.105213585907222,Inf,1.51338170163778,1.92581137976272
"2014007-001","1","25",1.81270054143608,0.108219746392037,Inf,1.60679846983626,2.03101208052517
"2014008-016","1","25",2.22630171770454,0.119932114389093,Inf,1.9974438266568,2.46756907624153
"2014009-010","1","25",1.93265238046193,0.111085339024009,Inf,1.72106102905689,2.15650755645185
"2014009-012","1","25",2.38403821747146,0.124108088345942,Inf,2.14699556786793,2.63349033456425
"2014009-034","1","25",2.27945321815276,0.120644812623019,Inf,2.04912602231124,2.52204499763664
"2014009-041","1","25",2.1461890985107,0.118558851507772,Inf,1.92010780990747,2.38484996791481
"2014009-046","1","25",2.13730324733453,0.117510467057349,Inf,1.91319169784028,2.37382426431805
"2014010-010","1","25",1.81161923536151,0.108187464136201,Inf,1.60578043582047,2.02986750239182
"W1406-001","1","25",1.73655999724399,0.105922537410253,Inf,1.53516037251343,1.95036908946381
"W1411-017","1","25",2.15477626535872,0.11798982886231,Inf,1.92972518399118,2.39223681421552
"W1425-006","1","25",2.27403346376164,0.1212109640124,Inf,2.04266907351058,2.51780732150195
"2014001-005","2","25",2.64583399427379,0.130744905544387,Inf,2.39578342198935,2.90829403404753
"2014005-019","2","25",1.71197864584769,0.105170188239129,Inf,1.51205359839633,1.92431316078831
"2014005-024","2","25",2.44483318169339,0.125680556556788,Inf,2.20470855102976,2.69736727984627
"2014006-046","2","25",1.7653713612387,0.106797606132585,Inf,1.56225663332837,1.9808955566383
"2014007-001","2","25",1.86615415829672,0.1098037666174,Inf,1.6571474641044,2.0875703199783
"2014008-016","2","25",2.2854984622013,0.121516134614457,Inf,2.05353594856108,2.52987044333079
"2014009-010","2","25",1.98783361835359,0.112663522076932,Inf,1.77314946444543,2.21478235572987
"2014009-012","2","25",2.44528263938456,0.125692108571306,Inf,2.20513536718853,2.69783937906984
"2014009-034","2","25",2.33934782784734,0.122215775956244,Inf,2.10594122085679,2.5850182592905
"2014009-041","2","25",2.20431805031458,0.120157943638973,Inf,1.97510304387011,2.44611352784767
"2014009-046","2","25",2.19531254368082,0.119094487282712,Inf,1.96809637159407,2.43493818325683
"2014010-010","2","25",1.86505702270623,0.109771484361564,Inf,1.65611360057269,2.08640991232903
"W1406-001","2","25",1.78888718395894,0.107506557635616,Inf,1.58438293663588,2.00580089877126
"W1411-017","2","25",2.21302061545591,0.119573849087673,Inf,1.98486491149588,2.45358578690521
"W1425-006","2","25",2.33385728867595,0.122794984237763,Inf,2.0993882758324,2.58073576900876
"2014001-005","1","26",2.47974166738041,0.126574639579199,Inf,2.2378646661937,2.73402813605644
"2014005-019","1","26",1.74246861381897,0.106102584226685,Inf,1.54071610381267,1.95663059131453
"2014005-024","1","26",2.40854390110038,0.124744315120973,Inf,2.17025426993179,2.65924299975823
"2014006-046","1","26",1.62452524350248,0.102448761296374,Inf,1.42993409484548,1.83152585964875
"2014007-001","1","26",1.92045045865287,0.111389699862271,Inf,1.70833539241873,2.14497499237628
"2014008-016","1","26",2.21573871417267,0.119647258658934,Inf,1.98743913009684,2.45644776573776
"2014009-010","1","26",2.06324872535663,0.115456735113938,Inf,1.84316241650537,2.29574450169716
"2014009-012","1","26",2.50768532102082,0.128155281095424,Inf,2.2627953759684,2.76515484671968
"2014009-034","1","26",2.37700632473215,0.123924920298647,Inf,2.14032267790444,2.62609943904913
"2014009-041","1","26",2.10956466347469,0.116745433110985,Inf,1.88695255296226,2.34458624147638
"2014009-046","1","26",1.95449700807464,0.113140340762564,Inf,1.73903580498042,2.18253779116686
"2014010-010","1","26",2.03114752467629,0.114555043231145,Inf,1.81282849944045,2.26187601740139
"W1406-001","1","26",1.56212103651612,0.100461768728816,Inf,1.37142432172908,1.76522721879243
"W1411-017","1","26",2.42905253854475,0.12527428531732,Inf,2.18972418487843,2.68079035970032
"W1425-006","1","26",2.35844198625403,0.123440047027573,Inf,2.12270867357468,2.60658476642263
"2014001-005","2","26",2.54219555594921,0.128158659804456,Inf,2.29721393217021,2.79958664721752
"2014005-019","2","26",1.79488408599827,0.107686604452048,Inf,1.59002695339947,2.01215068608632
"2014005-024","2","26",2.47010029507374,0.126328335346336,Inf,2.22870604131265,2.72390401632408
"2014006-046","2","26",1.67514907359422,0.104032781521738,Inf,1.47745330234472,1.88525431233298
"2014007-001","2","26",1.9754584535338,0.112973720087634,Inf,1.76023876470716,2.2030876098497
"2014008-016","2","26",2.2747957804407,0.121231278884298,Inf,2.04339157377237,2.51860945459828
"2014009-010","2","26",2.12025097985755,0.117040755339301,Inf,1.89706004841378,2.35585137879057
"2014009-012","2","26",2.57048793119794,0.129754714689715,Inf,2.32246359923289,2.83109273446511
"2014009-034","2","26",2.43816093069388,0.125508940524011,Inf,2.19837266127367,2.69035866760335
"2014009-041","2","26",2.16719882751629,0.118329453336348,Inf,1.94148209441137,2.40532502811048
"2014009-046","2","26",2.00998703579396,0.114739249829203,Inf,1.79139247461491,2.24116206917167
"2014010-010","2","26",2.0877076370269,0.116139063456508,Inf,1.86628398919856,2.3215407523445
"W1406-001","2","26",1.61177055023303,0.10204578895418,Inf,1.41796921285349,1.81798135510183
"W1411-017","2","26",2.49086880195541,0.126858305542683,Inf,2.2484358256966,2.74571124570348
"W1425-006","2","26",2.4193588359325,0.125024067252936,Inf,2.18052090066066,2.67060623869359
"2014001-005","1","27",2.79928617670967,0.134482919723243,Inf,2.54190923126098,3.06907258964767
"2014005-019","1","27",1.65183460370639,0.104011945565946,Inf,1.45426472535333,1.86198405989572
"2014005-024","1","27",2.11880761663985,0.117000910744761,Inf,1.89569477916636,2.35432992160259
"2014006-046","1","27",1.63649715992479,0.102825565725063,Inf,1.44116748815834,1.8442362991805
"2014007-001","1","27",1.9983547381847,0.1136265372692,Inf,1.7818555511937,2.22726339266496
"2014008-016","1","27",2.2830601884233,0.121451297845689,Inf,2.05122475251473,2.52730509182113
"2014009-010","1","27",2.08595182394915,0.116090215290227,Inf,1.86462391676743,2.31968919862013
"2014009-012","1","27",2.41962111781509,0.125030843977941,Inf,2.18076990040631,2.67088180271313
"2014009-034","1","27",2.15314806474426,0.117945242466125,Inf,1.92818437110744,2.39052122587034
"2014009-041","1","27",1.98814821654328,0.112672436778204,Inf,1.77344659012932,2.21511442640061
"2014009-046","1","27",1.96825991020615,0.113542016074748,Inf,1.7520118840669,2.19708840854405
"2014010-010","1","27",1.91504451893489,0.111232812096253,Inf,1.70323694707176,2.13926155828729
"W1406-001","1","27",1.72010476932985,0.104802290918545,Inf,1.52082834586768,1.93164577726295
"W1411-017","1","27",2.32375159957238,0.123370186341205,Inf,2.08824071344112,2.57184295743063
"W1425-006","1","27",2.25473244685551,0.122379287755218,Inf,2.0212525152725,2.50097050818028
"2014001-005","2","27",2.86561786883287,0.136066939948492,Inf,2.6051363007919,3.13850890436314
"2014005-019","2","27",1.70287891999193,0.105610552407141,Inf,1.50217627848028,1.91616203669103
