"genotype","rep","image","length","SE","df","asymp.LCL","asymp.UCL"
"2014009-041","2","18",3.4110544416788,0.277368256339723,Inf,2.88908277847983,3.97634636424089
"2014009-046","2","18",3.19956903438192,0.268632264682464,Inf,2.69471960020043,3.74773872792654
"2014010-010","2","18",3.62767449062611,0.286039879513433,Inf,3.08870675831916,4.20996248229617
"W1406-001","2","18",2.70955102060162,0.249034743234766,Inf,2.24343346450227,3.21963171978091
"W1411-017","2","18",2.75347612091649,0.249202897803488,Inf,2.2867075460602,3.2635649551359
"W1425-006","2","18",3.98304426560605,0.301927229995912,Inf,3.41325766434636,4.59679065783422
"2014001-005","1","19",3.83455290983321,0.29408291747685,Inf,3.2798211127917,4.43260496623788
"2014005-019","1","19",2.87546767599501,0.254663483742679,Inf,2.39799654936341,3.39625906198972
"2014005-024","1","19",3.44548488262121,0.278764589015149,Inf,2.92077645766797,4.01351356693757
"2014006-046","1","19",2.66490217986642,0.24362861635239,Inf,2.20878890224011,3.16379552954813
"2014007-001","1","19",3.04498069551628,0.262062393166568,Inf,2.55300797288899,3.58027367750669
"2014008-016","1","19",2.95995229042174,0.258377556274841,Inf,2.47520171539114,3.48802312481546
"2014009-010","1","19",3.05414072218428,0.262456270196103,Inf,2.56139601476476,3.59020568896691
"2014009-012","1","19",4.14927200287091,0.305913317442948,Inf,3.57135304797313,4.77051121713182
"2014009-034","1","19",3.5467121006585,0.282829951601805,Inf,3.01403571145131,4.1227087492288
"2014009-041","1","19",2.97027130348327,0.258827543542263,Inf,2.48463876961503,3.49922409671464
"2014009-046","1","19",3.08748346420178,0.263885028364478,Inf,2.59193844222963,3.62634874553705
"2014010-010","1","19",2.69534444184597,0.246558265938494,Inf,2.23375925019744,3.20024989285763
"W1406-001","1","19",2.97974473924798,0.259239969524139,Inf,2.49330386530896,3.50950587255011
"W1411-017","1","19",2.94513836022186,0.257730182973867,Inf,2.46165661354572,3.47194036626111
"W1425-006","1","19",4.04513443656805,0.300160920739405,Inf,3.47821987901268,4.65482906744391
"2014001-005","2","19",3.91061705770352,0.296985383851371,Inf,3.35019653110161,4.51435784366859
"2014005-019","2","19",2.94138610760962,0.257565950117242,Inf,2.45822625141755,3.46786622316481
"2014005-024","2","19",3.51760642149488,0.281667055389712,Inf,2.98720926698116,4.09132383537172
"2014006-046","2","19",2.72837512059168,0.246504780957433,Inf,2.26662324982176,3.23290423520876
"2014007-001","2","19",3.1128034476273,0.264964859541131,Inf,2.61514199543953,3.65378515917819
"2014008-016","2","19",3.02682664459777,0.261280022649404,Inf,2.53638734000669,3.56058620855197
"2014009-010","2","19",3.12206484978963,0.265358736570666,Inf,2.62363141280964,3.66381854613275
"2014009-012","2","19",4.22838104179825,0.308815783817511,Inf,3.64477335733998,4.85530898561964
"2014009-034","2","19",3.61987997661451,0.285732417976368,Inf,3.08151485784684,4.20156535474529
"2014009-041","2","19",3.03726147472468,0.261730009916826,Inf,2.54594021129595,3.57190299751653
"2014009-046","2","19",3.15577532349685,0.266787494739041,Inf,2.65454157196422,3.7003293343926
"2014010-010","2","19",2.7591767643453,0.249460732313056,Inf,2.29190284313628,3.26977094491744
"W1406-001","2","19",3.04684106008597,0.262142435898702,Inf,2.55471145658647,3.58229092294859
"W1411-017","2","19",3.0118460944036,0.26063264934843,Inf,2.52267561816699,3.54433683000334
"W1425-006","2","19",4.12324915313601,0.30303520853274,Inf,3.55069967977176,4.73857586931527
"2014001-005","1","2",4.00854420794035,0.300680850248498,Inf,3.440880700294,4.61952797494987
"2014005-019","1","2",2.68623904102631,0.246141452592946,Inf,2.22547078852332,3.19032755289242
"2014005-024","1","2",3.34784873138532,0.274786469490214,Inf,2.83093727742714,3.90808044470661
"2014006-046","1","2",2.65348004079514,0.24643513959558,Inf,2.19245593874494,3.15846393500981
"2014007-001","1","2",3.160595631994,0.266991170095227,Inf,2.65896268409871,3.70554883925241
"2014008-016","1","2",2.93583498949257,0.257322790228833,Inf,2.45315171792426,3.461838520424
"2014009-010","1","2",3.01766037221311,0.260884099776704,Inf,2.52799706219318,3.55064394159617
"2014009-012","1","2",4.36255405124824,0.313677119580541,Inf,3.76941832377768,4.99901003808192
"2014009-034","1","2",3.312151728352,0.273317564794301,Inf,2.79811927469454,3.86950444137258
"2014009-041","1","2",3.29190276966036,0.274484747665856,Inf,2.77590244553059,3.85186288499188
"2014009-046","1","2",3.78632563673317,0.292227721501718,Inf,3.23522995698717,4.3807415758423
"2014010-010","1","2",3.30152981230612,0.272878954522679,Inf,2.78835701898429,3.85802286499108
"W1406-001","1","2",2.68029006772386,0.245868747797488,Inf,2.22005630679838,3.18384408801246
"W1411-017","1","2",3.33638558607323,0.27431562709799,Inf,2.82039696624621,3.89569446526337
"W1425-006","1","2",4.01732126964677,0.301009853894855,Inf,3.44901292670275,4.62894987195391
"2014001-005","2","2",4.08630652210669,0.303583316623018,Inf,3.51295428489994,4.7029790186766
"2014005-019","2","2",2.7499640847158,0.249043918967509,Inf,2.28350710265233,3.25974132614239
"2014005-024","2","2",3.4189463876684,0.277688935864777,Inf,2.89634620414974,3.98486683055017
"2014006-046","2","2",2.71681760988202,0.249368442873962,Inf,2.25004601225901,3.22755234608661
"2014007-001","2","2",3.2296869455091,0.26989363646979,Inf,2.72236526805333,3.780328882328
"2014008-016","2","2",3.00243786952488,0.260225256603396,Inf,2.51406586839609,3.53413013001679
"2014009-010","2","2",3.08517985689315,0.263786566151267,Inf,2.58982781731273,3.62385215583668
"2014009-012","2","2",4.44366132622546,0.316579585955104,Inf,3.84483686919442,5.08580604261963
"2014009-034","2","2",3.38287132009077,0.276220031168864,Inf,2.86315013687283,3.94591276267184
"2014009-041","2","2",3.36240700010883,0.277419125426773,Inf,2.84065707555318,3.92812006447133
"2014009-046","2","2",3.86191229697422,0.295130187876281,Inf,3.30512788766774,4.46201696564384
"2014010-010","2","2",3.37213651517407,0.275781420897242,Inf,2.85327499229176,3.93431829741951
"W1406-001","2","2",2.74394492305156,0.248771214172051,Inf,2.2780224325656,3.25318767290064
"W1411-017","2","2",3.40736205762938,0.277218093472553,Inf,2.88568470824188,3.97235966638
"W1425-006","2","2",4.09516826229092,0.303912320269418,Inf,3.52117118978642,4.71248559415855
"2014001-005","1","20",4.14717390855948,0.305835964578849,Inf,3.56940656248946,4.76826151399268
"2014005-019","1","20",3.0417331880599,0.261922609585712,Inf,2.55003443621672,3.5767521992662
"2014005-024","1","20",3.27834641449591,0.27191918637581,Inf,2.76705473217544,3.83295835617949
"2014006-046","1","20",2.64039788057274,0.242505923041091,Inf,2.18648504140226,3.13709079179862
"2014007-001","1","20",3.0124611119608,0.257427166459393,Inf,2.5290394395661,3.53813538937131
"2014008-016","1","20",3.3365152665928,0.27432095817356,Inf,2.82051619804966,3.89583459449905
"2014009-010","1","20",3.06470923972562,0.262909978539252,Inf,2.57107528029405,3.60166345852032
"2014009-012","1","20",4.02651699691339,0.301354165706314,Inf,3.45753381521946,4.63882043797044
"2014009-034","1","20",3.32187146053026,0.273718305404657,Inf,2.80705356970936,3.88000961071428
"2014009-041","1","20",2.84305772880535,0.253224236279061,Inf,2.36840747536729,3.36102824160653
"2014009-046","1","20",3.08535654207,0.263794119440052,Inf,2.5899896983156,3.62404364518752
"2014010-010","1","20",2.79309735017741,0.250989450224136,Inf,2.32282719692015,3.30668776279778
"W1406-001","1","20",3.05262547431686,0.260750076016257,Inf,2.56295475425597,3.58507627017185
"W1411-017","1","20",3.00222593399378,0.260216072075083,Inf,2.51387193420969,3.53390019314098
"W1425-006","1","20",4.88496761430877,0.331927530840422,Inf,4.25606173806579,5.55719374991486
"2014001-005","2","20",4.22626303851963,0.308738430953368,Inf,3.64280696288921,4.85303937351322
"2014005-019","2","20",3.10951996287713,0.264825075960275,Inf,2.61213248147347,3.65022770364391
"2014005-024","2","20",3.34870609364061,0.274821652750373,Inf,2.83172568175966,3.90900676488467
"2014006-046","2","20",2.70358004551462,0.245382124757607,Inf,2.24402854046337,3.20590879441302
"2014007-001","2","20",3.07992272732732,0.260293643172259,Inf,2.59088286381288,3.61121519585758
"2014008-016","2","20",3.40749311025339,0.277223424548122,Inf,2.88580531214977,3.97250116772013
"2014009-010","2","20",3.1327501421214,0.265812444913815,Inf,2.63342745312934,3.67539309047657
"2014009-012","2","20",4.10445260802847,0.304256632080876,Inf,3.52978069677406,4.72244477864601
"2014009-034","2","20",3.39269419430178,0.27662077177922,Inf,2.87218757392039,3.95652107404628
"2014009-041","2","20",2.90860572901077,0.256126702653624,Inf,2.42826674601223,3.43226497137244
"2014009-046","2","20",3.15362500335893,0.266696585814614,Inf,2.65256943004405,3.69800083603693
"2014010-010","2","20",2.85807016441343,0.253891916598699,Inf,2.38211128159569,3.37734930659429
"W1406-001","2","20",3.12053284293374,0.263625653866074,Inf,2.62522467635387,3.65861825031053
"W1411-017","2","20",3.06957348268007,0.263118538449646,Inf,2.57553075333551,3.60693647138776
"W1425-006","2","20",4.97077215346899,0.334829997214985,Inf,4.33617754766553,5.64868701863556
"2014001-005","1","21",3.97950114222677,0.299589610071719,Inf,3.41397642602539,4.58834611779133
"2014005-019","1","21",3.06452332076192,0.261257748403245,Inf,2.57385758432525,3.59796913943003
"2014005-024","1","21",3.51031270717435,0.281374887245012,Inf,2.98048819170166,4.08345748201015
"2014006-046","1","21",2.77729327559842,0.248713027465693,Inf,2.31121473530744,3.2861518879448
"2014007-001","1","21",2.98392975535623,0.259421955376959,Inf,2.4971321957,3.51404757437559
"2014008-016","1","21",3.36227162806361,0.275377738369605,Inf,2.84420130839665,3.92366220709369
"2014009-010","1","21",3.10179139921282,0.264495766159809,Inf,2.60504935315782,3.64185370463093
"2014009-012","1","21",4.20450972812244,0.307942840690205,Inf,3.62261298075424,4.82972673485376
"2014009-034","1","21",3.68717213648028,0.290496845976835,Inf,3.13978867609775,4.2785153875719
"2014009-041","1","21",2.74836347475512,0.246058475065318,Inf,2.28725397497396,3.2517854734117
"2014009-046","1","21",2.9967477469181,0.261890533003089,Inf,2.50543162877723,3.53202365393334
"2014010-010","1","21",3.14126129502117,0.266173283749195,Inf,2.64123137490755,3.68461147449791
"W1406-001","1","21",3.18875487313937,0.26817790795241,Inf,2.68479596178491,3.73603404385695
"W1411-017","1","21",3.07589004324091,0.263389121651801,Inf,2.5813169805653,3.61378336527964
"W1425-006","1","21",4.1306267298616,0.303316226689255,Inf,3.55752788628432,4.74650564675937
"2014001-005","2","21",4.05698259459091,0.302492076446239,Inf,3.48576914882912,4.67151629971585
"2014005-019","2","21",3.13256217062348,0.264133273561267,Inf,2.63625908509724,3.67164249169474
"2014005-024","2","21",3.58310608079231,0.284277353619575,Inf,3.04759283575915,4.1619395851886
"2014006-046","2","21",2.84208307072162,0.251589024001698,Inf,2.37036626669628,3.35657711859411
"2014007-001","2","21",3.05107291544711,0.262324421751522,Inf,2.55858662623039,3.58687946402695
"2014008-016","2","21",3.43352146426692,0.278280204744168,Inf,2.90976241503948,4.00060077285748
"2014009-010","2","21",3.17024044930925,0.267398232534372,Inf,2.66780967369377,3.71599148428785
"2014009-012","2","21",4.28414112277766,0.310845307064768,Inf,3.69655564584898,4.91504685906946
"2014009-034","2","21",3.76176745036283,0.29343183730136,Inf,3.20863318755167,4.35886485360784
"2014009-041","2","21",2.81281689407779,0.248942435140331,Inf,2.34605756309712,3.32189397729461
"2014009-046","2","21",3.06403416366273,0.264824446949902,Inf,2.56696935679964,3.60506211329474
"2014010-010","2","21",3.21014210214361,0.269075750123758,Inf,2.70442345246951,3.75918101118084
"W1406-001","2","21",3.25815162751012,0.271080374326972,Inf,2.74850398659518,3.81111952778818
"W1411-017","2","21",3.14405426679087,0.266291588026364,Inf,2.64379247455478,3.68763631839008
"W1425-006","2","21",4.20955866564391,0.306190410096859,Inf,3.63082511085003,4.83106946325282
"2014001-005","1","22",4.24935203474129,0.309580634907858,Inf,3.66424526969243,4.87777905915332
"2014005-019","1","22",2.65751709486048,0.243282739630987,Inf,2.20208030489602,3.15573112036995
"2014005-024","1","22",3.25054888537922,0.272755210376857,Inf,2.73793839076573,3.8071191686343
"2014006-046","1","22",3.03827469296848,0.26013643294207,Inf,2.54980668936301,3.56952276862936
"2014007-001","1","22",3.1421268936972,0.268167764532167,Inf,2.63850762843972,3.68970594903505
"2014008-016","1","22",3.25509338287861,0.272956216447526,Inf,2.74209059977519,3.81205930696213
"2014009-010","1","22",2.83285924405226,0.252769651131354,Inf,2.35909996113161,3.34993878633603
"2014009-012","1","22",4.58264175214352,0.321492158612035,Inf,3.97418882963346,5.23441493401671
"2014009-034","1","22",3.4198684742587,0.277726379561316,Inf,2.89719490244338,3.98586230543714
"2014009-041","1","22",2.89740475472463,0.25563305789805,Inf,2.41803329766817,3.42009647114421
"2014009-046","1","22",3.64560555102484,0.288865789200563,Inf,3.10142057921045,4.23375366560814
"2014010-010","1","22",2.98842673442602,0.259617364784787,Inf,2.50124617936821,3.51892754884696
"W1406-001","1","22",2.650723025484,0.244508863026909,Inf,2.19315458973198,3.15161172059914
"W1411-017","1","22",2.65284582128278,0.244606749246401,Inf,2.19508553206598,3.15392636986271
"W1425-006","1","22",3.56432110107229,0.283531190690053,Inf,3.03027030850759,4.14169215300011
"2014001-005","2","22",4.32940496247909,0.312483101282376,Inf,3.73860946786983,4.96352071645151
"2014005-019","2","22",2.72090254308586,0.246175147953971,Inf,2.25979816032298,3.22478700808019
"2014005-024","2","22",3.32061122195457,0.275689540424916,Inf,2.80225122333992,3.88293436363439
"2014006-046","2","22",3.10602313195539,0.263012051868805,Inf,2.61191760471613,3.6429059030418
"2014007-001","2","22",3.21101713902457,0.271101909522769,Inf,2.70164873083693,3.76434868844625
"2014008-016","2","22",3.32520441739169,0.275869626650687,Inf,2.80648977986777,3.88787884519549
"2014009-010","2","22",2.8982902437966,0.255672117505917,Inf,2.41884223131547,3.42105851564085
"2014009-012","2","22",4.66576045044752,0.324394624986598,Inf,4.05161879837697,5.32322236188119
"2014009-034","2","22",3.49172280030015,0.280628845935879,Inf,2.96336049892435,4.06340536103907
"2014009-041","2","22",2.96357273391863,0.258535524272613,Inf,2.47851254730169,3.49195317989869
"2014009-046","2","22",3.71978131696113,0.291778582568113,Inf,3.16988569810467,4.31363672469197
"2014010-010","2","22",3.05562018870476,0.26251983115935,Inf,2.56275090408646,3.59180973268618
"W1406-001","2","22",2.71402787565648,0.247411329401472,Inf,2.25077071034398,3.2206053003321
"W1411-017","2","22",2.71617586526741,0.247509215620964,Inf,2.25272684649012,3.22294514340782
"W1425-006","2","22",3.6376694609202,0.286433657064616,Inf,3.09792993879501,4.2207292424085
"2014001-005","1","23",3.56693308635174,0.283635059512399,Inf,3.03267871463615,4.1445077174305
"2014005-019","1","23",2.6916518831301,0.248210847595302,Inf,2.22714913668381,3.20011778040171
"2014005-024","1","23",3.17363682629778,0.269509028242265,Inf,2.66738873175535,3.72384470948181
"2014006-046","1","23",2.86689115340999,0.252693031123823,Inf,2.39301194929074,3.38355042958464
"2014007-001","1","23",2.98340735554266,0.259399245741637,Inf,2.49665430595376,3.51348066449468
"2014008-016","1","23",3.24080706684796,0.272346188286497,Inf,2.7289982416196,3.7965756823562
"2014009-010","1","23",2.68550931888434,0.246108017916228,Inf,2.22480659714356,3.18953229998825
"2014009-012","1","23",4.27058799965312,0.310353229208804,Inf,3.68396697759972,4.90052928106964
"2014009-034","1","23",3.59883282887271,0.283109300601723,Inf,3.0653374173006,4.175105483036
"2014009-041","1","23",3.23989872538751,0.268629303063109,Inf,2.7347850027286,3.78779252112017
"2014009-046","1","23",3.02622081394972,0.263185270217354,Inf,2.53236873444673,3.56403603622164
"2014010-010","1","23",3.41573962299295,0.277558677610908,Inf,2.89339474096057,3.98140476438846
"W1406-001","1","23",3.16533443993288,0.267191250417131,Inf,2.66330934181264,3.71067979741624
"W1411-017","1","23",3.27377247140863,0.271729429582999,Inf,2.7628527055679,3.82801249661249
"W1425-006","1","23",3.88437825433422,0.298175541242952,Inf,3.32194650247916,4.490773146293
"2014001-005","2","23",3.64030817980534,0.286537525886921,Inf,3.10036507852934,4.22357154044449
"2014005-019","2","23",2.75544072219287,0.251125150927889,Inf,2.28522436203416,3.26961686489586
"2014005-024","2","23",3.24286976495579,0.272443234440068,Inf,2.73087240915424,3.79883026382251
"2014006-046","2","23",2.93271176315541,0.25556889609781,Inf,2.45319455315862,3.45500621699936
"2014007-001","2","23",3.05054467066078,0.2623017121162,Inf,2.5581028915114,3.58630670917329
"2014008-016","2","23",3.31076489718647,0.275280491126304,Inf,2.79320661942247,3.87228631593057
"2014009-010","2","23",2.74922575720559,0.249010484290791,Inf,2.28283430590432,3.25893746786997
"2014009-012","2","23",4.35083977658326,0.313255695583367,Inf,3.75853002496938,4.98646978756026
"2014009-034","2","23",3.67253362903883,0.286002981880062,Inf,3.13336812188028,4.25447920979225
"2014009-041","2","23",3.30984680341036,0.271504635417822,Inf,2.79909611786392,3.86337473197313
"2014009-046","2","23",3.09383547038732,0.266099043171325,Inf,2.59427082388814,3.63735990576087
"2014010-010","2","23",3.48755078615145,0.280461143985471,Inf,2.95951717455859,4.05890465710744
"W1406-001","2","23",3.23447724982888,0.270093716791694,Inf,2.72676342214816,3.78551133687272
"W1411-017","2","23",3.34408331122727,0.274631895957562,Inf,2.82747481582606,3.9040120659916
"W1425-006","2","23",3.96093256884644,0.301087995698279,Inf,3.39279083658471,4.57303409207666
"2014001-005","1","24",3.92432230625438,0.297505339972668,Inf,3.36288268438119,4.52908218749074
"2014005-019","1","24",2.72224335124756,0.247785508658619,Inf,2.25825280806729,3.22955415379095
"2014005-024","1","24",3.36855449100606,0.277662029164725,Inf,2.84632680828969,3.93474196236403
"2014006-046","1","24",2.62326654950272,0.243239242118191,Inf,2.16818652500581,3.12166683336275
"2014007-001","1","24",3.1043536084816,0.264604985885347,Inf,2.60739749569815,3.64462998062817
"2014008-016","1","24",3.3606628672869,0.275311849893149,Inf,2.84272168666079,3.92192430727613
"2014009-010","1","24",2.87970173291891,0.254850907698044,Inf,2.40186326208496,3.40086046311598
"2014009-012","1","24",4.74680341321876,0.327199818327528,Inf,4.12716368323032,5.40976340257032
"2014009-034","1","24",3.76795451996649,0.291517920238084,Inf,3.21825002513338,4.36097927416271
"2014009-041","1","24",3.0439054010673,0.26201611715578,Inf,2.5520233777545,3.57910768374321
"2014009-046","1","24",3.49659598913475,0.27906823643361,Inf,2.97102233426356,4.06494971954153
"2014010-010","1","24",2.58039859174191,0.241243615718036,Inf,2.1292299231159,3.07488751973104
"W1406-001","1","24",2.52734958626454,0.238750939921144,Inf,2.08106647242557,3.01695295946663
"W1411-017","1","24",3.02043327638485,0.261003934418871,Inf,2.53053509478217,3.55365171735065
"W1425-006","1","24",4.90361349031695,0.332560409643488,Inf,4.27346719441339,5.57708004558364
"2014001-005","2","24",4.00126731222591,0.300407806347188,Inf,3.43413896079232,4.61171592302266
"2014005-019","2","24",2.78639153968497,0.250687975033182,Inf,2.31671226694422,3.29939107178884
"2014005-024","2","24",3.43987051733594,0.280596546420629,Inf,2.91189296369777,4.01181121403928
"2014006-046","2","24",2.68624462650086,0.246141708492754,Inf,2.22547587244347,3.19033363992137
"2014007-001","2","24",3.1728307693914,0.26750745225991,Inf,2.67018592704747,3.71879587109846
"2014008-016","2","24",3.43189574521042,0.278214316267712,Inf,2.90826583502382,3.99884591476013
"2014009-010","2","24",2.9456684034373,0.257753374072607,Inf,2.46214120304287,3.47251586319485
"2014009-012","2","24",4.83139114064043,0.330102284702091,Inf,4.2060626810915,5.50003985955247
"2014009-034","2","24",3.84335849259545,0.294420386612647,Inf,3.28796526820186,4.44207197635215
"2014009-041","2","24",3.11171624272628,0.264918583530343,Inf,2.614145489853,3.65260725496268
"2014009-046","2","24",3.56924773219862,0.281943208847514,Inf,3.03803781767574,4.14323488772931
"2014010-010","2","24",2.64286303733313,0.244146082092599,Inf,2.18600563914664,3.14304069488275
"W1406-001","2","24",2.58917247060141,0.241653406295707,Inf,2.13720062720196,3.08446457336398
"W1411-017","2","24",3.08798360392998,0.263906400793434,Inf,2.59239669276682,3.62689077445627
"W1425-006","2","24",4.98958091889876,0.335462876018051,Inf,4.35374589343471,5.66873620372592
"2014001-005","1","25",4.23419440401394,0.30902799759001,Inf,3.65017078820458,4.86153827918648
"2014005-019","1","25",2.69321474770798,0.246460839158706,Inf,2.23182050903896,3.19792924574012
"2014005-024","1","25",3.32017681196524,0.273648477972587,Inf,2.80549578039632,3.87817810289727
"2014006-046","1","25",2.65964685712766,0.244920094711365,Inf,2.20127242208481,3.16134155153364
"2014007-001","1","25",2.69170279115658,0.246391648539078,Inf,2.2304441636101,3.19628167806618
"2014008-016","1","25",3.16628698714884,0.267231450456299,Inf,2.66418309839965,3.71171113526114
"2014009-010","1","25",2.66284889150834,0.243526688490071,Inf,2.20693397428045,3.16154105171014
"2014009-012","1","25",4.14084700721264,0.305602584862036,Inf,3.56353707698226,4.76147719680613
"2014009-034","1","25",3.35327285763466,0.273288978483814,Inf,2.83902633923208,3.91029944963211
"2014009-041","1","25",3.3638449141631,0.277467869679362,Inf,2.84199777832537,3.92965184120258
"2014009-046","1","25",3.83637054330745,0.294152608994602,Inf,3.2815021534011,4.43455919257693
"2014010-010","1","25",3.23229997136842,0.270002795108834,Inf,2.72476434691151,3.78315585518844
"W1406-001","1","25",3.21429831267633,0.269249881623962,Inf,2.70823837153326,3.76367851318253
"W1411-017","1","25",2.80771559524627,0.251645395346546,Inf,2.33615981317325,3.3225916366824
"W1425-006","1","25",4.16939155420857,0.306654097466754,Inf,3.59002069714366,4.7920826706366
"2014001-005","2","25",4.31410509476638,0.311930463964528,Inf,3.72439274939662,4.94713769949931
"2014005-019","2","25",2.75702199464508,0.249363305533269,Inf,2.28993902641558,3.26742522223771
"2014005-024","2","25",3.39098157365431,0.27655094434715,Inf,2.87061181252492,3.95467159414683
"2014006-046","2","25",2.72305754951021,0.247822561085928,Inf,2.25899438490687,3.23044097347667
"2014007-001","2","25",2.7554922299131,0.249294114913641,Inf,2.28854487280614,3.26575984638319
"2014008-016","2","25",3.23544014367218,0.270133916830862,Inf,2.72764752536252,3.78655302134497
"2014009-010","2","25",2.72629751871832,0.246419057558189,Inf,2.26471507736283,3.23066003319954
"2014009-012","2","25",4.21987607024233,0.308505051236599,Inf,3.63687741045147,4.84619498939631
"2014009-034","2","25",3.42442778374062,0.276164153671964,Inf,2.90454461001817,3.98708820005424
"2014009-041","2","25",3.43511133077691,0.28040236105669,Inf,2.90751437182923,4.00667142953144
"2014009-046","2","25",3.91245262827882,0.297055075369165,Inf,3.35189550881199,4.51633000710878
"2014010-010","2","25",3.30216641252901,0.272905261483397,Inf,2.78894205851162,3.85871102590951
"W1406-001","2","25",3.28397097006433,0.272152347998525,Inf,2.77222229936077,3.83903990013101
"W1411-017","2","25",2.87285723567944,0.254547861721109,Inf,2.39561272404595,3.39342200667606
"W1425-006","2","25",4.24869125401602,0.309556563841318,Inf,3.66363166739062,4.87707110000454
"2014001-005","1","26",3.90200059283298,0.296658021798472,Inf,3.34222168406466,4.50509976096447
"2014005-019","1","26",3.02744817160463,0.261306846824348,Inf,2.53695629259675,3.56126030997564
"2014005-024","1","26",3.34688374732744,0.274746864404357,Inf,2.83004991791115,3.90703783610685
"2014006-046","1","26",2.2928775878988,0.227406495525078,Inf,1.86882917650074,2.76024625865999
"2014007-001","1","26",3.19937558178849,0.268624143527198,Inf,2.69454206477883,3.74752935816128
"2014008-016","1","26",3.10169801634993,0.26449178466096,Inf,2.60496377388929,3.6417525181737
"2014009-010","1","26",3.07562565223352,0.263377801479308,Inf,2.5810747766883,3.61349678714187
"2014009-012","1","26",4.98670315922166,0.337832536253365,Inf,4.34654345074324,5.67082265846808
"2014009-034","1","26",3.45024215202433,0.278956971342418,Inf,2.92515666463838,4.0186478987734
"2014009-041","1","26",3.20807102471304,0.268988936735348,Inf,2.7025225261536,3.75693978263561
"2014009-046","1","26",3.01719015277112,0.262782261964682,Inf,2.52412627798156,3.55421381643505
"2014010-010","1","26",3.34818952154329,0.274800454910239,Inf,2.83125065666556,3.90844864578414
"W1406-001","1","26",2.31877966717196,0.228687366140632,Inf,1.89222079549855,2.78865879820848
"W1411-017","1","26",3.39363633171636,0.276659177346214,Inf,2.87305443780686,3.95753848498898
"W1425-006","1","26",4.41900159359869,0.31569994771519,Inf,3.8219011958373,5.0594222507232
"2014001-005","2","26",3.97872751729092,0.299560488172992,Inf,3.41325987896219,4.5875154149828
"2014005-019","2","26",3.09507646230208,0.26420931319891,Inf,2.59889585373371,3.63457733023357
"2014005-024","2","26",3.41797121011139,0.27764933077892,Inf,2.89544865113462,3.98381402845128
"2014006-046","2","26",2.35178065571324,0.230308961899641,Inf,1.9220435147547,2.82483805603491
"2014007-001","2","26",3.26888718761946,0.271526609901761,Inf,2.75836494104931,3.82272969355273
"2014008-016","2","26",3.17014604169401,0.267394251035523,Inf,2.66772306967288,3.71588927307826
"2014009-010","2","26",3.14378696221403,0.266280267853871,Inf,2.64354735710833,3.68734682668286
"2014009-012","2","26",5.07339271803344,0.340769330510326,Inf,4.42747867337681,5.76326990304895
"2014009-034","2","26",3.52241320598029,0.281859437716981,Inf,2.99163898903386,4.09650768228984
"2014009-041","2","26",3.27767652048689,0.271891403109911,Inf,2.76643929236697,3.83223400796994
"2014009-046","2","26",3.08470440582035,0.265716209927899,Inf,2.58589177563765,3.62748017877198
"2014010-010","2","26",3.41929077737334,0.277702921284802,Inf,2.89666318293513,3.98523863117468
"W1406-001","2","26",2.37801240359385,0.231589832515195,Inf,1.94576480235996,2.85358026419086
"W1411-017","2","26",3.46521598281106,0.279561643720777,Inf,2.93894535934108,4.03480686564416
"W1425-006","2","26",4.5006295011255,0.318602414089753,Inf,3.89784037380363,5.14673888781049
"2014001-005","1","27",4.30727799110419,0.311683550091001,Inf,3.71804958803383,4.93982665353772
"2014005-019","1","27",2.63806970947821,0.245718473247386,Inf,2.17845024284932,3.14164895865141
"2014005-024","1","27",2.97928512956071,0.259219975563811,Inf,2.49288344306385,3.5090070754207
"2014006-046","1","27",2.39474985985505,0.232403416993915,Inf,1.96090766234449,2.87191231672873
"2014007-001","1","27",3.21163308903771,0.269138230511055,Inf,2.70579198005476,3.76079445738378
"2014008-016","1","27",3.26240170734773,0.271257121435872,Inf,2.75240764846497,3.8157160255936
"2014009-010","1","27",3.10394491546669,0.264587567481617,Inf,2.60702294212722,3.64418714816928
"2014009-012","1","27",4.03608371366813,0.301711951299546,Inf,3.46639928509728,4.6490884016021
"2014009-034","1","27",3.21025560010849,0.269080506810398,Inf,2.70452762749989,3.75930383208022
"2014009-041","1","27",2.84482978647466,0.251718891818962,Inf,2.37285986081804,3.35957978520503
"2014009-046","1","27",3.13220447214688,0.267754220388241,Inf,2.62939741486178,3.67897467220089
"2014010-010","1","27",3.20417156165735,0.268825406790166,Inf,2.69894357590086,3.75271980677697
"W1406-001","1","27",2.99685505315344,0.258357189070362,Inf,2.51187430532557,3.5246158767754
"W1411-017","1","27",3.22493949526486,0.271688997686063,Inf,2.71442041555612,3.77942171647706
"W1425-006","1","27",3.92070489410442,0.301813684461637,Inf,3.3514735276343,4.53456143080659
"2014001-005","2","27",4.3878721640791,0.314586016465519,Inf,3.79295503144834,5.02610955607302
"2014005-019","2","27",2.7012241775472,0.248651810760714,Inf,2.23585715917819,3.21055434674153
"2014005-024","2","27",3.04637630438241,0.262122441938374,Inf,2.55428588832507,3.58178697980288
"2014006-046","2","27",2.45493902801576,0.235305883368478,Inf,2.01540810094472,2.93779021444991
"2014007-001","2","27",3.28127700982541,0.272040696885618,Inf,2.76974717128198,3.83612710773196
"2014008-016","2","27",3.33259098518558,0.274159587810435,Inf,2.81690819674234,3.89159403299194
