"genotype","rep","image","length","SE","df","asymp.LCL","asymp.UCL"
"2014009-010","2","27",3.17241759325319,0.26749003385618,Inf,2.66980689035324,3.71834855551627
"2014009-012","2","27",4.11411141111641,0.304614417674109,Inf,3.53873825298508,4.73280482861087
"2014009-034","2","27",3.27988466405446,0.271982973184961,Inf,2.76846796188537,3.83462162558667
"2014009-041","2","27",2.91039809491231,0.254594783525531,Inf,2.43279011005866,3.43078332278228
"2014009-046","2","27",3.20098644854342,0.270667819059069,Inf,2.69246716585083,3.75346552011039
"2014010-010","2","27",3.27373496833286,0.271727873164729,Inf,2.76281825301588,3.82797194301295
"W1406-001","2","27",3.06414266788132,0.261232846208726,Inf,2.57352431813178,3.59753825842777
"W1411-017","2","27",3.29472676794753,0.274602453279993,Inf,2.77849574438674,3.854917581377
"W1425-006","2","27",3.99761460041438,0.3047595411548,Inf,3.42260946092204,4.61724491013877
"2014001-005","1","28",4.06876891291865,0.302931156739102,Inf,3.49669488559654,4.68416319960393
"2014005-019","1","28",3.02291049134864,0.261110943956435,Inf,2.53280257490634,3.55633866715407
"2014005-024","1","28",3.22747005566599,0.269800991705644,Inf,2.7203299586113,3.77793041208381
"2014006-046","1","28",2.55483008766952,0.24004542981844,Inf,2.1060098202535,3.04697061444866
"2014007-001","1","28",3.32177919390912,0.273714504047672,Inf,2.806968753611,3.87990989357036
"2014008-016","1","28",3.03639521802737,0.260055966431794,Inf,2.54808492688073,3.56748558322288
"2014009-010","1","28",3.317818686982,0.273551282556664,Inf,2.80332815492776,3.87562947839937
"2014009-012","1","28",4.98300927517989,0.335241888634305,Inf,4.34760737702902,5.66173143269387
"2014009-034","1","28",3.26539114297626,0.268016330574302,Inf,2.76121509028995,3.81181980067837
"2014009-041","1","28",2.95958879769597,0.258361690943824,Inf,2.47486931814276,3.48762853661229
"2014009-046","1","28",3.18329469976461,0.266272369759875,Inf,2.68280048272492,3.72656899233989
"2014010-010","1","28",2.96861952610357,0.258755566121419,Inf,2.48312806538788,3.49743124618238
"W1406-001","1","28",2.69470394687454,0.246528969365158,Inf,2.23317617545461,3.19955197765758
"W1411-017","1","28",2.99502433330549,0.259903787551141,Inf,2.50728239994126,3.52608652603284
"W1425-006","1","28",4.62839687279676,0.323093132231544,Inf,4.01680609965226,5.28330790530439
"2014001-005","2","28",4.14711040768145,0.305833623113621,Inf,3.56934765079893,4.76819342392712
"2014005-019","2","28",3.0904883608522,0.264013410330998,Inf,2.59469171484941,3.62960526621811
"2014005-024","2","28",3.29728455696154,0.272703458080207,Inf,2.78445573034637,3.85343364293984
"2014006-046","2","28",2.61698614592467,0.242947896193003,Inf,2.16247714894817,3.1148154022643
"2014007-001","2","28",3.39260094929293,0.276616970422235,Inf,2.87210177943433,3.95642037851465
"2014008-016","2","28",3.10412281474671,0.262931576961233,Inf,2.61017501461476,3.64084785709943
"2014009-010","2","28",3.38859843265695,0.276453748931227,Inf,2.86841917104223,3.9520979536348
"2014009-012","2","28",5.06966685890623,0.338144355008868,Inf,4.42857623119489,5.7540777459807
"2014009-034","2","28",3.33561240061824,0.270882807287168,Inf,2.82581815681219,3.8876592494401
"2014009-041","2","28",3.02645906847628,0.261264157318387,Inf,2.53605085936259,3.56018753695308
"2014009-046","2","28",3.25263233383064,0.269147766095895,Inf,2.74650102626718,3.80154088240191
"2014010-010","2","28",3.03559117190157,0.261658032495982,Inf,2.54441098162539,3.57009162154086
"W1406-001","2","28",2.75852872906462,0.249431435739721,Inf,2.29131222808421,3.26906548940815
"W1411-017","2","28",3.06229150665732,0.262806253925704,Inf,2.56886084373261,3.59904242894515
"W1425-006","2","28",4.71192762735164,0.325995598606107,Inf,4.09464812464666,5.37252738941975
"2014001-005","1","29",4.02302140686169,0.299339380202191,Inf,3.45771704057463,4.6311058492763
"2014005-019","1","29",3.16074552524938,0.268961080263768,Inf,2.65557138596155,3.70987944708149
"2014005-024","1","29",3.56851819525749,0.283698074784799,Inf,3.03414031587749,4.14621633400061
"2014006-046","1","29",2.92837088035485,0.256995471468469,Inf,2.44632914176832,3.4537328783045
"2014007-001","1","29",3.243351479698,0.272453078508406,Inf,2.73133315338464,3.79932959609172
"2014008-016","1","29",3.09076643386795,0.260952406421807,Inf,2.60046799269662,3.62338262922822
"2014009-010","1","29",3.08916423974173,0.262305965407922,Inf,2.59644403117506,3.62466452143413
"2014009-012","1","29",4.66673438728542,0.322388723001205,Inf,4.05625272250221,5.31999329471065
"2014009-034","1","29",3.92359743044856,0.297477862058383,Inf,3.36221166429771,4.52830345596252
"2014009-041","1","29",2.71569961303792,0.247487515630026,Inf,2.25229312546134,3.22242635997763
"2014009-046","1","29",3.34310848216853,0.274591864259609,Inf,2.82657844745355,3.90295877624664
"2014010-010","1","29",2.97987766705161,0.259245751867673,Inf,2.49342545992752,3.50965013353882
"W1406-001","1","29",3.41374293664777,0.277477541649721,Inf,2.89155707817716,3.97924905448149
"W1411-017","1","29",3.30253199249151,0.27292036761701,Inf,2.78927803099629,3.85910621334984
"W1425-006","1","29",3.98414580286755,0.299764391562813,Inf,3.41827852123844,4.59333334385979
"2014001-005","2","29",4.10092334319573,0.302213677264326,Inf,3.52998404038472,4.7146398865317
"2014005-019","2","29",3.22983846823775,0.271895308206119,Inf,2.718915032001,3.78472505529982
"2014005-024","2","29",3.64190950748986,0.286600541159362,Inf,3.10184289854938,4.22529637579346
"2014006-046","2","29",2.99488951556288,0.259897937843032,Inf,2.50715904741587,3.52594024307302
"2014007-001","2","29",3.31333662059239,0.275387386835457,Inf,2.79556883121532,3.87506755120351
"2014008-016","2","29",3.15909439288972,0.263804705951787,Inf,2.66320291904272,3.69729836427808
"2014009-010","2","29",3.15747458333948,0.265181506631161,Inf,2.65911700246329,3.69860940718958
"2014009-012","2","29",4.75060883182532,0.325283703588314,Inf,4.1344545248007,5.40954321238249
"2014009-034","2","29",4.0005353641947,0.300380328432946,Inf,3.43346086848338,4.61093011926915
"2014009-041","2","29",2.77977110446506,0.250389982004589,Inf,2.31067588732799,3.29218658096525
"2014009-046","2","29",3.41415605124171,0.277494330634172,Inf,2.89193728696625,3.9796950748803
"2014010-010","2","29",3.04697547614073,0.262148218242236,Inf,2.55483453945616,3.58243667218842
"W1406-001","2","29",3.48553321715113,0.280380008024284,Inf,2.95765862912004,4.05672806454534
"W1411-017","2","29",3.37314935420116,0.275822833991573,Inf,2.85420666314547,3.93541230461998
"W1425-006","2","29",4.06167224023652,0.302666857937376,Inf,3.49011622904692,4.67654851078924
"2014001-005","1","3",4.03353524794935,0.301616682713524,Inf,3.46403754237598,4.64635321288589
"2014005-019","1","3",2.76416486336591,0.249686120728644,Inf,2.29644918897981,3.27520079711513
"2014005-024","1","3",3.05504433751986,0.264425578642782,Inf,2.55875962110964,3.59528884257167
"2014006-046","1","3",2.76131146813218,0.249557214317487,Inf,2.29384844566933,3.27209474995816
"2014007-001","1","3",3.08654220042424,0.263844800723526,Inf,2.59107602317954,3.62532863703206
"2014008-016","1","3",3.30161069373507,0.272882297019316,Inf,2.78843134924021,3.85811029759305
"2014009-010","1","3",2.73032683576109,0.246601087198993,Inf,2.26838762286551,3.23504612178241
"2014009-012","1","3",4.51006484806903,0.318936206330916,Inf,3.90662149997616,5.15682845552502
"2014009-034","1","3",2.92189114552241,0.256710981423185,Inf,2.4404069971786,3.44669555322935
"2014009-041","1","3",3.27688169454036,0.271858434718531,Inf,2.76570908328017,3.83137456516368
"2014009-046","1","3",3.42183589759055,0.277806254971738,Inf,2.89900577284755,3.98798628169667
"2014010-010","1","3",3.31513423940452,0.273440594971741,Inf,2.80086065103026,3.87272808714189
"W1406-001","1","3",3.13332647092043,0.265836894409474,Inf,2.63395586179745,3.67601733940654
"W1411-017","1","3",2.75757645028283,0.246296041860805,Inf,2.29597138120878,3.26143412437268
"W1425-006","1","3",4.07058725121902,0.302998839348626,Inf,3.49838056841983,4.68611419338132
"2014001-005","2","3",4.11153842530812,0.304519149088044,Inf,3.53635199017435,4.73004511980505
"2014005-019","2","3",2.82880222856078,0.252588587103207,Inf,2.35539782461419,3.34552689187048
"2014005-024","2","3",3.12297845733901,0.267359590893817,Inf,2.62094485979835,3.66897519794484
"2014006-046","2","3",2.8259156555833,0.25245968069205,Inf,2.35276390355996,3.34238766696976
"2014007-001","2","3",3.15482370598786,0.266747267098089,Inf,2.65366879918268,3.69929887215616
"2014008-016","2","3",3.37221825688992,0.275784763393879,Inf,2.85335018283458,3.93440659030838
"2014009-010","2","3",2.79456964091263,0.249477147915558,Inf,2.32699203751931,3.30492448727985
"2014009-012","2","3",4.5925256991096,0.321838672705478,Inf,3.98339362145625,5.24497803612608
"2014009-034","2","3",2.98833655909828,0.259613447797748,Inf,2.50116368119399,3.51882969636569
"2014009-041","2","3",3.34722573751228,0.274760901093094,Inf,2.8303643966916,3.90740733769608
"2014009-046","2","3",3.49371078184842,0.280708721346301,Inf,2.96519192754494,4.06554989551502
"2014010-010","2","3",3.38588549647059,0.276343061346304,Inf,2.86592317853585,3.94916807376845
"W1406-001","2","3",3.20212069864614,0.268739360784037,Inf,2.69706135996267,3.75050029669273
"W1411-017","2","3",2.82213718304121,0.249162518573671,Inf,2.35491392284742,3.3316130482508
"W1425-006","2","3",4.148946166033,0.305901305723189,Inf,3.57105075367333,4.77016183775579
"2014001-005","1","30",3.97517690965098,0.299426794780781,Inf,3.40997130555597,4.58370277310916
"2014005-019","1","30",3.06449956351312,0.262900984715184,Inf,2.5708832316528,3.60143615473655
"2014005-024","1","30",3.24843740951891,0.270675957972044,Inf,2.73958241009438,3.80061266830655
"2014006-046","1","30",2.46745925877929,0.235905152271849,Inf,2.02675378624059,2.95148499068111
"2014007-001","1","30",2.94110200012839,0.257553510713206,Inf,2.45796652472022,3.46755773489969
"2014008-016","1","30",3.31890240761457,0.273595954823714,Inf,2.8043243195258,3.87680075506645
"2014009-010","1","30",3.04360040090418,0.262002989783224,Inf,2.55174410676881,3.57877695440268
"2014009-012","1","30",4.46146764906253,0.319546149891995,Inf,3.85714859925978,5.10974648963328
"2014009-034","1","30",3.41459103196397,0.277512007160698,Inf,2.89233762233314,3.98016470095792
"2014009-041","1","30",3.01523043482909,0.260779041616272,Inf,2.52577303501989,3.54800809400142
"2014009-046","1","30",3.15544578481649,0.266773564866789,Inf,2.65423933533178,3.69997249366432
"2014010-010","1","30",3.28754690112418,0.27230048165398,Inf,2.77550789379103,3.84290616782045
"W1406-001","1","30",2.86953747861217,0.254400746626738,Inf,2.39258130726523,3.38981390932224
"W1411-017","1","30",2.68014636091867,0.245862156442641,Inf,2.2199255188113,3.18368746238916
"W1425-006","1","30",3.51329789229194,0.279733936354663,Inf,2.98641948844342,4.08295636946094
"2014001-005","2","30",4.05261645685344,0.3023292611553,Inf,3.48172212319802,4.66683104987201
"2014005-019","2","30",3.13253815109159,0.265803451089746,Inf,2.63323308967079,3.67516347187551
"2014005-024","2","30",3.31847710835362,0.273578424346607,Inf,2.80393337936862,3.87634109670175
"2014006-046","2","30",2.52854969844917,0.238807618646412,Inf,2.08215549634999,3.01826415991148
"2014007-001","2","30",3.00776426266184,0.260455977087769,Inf,2.51894005769319,3.53990872699362
"2014008-016","2","30",3.38969365097233,0.276498421198277,Inf,2.86942683332309,3.9532807279847
"2014009-010","2","30",3.1114078638592,0.264905456157787,Inf,2.61386284016334,3.65227314691817
"2014009-012","2","30",4.54348504538671,0.322482247481103,Inf,3.93341302484966,5.19752020628265
"2014009-034","2","30",3.48639018315018,0.280414473535261,Inf,2.95844804395887,4.05765258170462
"2014009-041","2","30",3.0827228797933,0.263681507990835,Inf,2.58757675042362,3.62118926852611
"2014009-046","2","30",3.22448109141586,0.269676031241352,Inf,2.71758591237067,3.77469652982417
"2014010-010","2","30",3.35800471749043,0.275202948028543,Inf,2.8402769805968,3.91905271374719
"W1406-001","2","30",2.93538828733179,0.257303213001301,Inf,2.45274338642436,3.46135344760234
"W1411-017","2","30",2.74379951977309,0.248764622817204,Inf,2.27788994810524,3.25302935080406
"W1425-006","2","30",3.58612205244609,0.282608899925793,Inf,3.05360740828857,4.16141393941865
"2014001-005","1","31",4.02789496459674,0.301405726494685,Inf,3.45881072561461,4.64029946294204
"2014005-019","1","31",3.04673099967854,0.264065539912329,Inf,2.5511519431644,3.58626983873698
"2014005-024","1","31",3.17888319152244,0.269741991017272,Inf,2.67218017554304,3.729549350567
"2014006-046","1","31",3.02301309950441,0.261115375428214,Inf,2.53289649753702,3.55644996083492
"2014007-001","1","31",3.20650757313193,0.268923382945153,Inf,2.70108755764031,3.75524784798666
"2014008-016","1","31",3.27918420636195,0.2719539290633,Inf,2.76782442962529,3.83386424246174
"2014009-010","1","31",2.93053706522849,0.258991116192743,Inf,2.44490537510959,3.4601318952168
"2014009-012","1","31",4.38144317357007,0.314355470565361,Inf,3.78697790260038,5.01922870390288
"2014009-034","1","31",3.59455118105893,0.284731008737234,Inf,3.05814878833376,4.17427383314723
"2014009-041","1","31",3.12803492732404,0.265612327653853,Inf,2.62910446095419,3.670285653057
"2014009-046","1","31",2.83472051692346,0.252852676089607,Inf,2.36079850807481,3.35196278513522
"2014010-010","1","31",3.16148068949366,0.267028550074255,Inf,2.65977447818573,3.70650716016471
"W1406-001","1","31",2.9636991243983,0.258541037226651,Inf,2.47862813258999,3.49209037556972
"W1411-017","1","31",2.93262581065779,0.255565145020105,Inf,2.45311595164758,3.4549129115339
"W1425-006","1","31",3.72778437734439,0.289959820908315,Inf,3.18113370108197,4.31775531296994
"2014001-005","2","31",4.10584384635215,0.304308192869204,Inf,3.53107087780962,4.72393707425784
"2014005-019","2","31",3.11457313446054,0.266999580305529,Inf,2.61324514858704,3.65986427115934
"2014005-024","2","31",3.24817302271744,0.272655512233682,Inf,2.7357579328739,3.80454790120257
"2014006-046","2","31",3.09059210957369,0.264017841802777,Inf,2.59478677804582,3.62971770046469
"2014007-001","2","31",3.27609619676704,0.271825849319715,Inf,2.76498745171495,3.83052520118226
"2014008-016","2","31",3.3495528275288,0.274856395437863,Inf,2.83250432123165,3.90992159318907
"2014009-010","2","31",2.99708016046471,0.261905064460188,Inf,2.50573556233039,3.53238454975161
"2014009-012","2","31",4.46272504153257,0.317257936939923,Inf,3.8625710410024,5.10619930142586
"2014009-034","2","31",3.66820834832268,0.287633475111797,Inf,3.12611722603702,4.25361972997146
"2014009-041","2","31",3.19677135638631,0.268514794028416,Inf,2.69215216045599,3.74471081167976
"2014009-046","2","31",2.90017288551023,0.25575514246417,Inf,2.42056214710111,3.42310388328247
"2014010-010","2","31",3.23058162381315,0.269931016448818,Inf,2.72318668294474,3.78129682404469
"W1406-001","2","31",3.03061555506282,0.261443503601214,Inf,2.53985583369404,3.56469553579473
"W1411-017","2","31",2.99919248293529,0.258457919727525,Inf,2.51401430599212,3.52715073436231
"W1425-006","2","31",3.80278732864452,0.292862287282878,Inf,3.25044792282161,4.39844699383054
"2014001-005","1","32",3.89814698624785,0.296511496231033,Inf,3.33865526231453,4.50095896954434
"2014005-019","1","32",2.78387036609433,0.250574536034174,Inf,2.31441342970608,3.29664756184571
"2014005-024","1","32",3.29785061307057,0.272726865042996,Inf,2.78497590965134,3.85404557585292
"2014006-046","1","32",2.61585989843001,0.242895612976881,Inf,2.1614533746741,3.11358668154904
"2014007-001","1","32",2.88890584212443,0.255257860306148,Inf,2.41026975883518,3.41086218477679
"2014008-016","1","32",3.13632328312819,0.265963991419696,Inf,2.63670356844262,3.67926325717687
"2014009-010","1","32",2.90756700736215,0.256080964569416,Inf,2.42731766936138,3.43113660472604
"2014009-012","1","32",4.10767496349716,0.304376042726077,Inf,3.53276901167879,4.72590117467866
"2014009-034","1","32",3.09409525223397,0.264167429679838,Inf,2.59799673385453,3.63351402997653
"2014009-041","1","32",3.2991742744525,0.27278159187043,Inf,2.78619230842252,3.85547649984561
"2014009-046","1","32",3.15166954712352,0.266613888225422,Inf,2.65077605810507,3.6958832955051
"2014010-010","1","32",3.20821454586224,0.268994953617341,Inf,2.70265425443079,3.75709509665681
"W1406-001","1","32",2.82614018346727,0.254326464882191,Inf,2.34964936629778,3.34659078926675
"W1411-017","1","32",3.02483014916444,0.26119383825881,Inf,2.53455976287496,3.55842079481705
"W1425-006","1","32",3.76719817777813,0.293643568266562,Inf,3.2136489297357,4.36471056592428
"2014001-005","2","32",3.97483619816933,0.299413962605553,Inf,3.40965574467561,4.58333691102622
"2014005-019","2","32",2.8487363903224,0.253477002408737,Inf,2.37359072437367,3.36720231563426
"2014005-024","2","32",3.36841817137047,0.275629331417559,Inf,2.84985473839076,3.9303018637133
"2014006-046","2","32",2.67874953266186,0.245798079351444,Inf,2.21865427934547,3.18216504534137
"2014007-001","2","32",2.95497725351046,0.258160326680711,Inf,2.47065244066073,3.48262232572331
"2014008-016","2","32",3.20515022289667,0.268866457794259,Inf,2.69984177865063,3.75377892650584
"2014009-010","2","32",2.97385026812076,0.258983430943979,Inf,2.4879122005595,3.50310859504513
"2014009-012","2","32",4.1863883409041,0.30727850910064,Inf,3.60579365952524,4.81030328164608
"2014009-034","2","32",3.16245979556694,0.2670698960544,Inf,2.66067254762702,3.70756730286998
"2014009-041","2","32",3.36975591826328,0.275684058244993,Inf,2.85108522267281,3.93174687321687
"2014009-046","2","32",3.22066375638225,0.269516354599985,Inf,2.71408153780332,3.77056623432431
"2014010-010","2","32",3.27782159025239,0.271897419991904,Inf,2.76657256926046,3.83239087060744
"W1406-001","2","32",2.89149398476302,0.257260091902733,Inf,2.40925504151418,3.41769607109182
"W1411-017","2","32",3.09242935388242,0.264096304633373,Inf,2.59647023803245,3.63170872909551
"W1425-006","2","32",3.84259461959066,0.296556195349225,Inf,3.2833350527982,4.44581397735161
"2014001-005","1","33",4.21091396408419,0.308177278036425,Inf,3.6285577279608,4.83659045957076
"2014005-019","1","33",2.66732391647539,0.245273320405074,Inf,2.20825717179445,3.16971092051944
"2014005-024","1","33",3.07031997402422,0.26315053047922,Inf,2.5762145414539,3.60774566595766
"2014006-046","1","33",2.94541757523723,0.257742399790647,Inf,2.4619118840402,3.47224352579738
"2014007-001","1","33",3.48357378395023,0.28030118749741,Inf,2.95585368131305,4.05461414595052
"2014008-016","1","33",2.7768305208535,0.250257509316199,Inf,2.30799494541461,3.28898635565551
"2014009-010","1","33",3.21103295723603,0.267429954011872,Inf,2.70826991554843,3.75657607204937
"2014009-012","1","33",4.27041515642662,0.310346948692364,Inf,3.68380644395925,4.90034412825711
"2014009-034","1","33",3.55065215239443,0.282987006261769,Inf,3.01766794171011,4.12695662244187
"2014009-041","1","33",3.03220819845253,0.259868004249102,Inf,2.54426489089815,3.56292874902323
"2014009-046","1","33",3.48916706123789,0.280526125096848,Inf,2.96100608900705,4.06064829283185
"2014010-010","1","33",2.99778980150782,0.260023751488027,Inf,2.50981274314785,3.52908711923091
"W1406-001","1","33",2.74931002140303,0.249014300366604,Inf,2.28291109073061,3.25902921143858
"W1411-017","1","33",2.58420422699175,0.239911513908139,Inf,2.13537633749724,3.07581219097011
"W1425-006","1","33",4.09392736455975,0.301955794289471,Inf,3.52349350423671,4.70713846769781
"2014001-005","2","33",4.29060569788098,0.311079744410943,Inf,3.70256073219719,4.92197092292793
"2014005-019","2","33",2.73082552157085,0.248175786779636,Inf,2.26607004732944,3.23890125517539
"2014005-024","2","33",3.13842278932681,0.266052996853783,Inf,2.63862862719601,3.68153721082074
"2014006-046","2","33",3.01212845376543,0.26064486616521,Inf,2.52293403300792,3.54464313388606
"2014007-001","2","33",3.55609081029602,0.283203653871973,Inf,3.02268197809837,4.1328199018568
"2014008-016","2","33",2.84161494920813,0.253159975690762,Inf,2.36709064420876,3.35945951357062
"2014009-010","2","33",3.2806704057223,0.270305325741412,Inf,2.77227032392672,3.83184773049179
"2014009-012","2","33",4.35066531688661,0.313249415066927,Inf,3.75836787485876,4.98628301827759
"2014009-034","2","33",3.62386045084934,0.285889472636332,Inf,3.08518751060454,4.20585365045726
"2014009-041","2","33",3.09988934039243,0.262760913592328,Inf,2.6062774497435,3.63628130411511
"2014009-046","2","33",3.56174198169436,0.283428591471411,Inf,3.02789227990303,4.1389119428488
"2014010-010","2","33",3.06508785100243,0.26292621786259,Inf,2.57142206308199,3.602073898286
"W1406-001","2","33",2.81377447445477,0.251916766741167,Inf,2.34168681422186,3.32918239405079
"W1411-017","2","33",2.64671444232775,0.242787788953228,Inf,2.19224774102626,3.14395838549514
"W1425-006","2","33",4.17250953786366,0.304850097421533,Inf,3.59640436289417,4.79139478615363
"2014001-005","1","34",3.98894709737059,0.299944960227572,Inf,3.42272590766183,4.59848854644252
"2014005-019","1","34",2.69542924962216,0.246562144829337,Inf,2.23383645548727,3.20034230312017
"2014005-024","1","34",3.31295703428188,0.273350789552174,Inf,2.79885946129559,3.87037486663129
"2014006-046","1","34",2.85750764950845,0.253866930330509,Inf,2.38159773887647,3.37673781950355
"2014007-001","1","34",3.01923020172734,0.260951948749149,Inf,2.52943391016502,3.55234675265277
"2014008-016","1","34",3.04710864408226,0.258903321045595,Inf,2.56079376186298,3.57567613131734
"2014009-010","1","34",3.03497605249096,0.263555662428318,Inf,2.54039634178616,3.57351555434836
"2014009-012","1","34",3.48014108902941,0.280163049815677,Inf,2.95269173127334,4.0509107061486
"2014009-034","1","34",3.41169735057484,0.27565947176936,Inf,2.89280475070699,3.97337002403755
"2014009-041","1","34",3.38788816443206,0.278468317305619,Inf,2.864081861581,3.95565760708997
"2014009-046","1","34",3.40229569046817,0.277011920619555,Inf,2.88102243244713,3.96688920785233
"2014010-010","1","34",3.69834575250523,0.288812633087645,Inf,3.15394352305483,4.28606824131876
"W1406-001","1","34",3.18145529918524,0.26787078085412,Inf,2.6780983458821,3.72813251185149
"W1411-017","1","34",3.00297854101655,0.260248685904897,Inf,2.51456061930063,3.53471672209559
"W1425-006","1","34",4.46676998030744,0.315416540056403,Inf,3.8699549583289,5.10636507560647
"2014001-005","2","34",4.06652000923861,0.302847426602092,Inf,3.49461008996945,4.68175018787093
"2014005-019","2","34",2.75926257046475,0.2494646112039,Inf,2.29198104676938,3.26986435352324
"2014005-024","2","34",3.38368517736029,0.276253255926737,Inf,2.86389887481351,3.94679173927018
"2014006-046","2","34",2.92322106536974,0.256769396705072,Inf,2.44162242517728,3.44813996492532
"2014007-001","2","34",3.08676714927676,0.263854415123712,Inf,2.59128212815396,3.62557242976267
"2014008-016","2","34",3.11495496012553,0.261769797758462,Inf,2.62302188678652,3.64914063848035
"2014009-010","2","34",3.10268790722773,0.266489624276504,Inf,2.60235941132688,3.64697954299799
"2014009-012","2","34",3.55262256170052,0.28306551619024,Inf,3.01948447438397,4.12908090838019
"2014009-034","2","34",3.4834662306634,0.27853456852162,Inf,2.95893712920721,4.05077257471076
"2014009-041","2","34",3.45940748521991,0.281381524115261,Inf,2.92988972763988,4.03288503400168
"2014009-046","2","34",3.47396613011114,0.279914386994118,Inf,2.94700414252962,4.04424837705578
"2014010-010","2","34",3.77305344228032,0.291715099462208,Inf,3.22296248326943,4.36646466065432
"W1406-001","2","34",3.2507730056322,0.270773247228683,Inf,2.74172732276858,3.80313894785894
"W1411-017","2","34",3.07033448380271,0.26315115227946,Inf,2.57622783252631,3.60776139444223
"W1425-006","2","34",4.54883587797505,0.318290323154156,Inf,3.94638692937281,5.19406206939233
"2014001-005","1","35",3.9177652340531,0.297256688180478,Inf,3.35681296073729,4.52203776673207
"2014005-019","1","35",2.89560594842617,0.255553692778936,Inf,2.4163900441448,3.41814211207066
"2014005-024","1","35",2.84348543431488,0.25324328290743,Inf,2.36879785017119,3.36149327782169
"2014006-046","1","35",2.84680181559559,0.253390919771336,Inf,2.37182486851585,3.36509902203845
"2014007-001","1","35",3.08590756783706,0.263817674394824,Inf,2.59049455721965,3.62464083781759
"2014008-016","1","35",2.82773114227664,0.25254076301308,Inf,2.3544204718243,3.3443620720921
"2014009-010","1","35",2.63667927055547,0.243860288510426,Inf,2.18038201749705,3.13629678297702
"2014009-012","1","35",3.74937678981095,0.290798374227956,Inf,3.20108257924292,4.3409912597421
"2014009-034","1","35",3.42036942975667,0.276000461484104,Inf,2.90080708682698,3.98270901527753
"2014009-041","1","35",3.11163689076067,0.26491520566059,Inf,2.61407275839045,3.65252128249401
"2014009-046","1","35",2.96137328185538,0.258439568801352,Inf,2.47650116450623,3.48956565856765
"2014010-010","1","35",3.40244774291548,0.277018110538614,Inf,2.88116235287602,3.96705339231805
"W1406-001","1","35",2.68429657786244,0.246052442053873,Inf,2.22370278281028,3.18821063227772
"W1411-017","1","35",2.86732580823519,0.254302689177468,Inf,2.39056182595723,3.38741004987628
"W1425-006","1","35",4.52141734078441,0.321685891435365,Inf,3.91290447472068,5.17388999781663
"2014001-005","2","35",3.99464624238967,0.300159154554998,Inf,3.42800523951347,4.60460750462904
"2014005-019","2","35",2.96175350074178,0.258456159153499,Inf,2.47684886689993,3.48997839394676
"2014005-024","2","35",2.90903833671368,0.256145749281993,Inf,2.42866202300951,3.43273490978097
"2014006-046","2","35",2.9123927165547,0.256293386145899,Inf,2.43172703991448,3.43637865255804
"2014007-001","2","35",3.15418209166583,0.266720140769387,Inf,2.65308035148794,3.69860409120684
"2014008-016","2","35",2.89310323113154,0.255443229387643,Inf,2.41410383111872,3.41542289050749
"2014009-010","2","35",2.69981719156659,0.246762754884989,Inf,2.23783120894768,3.20512343354861
"2014009-012","2","35",3.82459556673921,0.293700840602519,Inf,3.27061262661069,4.42189876623084
"2014009-034","2","35",3.49222899099849,0.278893907534368,Inf,2.96699701352092,4.06024104207093
"2014009-041","2","35",3.18019389558294,0.267817672035153,Inf,2.67694103365224,3.72676701687676
"2014009-046","2","35",3.02826359672487,0.261342035175915,Inf,2.53770274981524,3.56214470299762
"2014010-010","2","35",3.47411977571077,0.279920576913177,Inf,2.94714565611083,4.04441415467383
"W1406-001","2","35",2.74799871214944,0.248954908428436,Inf,2.2817161875368,3.2576014961252
"W1411-017","2","35",2.9331513790718,0.257205155552031,Inf,2.45069866723336,3.45892435027336
"W1425-006","2","35",4.60398143980575,0.32462206886792,Inf,3.9897154462896,5.26221057342561
"2014001-005","1","36",4.04350249867206,0.301989114587593,Inf,3.47327484003882,4.65705041666846
"2014005-019","1","36",2.94141266673535,0.255956223338755,Inf,2.46113772848822,3.46446768721392
"2014005-024","1","36",3.15976101198213,0.266955915524165,Inf,2.65819716177641,3.70464512155097
"2014006-046","1","36",2.80707998377818,0.25161690995565,Inf,2.33558003204541,3.32190019487407
"2014007-001","1","36",3.04402980899314,0.262021471551584,Inf,2.55213729125741,3.57924258609199
"2014008-016","1","36",2.92581896721255,0.255268380884785,Inf,2.4468907553969,3.44752442124896
"2014009-010","1","36",2.85473067782011,0.253743544372198,Inf,2.37906259922262,3.37371901578072
"2014009-012","1","36",4.45668257887524,0.317043082947985,Inf,3.8569496844312,5.09973573268239
"2014009-034","1","36",3.81732640646605,0.295590797394571,Inf,3.25996065962815,4.41865529373781
"2014009-041","1","36",2.92744345262258,0.256954772456759,Inf,2.44548148263321,3.45272568197507
"2014009-046","1","36",3.71330167252893,0.287576509894859,Inf,3.17105069083919,4.29832989522649
"2014010-010","1","36",3.21891708616435,0.269443260966293,Inf,2.71247812847495,3.76867630321687
"W1406-001","1","36",2.5395027340789,0.239324286733438,Inf,2.09209588113718,3.03022984638373
"W1411-017","1","36",2.98732336242333,0.261488373519901,Inf,2.4967971387001,3.52181272765002
"W1425-006","1","36",4.66815844047282,0.322437908332788,Inf,4.05758037429764,5.32151374946302
"2014001-005","2","36",4.12160153200239,0.304891580962113,Inf,3.54568514380875,4.74083817955918
"2014005-019","2","36",3.00807843019397,0.258831924887632,Inf,2.52216579713755,3.53676829879542
"2014005-024","2","36",3.22884325172725,0.269858381898728,Inf,2.72159067196105,3.77941609085657
