"genotype","rep","image","perimeter","SE","df","asymp.LCL","asymp.UCL"
"2014006-046","2","45",10.6634021482858,0.91101980760212,Inf,8.95258352775752,12.523715551963
"2014007-001","2","45",11.9960887119689,0.96627281195669,Inf,10.176976192868,13.9646960142187
"2014008-016","2","45",12.9372162786561,1.00346064597113,Inf,11.0452169442239,14.9787103962373
"2014009-010","2","45",11.2063850461687,0.9339264940904,Inf,9.45067014511821,13.1115947303681
"2014009-012","2","45",15.2328275162119,1.08169854998213,Inf,13.1865053419775,17.4266857421659
"2014009-034","2","45",12.3487549147037,0.980373381923924,Inf,10.5020057863056,14.3449988262508
"2014009-041","2","45",11.3942786188897,0.941723358975637,Inf,9.62328214347187,13.3147698774565
"2014009-046","2","45",11.3763663173151,0.940982852794254,Inf,9.60682120734312,13.2954062104361
"2014010-010","2","45",11.8148046963085,0.958943895993256,Inf,10.0100565885417,13.7690475872243
"W1406-001","2","45",10.4494728986824,0.901835065194691,Inf,8.75665604247997,12.2917845380338
"W1411-017","2","45",10.7363835823002,0.914132048742243,Inf,9.01946508122609,12.6027968665233
"W1425-006","2","45",15.5364442404091,1.09965319640422,Inf,13.455910971547,17.7664722924202
"2014001-005","1","46",15.6666020271621,1.10424980505319,Inf,13.5770595708969,17.9056392665762
"2014005-019","1","46",10.2496631874691,0.893171224290455,Inf,8.57382714740674,12.0749940106804
"2014005-024","1","46",12.4013344473573,0.982458321670764,Inf,10.5504989121454,14.4016647657182
"2014006-046","1","46",10.8539866721277,0.913083792096146,Inf,9.138143352837,12.7173660475884
"2014007-001","1","46",10.0766638988114,0.885601436185868,Inf,8.4156643708046,11.8871582099671
"2014008-016","1","46",12.2416293066948,0.983606163674908,Inf,10.3896962443396,14.2453615558885
"2014009-010","1","46",10.3327751924988,0.896785166142544,Inf,8.64985595656416,12.1651892115825
"2014009-012","1","46",13.824975432568,1.03731846735287,Inf,11.8666159876326,15.9328296606524
"2014009-034","1","46",12.0439901542186,0.968200096280299,Inf,10.2211002272555,14.0163748643307
"2014009-041","1","46",10.9008850751822,0.921108534155257,Inf,9.1702929139599,12.7809720195535
"2014009-046","1","46",12.174543607454,0.973433460318225,Inf,10.3413964754585,14.1571855225984
"2014010-010","1","46",11.3355782259719,0.939294468410884,Inf,9.56934228858341,13.2513089465095
"W1406-001","1","46",9.7380258149369,0.870593431883478,Inf,8.10644143484265,11.5191049781801
"W1411-017","1","46",11.3431682042695,0.939608878117494,Inf,9.57631603517965,13.2595151565084
"W1425-006","1","46",15.8363688852632,1.11021663498139,Inf,13.7351316572369,18.0871008964385
"2014001-005","2","46",16.2027662400486,1.12298643115601,Inf,14.0765006714301,18.478526591816
"2014005-019","2","46",10.6842011971967,0.911907850393246,Inf,8.97164204478105,12.5462551327612
"2014005-024","2","46",12.8788607539791,1.00119494777355,Inf,10.9913021064139,14.9159141846932
"2014006-046","2","46",11.301020413156,0.931729477415775,Inf,9.54863732285141,13.2009497609899
"2014007-001","2","46",10.5075573472528,0.904338062288658,Inf,8.80983470689275,12.3547747707618
"2014008-016","2","46",12.7160999804745,1.00252651172404,Inf,10.8270897539996,14.756921467051
"2014009-010","2","46",10.7690531759724,0.915521792245334,Inf,9.04941082768444,12.6381903074093
"2014009-012","2","46",14.328914785413,1.05605509345565,Inf,12.3338322281243,16.4734921258506
"2014009-034","2","46",12.5146516747262,0.986936722383089,Inf,10.6550386354099,14.5237594971916
"2014009-041","2","46",11.348873823103,0.939845160258047,Inf,9.5815585495274,13.2656838798275
"2014009-046","2","46",12.6477247910889,0.992170086421015,Inf,10.7778545467402,14.6670898185866
"2014010-010","2","46",11.7923228004793,0.958031094513674,Inf,9.98936375073747,13.74477663337
"W1406-001","2","46",10.1616934876093,0.889330057986268,Inf,8.49338599516174,11.9794957632057
"W1411-017","2","46",11.8000641549355,0.958345504220284,Inf,9.99648887349232,13.7531342195276
"W1425-006","2","46",16.3754058968405,1.12895326108418,Inf,14.237445556461,18.662861020369
"2014001-005","1","47",17.0050783372082,1.15045396192348,Inf,14.8249773975413,19.3346740600241
"2014005-019","1","47",9.93734568096594,0.903994250817168,Inf,8.24452587019801,11.7881182178638
"2014005-024","1","47",12.3163403573191,0.979085833064077,Inf,10.4721147783146,14.3100607194726
"2014006-046","1","47",9.91207824968381,0.878339242288858,Inf,8.26531236016393,11.7083389223527
"2014007-001","1","47",9.98705101279292,0.881654766310288,Inf,8.33378681560117,11.7898099931337
"2014008-016","1","47",12.6591543803183,0.992618290975674,Inf,10.7884056711847,14.6793978726008
"2014009-010","1","47",10.0373722306533,0.890659385994125,Inf,8.36761150663197,11.8589321447141
"2014009-012","1","47",13.5521199188599,1.02703097867401,Inf,11.6139235812264,15.6398110396424
"2014009-034","1","47",12.2319846312449,0.975727148606343,Inf,10.394341952813,14.2191220928258
"2014009-041","1","47",12.4908248572229,0.985996753562899,Inf,10.6330541229407,14.4980903746541
"2014009-046","1","47",12.9579920563853,1.00426604768293,Inf,11.0644141636049,15.0010647323147
"2014010-010","1","47",10.2948888659449,0.895139572563151,Inf,8.61519493415907,12.1240775808798
"W1406-001","1","47",9.21641188259253,0.846956027668548,Inf,7.63115596344755,10.9511625848865
"W1411-017","1","47",12.5846406436651,0.989692627157606,Inf,10.7196261302458,14.5991499402333
"W1425-006","1","47",15.3288797021002,1.0851035747395,Inf,13.2758838022979,17.5294116542681
"2014001-005","2","47",17.5634880712457,1.1691905880263,Inf,15.3466640192255,19.9298069064149
"2014005-019","2","47",10.365281321594,0.923383699255647,Inf,8.63448114702413,12.254078735929
"2014005-024","2","47",12.7922429406287,0.997822459166868,Inf,10.9112942492709,14.8226864151354
"2014006-046","2","47",10.3394752315975,0.897075868391648,Inf,8.65598622972436,12.1724590166196
"2014007-001","2","47",10.416044291766,0.900391392413078,Inf,8.72605698222102,12.25552638446
"2014008-016","2","47",13.1415723206668,1.01135491707846,Inf,11.23410049918,15.1985389253026
"2014009-010","2","47",10.4674335752583,0.90957601620889,Inf,8.76060297028829,12.32607543623
"2014009-012","2","47",14.0511062423132,1.0457676047768,Inf,12.0761867923265,16.1755204754489
"2014009-034","2","47",12.706270137408,0.994463774709133,Inf,10.8319043466228,14.7301307113422
"2014009-041","2","47",12.9700547824545,1.00473337966569,Inf,11.0755609358191,15.014043412239
"2014009-046","2","47",13.4460179427661,1.02300267378572,Inf,11.5157169376324,15.5258137310488
"2014010-010","2","47",10.7303745595196,0.913876198665941,Inf,9.01395751538043,12.5962863868077
"W1406-001","2","47",9.62869905595408,0.865692653771338,Inf,8.00672002445584,11.4001728706013
"W1411-017","2","47",13.0656499896197,1.0084292532604,Inf,11.1639123638472,15.1168823985412
"W1425-006","2","47",15.8592823099581,1.10375523862846,Inf,13.7697349256082,18.0963759565266
"2014001-005","1","48",15.2342042586515,1.08890455051998,Inf,13.174737948605,17.4431653518469
"2014005-019","1","48",8.15624103762156,0.802904657951865,Inf,6.6584824732989,9.80581089850911
"2014005-024","1","48",12.7907429260593,0.997763955270676,Inf,10.909908900231,14.8210717350365
"2014006-046","1","48",9.78664164548096,0.872763888707306,Inf,8.150803248182,11.5719748259289
"2014007-001","1","48",11.7964017914278,0.958196772741716,Inf,9.99311801832603,13.7491803476786
"2014008-016","1","48",11.7924431125521,0.958035981693867,Inf,9.98947448411311,13.74490652414
"2014009-010","1","48",10.2577208503894,0.89352223381357,Inf,8.58119684430349,12.0837396396242
"2014009-012","1","48",13.7422722507411,1.03421111193397,Inf,11.7900031105139,15.8440361741173
"2014009-034","1","48",11.0995138345811,0.929462567516694,Inf,9.35254806884474,12.9959743834664
"2014009-041","1","48",10.638284500621,0.909946221275951,Inf,8.92957007062636,12.4964937137647
"2014009-046","1","48",11.0131174758695,0.925838126946933,Inf,9.27325548311396,12.902474251774
"2014010-010","1","48",9.66796801700582,0.867456145438021,Inf,8.04253260535385,11.4428982118068
"W1406-001","1","48",9.88867014429564,0.884037251900975,Inf,8.23188855995294,11.6972509093883
"W1411-017","1","48",11.233863632829,0.935070809029785,Inf,9.47590591571039,13.1413161330966
"W1425-006","1","48",14.8542853313945,1.07524097630202,Inf,12.8215991347154,17.0364663112227
"2014001-005","2","48",15.762980322778,1.10764117662279,Inf,13.6667909003782,18.0086645283267
"2014005-019","2","48",8.54435848652423,0.821753039834076,Inf,7.00965170344883,10.230864427971
"2014005-024","2","48",13.2756383054883,1.01650058137347,Inf,11.3580811673068,15.3426902268188
"2014006-046","2","48",10.2113543094799,0.891500514810096,Inf,8.53879279982768,12.0334106022811
"2014007-001","2","48",12.2622470971091,0.976933398844506,Inf,10.422240211654,14.2517487657131
"2014008-016","2","48",12.2582110035395,0.976772607796657,Inf,10.4185192627473,14.2473975274807
"2014009-010","2","48",10.6924278576769,0.91225885991636,Inf,8.97918073923775,12.555169759265
"2014009-012","2","48",14.2447155316874,1.05294773803676,Inf,12.2557232791069,16.3832025674169
"2014009-034","2","48",11.5515247276599,0.948199193619484,Inf,9.76783584957031,13.4847083888985
"2014009-041","2","48",11.0808990250072,0.928682847378742,Inf,9.33546148265922,12.9758313505041
"2014009-046","2","48",11.4633833404743,0.944574753049723,Inf,9.68679823536553,13.3894632287321
"2014010-010","2","48",10.0901252071436,0.886192771540811,Inf,8.42796668313832,11.9017785142978
"W1406-001","2","48",10.3155674921915,0.90295368137304,Inf,8.6217164309426,12.1612298213406
"W1411-017","2","48",11.6885746780944,0.953807435132576,Inf,9.89389384862247,13.6327502907152
"W1425-006","2","48",15.3764829110327,1.09397760240481,Inf,13.3070736020003,17.5953870032141
"2014001-005","1","49",14.5019438527443,1.06241216591385,Inf,12.4944016623904,16.6589808262471
"2014005-019","1","49",8.62828053369238,0.819486972810436,Inf,7.09686297275866,10.3091928777751
"2014005-024","1","49",12.3604652386165,0.980838115797493,Inf,10.5128052485638,14.3576200118182
"2014006-046","1","49",11.1308965442053,0.924689825472046,Inf,9.39231091817407,13.0170284277657
"2014007-001","1","49",10.1955970983189,0.890812408960287,Inf,8.52438425134986,12.0163047284369
"2014008-016","1","49",11.8799578040784,0.961584323779637,Inf,10.0700345529465,13.8393758383593
"2014009-010","1","49",10.8205292373466,0.917707280240402,Inf,9.09660341129965,12.6939498465424
"2014009-012","1","49",12.7221772842241,0.995086071148777,Inf,10.8465918148295,14.7472575367676
"2014009-034","1","49",11.7551756953596,0.956520952992141,Inf,9.95517646861158,13.7046697052566
"2014009-041","1","49",11.0766299193389,0.928503934677967,Inf,9.33154303944083,12.9712115823859
"2014009-046","1","49",10.829786694026,0.918099766544944,Inf,9.10509160895773,12.7039765622432
"2014010-010","1","49",10.5312782868897,0.905358263969622,Inf,8.83155608797805,12.3804952689504
"W1406-001","1","49",9.01980239096523,0.837873465586073,Inf,7.45234796638925,10.7367515986902
"W1411-017","1","49",10.025810804111,0.883363962685777,Inf,8.36919664358077,11.8319197477902
"W1425-006","1","49",13.6242991298105,1.02976235364578,Inf,11.6807493956041,15.7173436471659
"2014001-005","2","49",15.0179648545125,1.08114879201667,Inf,12.9736995518053,17.2117249403686
"2014005-019","2","49",9.02734241560322,0.838223598913226,Inf,7.45920174231624,10.7449778720392
"2014005-024","2","49",12.8372114785416,0.999574741900283,Inf,10.9528283761356,14.8710893640965
"2014006-046","2","49",11.5835396209481,0.943271333198204,Inf,9.80852980831559,13.5060854897507
"2014007-001","2","49",10.6289994293571,0.909549035063077,Inf,8.92106347003479,12.4864301718284
"2014008-016","2","49",12.3474340850521,0.980320949882427,Inf,10.500787721567,14.3435752316863
"2014009-010","2","49",11.2668804125676,0.936443906343192,Inf,9.50623147416747,13.1770241341168
"2014009-012","2","49",13.2057833656352,1.01382269725157,Inf,11.2934747838873,15.267586730532
"2014009-034","2","49",12.2202141584057,0.975257579094931,Inf,10.3834918193044,14.206431280656
"2014009-041","2","49",11.5281792676448,0.947240560780757,Inf,9.74636927539349,13.4594840430451
"2014009-046","2","49",11.276326836279,0.936836392647733,Inf,9.51490863885753,13.1872398168495
"2014010-010","2","49",10.9716838866203,0.924094890072412,Inf,9.23523857535539,12.8576239810343
"W1406-001","2","49",9.4277166606619,0.856610091688863,Inf,7.82353912373266,11.1813889807401
"W1411-017","2","49",10.4556269952785,0.902100588788567,Inf,8.76228972239506,12.298459051311
"W1425-006","2","49",14.1246005050648,1.04849897974857,Inf,12.1443276585051,16.2543681347734
"2014001-005","1","5",13.587002598087,1.03624738647997,Inf,11.6318946313059,15.6939097444548
"2014005-019","1","5",9.54969391072176,0.862133759236335,Inf,7.9346901843369,11.3141924202556
"2014005-024","1","5",13.0583315366961,1.00814678833249,Inf,11.1571475320092,15.109010324532
"2014006-046","1","5",10.3384327258403,0.897030642192474,Inf,8.65503236568868,12.1713278691408
"2014007-001","1","5",10.1402901179228,0.888392975320021,Inf,8.4738192737517,11.9562557452429
"2014008-016","1","5",11.7256420167223,0.955318616717446,Inf,9.92799932576994,13.6727794908236
"2014009-010","1","5",11.5162009311988,0.940525562966616,Inf,9.7465727277172,13.4333651876248
"2014009-012","1","5",15.8058590390053,1.10914666530381,Inf,13.7067189130116,18.054493948148
"2014009-034","1","5",11.1556125863487,0.931808434797328,Inf,9.4040490052298,13.0566709506166
"2014009-041","1","5",10.5092695178464,0.904411738687227,Inf,8.81140247439865,12.3566313444431
"2014009-046","1","5",11.6316697049081,0.958788138637804,Inf,9.82837907520088,13.5867595162695
"2014010-010","1","5",10.9930768186659,0.924995365886918,Inf,9.25486660723562,12.8807818132452
"W1406-001","1","5",9.77602503029992,0.872290370162835,Inf,8.14111471229414,11.5604301314547
"W1411-017","1","5",13.1845330246884,1.02082495528652,Inf,11.2596585088344,15.261218802597
"W1425-006","1","5",13.099131760233,1.00972051676053,Inf,11.1948633045057,15.1528949991093
"2014001-005","2","5",14.0866248942585,1.05516988491641,Inf,12.0944355569462,16.230625500961
"2014005-019","2","5",9.96928857699057,0.880870385339125,Inf,8.31756173825245,11.7705101988777
"2014005-024","2","5",13.5482258501633,1.02688341443528,Inf,11.6103187331232,15.6356277503525
"2014006-046","2","5",10.774828896573,0.915767268295264,Inf,9.05470542406809,12.6444471522268
"2014007-001","2","5",10.5725275848911,0.907129601422812,Inf,8.86933362836673,12.4252163245645
"2014008-016","2","5",12.1901016011816,0.974055242820235,Inf,10.355735797876,14.1739621876362
"2014009-010","2","5",11.9765342472946,0.959172220203699,Inf,10.1703643714767,13.9302503846178
"2014009-012","2","5",16.3443809014119,1.1278832914066,Inf,14.208517663065,18.6297389229078
"2014009-034","2","5",11.60875292413,0.950545060900118,Inf,9.82046623065783,13.5465344007512
"2014009-041","2","5",10.9492194021259,0.923148364790017,Inf,9.21462924632493,12.8333043410759
"2014009-046","2","5",12.0942825065552,0.977707537520094,Inf,10.2539165789735,14.086459700879
"2014010-010","2","5",11.4429369262944,0.943731991989709,Inf,9.66800360251086,13.367365033227
"W1406-001","2","5",10.2005097133658,0.891026996265625,Inf,8.52887628300671,12.0216379268738
"W1411-017","2","5",13.6767671803808,1.03966483328705,Inf,11.7149611438023,15.7903724022732
"W1425-006","2","5",13.589783763298,1.02845714286332,Inf,11.6487921952174,15.6802701145275
"2014001-005","1","50",14.5105546643477,1.06272753306451,Inf,12.5023943657366,16.6682097461077
"2014005-019","1","50",8.83768697702422,0.835739437070107,Inf,7.27556735909273,10.5516057533271
"2014005-024","1","50",12.8424444289958,0.999778454059844,Inf,10.9576620580939,14.8767215830467
"2014006-046","1","50",9.25305201428327,0.855187586849537,Inf,7.65282076964327,11.0050945101449
"2014007-001","1","50",9.89832002492234,0.877729451653499,Inf,8.25274930308588,11.6933855299078
"2014008-016","1","50",12.8948563484405,1.01866933231531,Inf,10.9755845316883,14.9686949386752
"2014009-010","1","50",10.9772823495157,0.924330626501323,Inf,9.24037500334022,12.8636844788401
"2014009-012","1","50",13.8588792438665,1.03858962744838,Inf,11.8980283709253,15.9692248999567
"2014009-034","1","50",12.9205542647693,1.00281425258554,Inf,11.0298218380927,14.9607814745949
"2014009-041","1","50",10.2087330267821,0.891386082150454,Inf,8.53639580102145,12.0305650356918
"2014009-046","1","50",11.1579164742557,0.931904649655072,Inf,9.4061643154808,13.0591634161795
"2014010-010","1","50",10.2849198960701,0.894706067118189,Inf,8.60607561934349,12.1132589559457
"W1406-001","1","50",9.20420764738154,0.846395078634497,Inf,7.62005116814047,10.9378589097716
"W1411-017","1","50",11.4445611773687,0.943798967947049,Inf,9.66949658312094,13.3691205547655
"W1425-006","1","50",18.2488344034772,1.19178383562013,Inf,15.9877283998793,20.6594351902242
"2014001-005","2","50",15.0267275032469,1.08146415916733,Inf,12.9818440922825,17.2211056973602
"2014005-019","2","50",9.24150799348257,0.854654085993623,Inf,7.64232241397752,10.9925048695525
"2014005-024","2","50",13.3283097119673,1.01851508016263,Inf,11.4068042287121,15.3993099783714
"2014006-046","2","50",9.66614894808748,0.874034108150804,Inf,8.02897317173794,11.4551239182083
"2014007-001","2","50",10.3254234161421,0.896466077756289,Inf,8.6431295819524,12.1572120334808
"2014008-016","2","50",13.3817028714341,1.03781031594864,Inf,11.4249286976511,15.493070381738
"2014009-010","2","50",11.4268224107444,0.943067252604113,Inf,9.65319195221566,13.3499476524221
"2014009-012","2","50",14.3634306113159,1.05732625355117,Inf,12.3658566260214,16.5104993797593
"2014009-034","2","50",13.4078811677526,1.02155087868833,Inf,11.4804256287227,15.4848314899315
"2014009-041","2","50",10.6424115593561,0.910122708253244,Inf,8.93335122124213,12.500966680619
"2014009-046","2","50",11.6111031357835,0.950641275757862,Inf,9.82262786465539,13.5490731900606
"2014010-010","2","50",10.7201968734772,0.913442693220979,Inf,9.00462948439734,12.5852590457061
"W1406-001","2","50",9.61622474539822,0.865131704737288,Inf,7.99534515380388,11.3865991201415
"W1411-017","2","50",11.9034744948311,0.96253559404984,Inf,10.09168678823,13.8647569845812
"W1425-006","2","50",18.827142879138,1.21052046172292,Inf,16.5293137631868,21.2744667782382
"2014001-005","1","51",15.7683861722642,1.10783109084213,Inf,13.6718245248343,18.0144426028429
"2014005-019","1","51",9.13888588944376,0.843386321107129,Inf,7.56062646659454,10.8666400954419
"2014005-024","1","51",13.1833006264852,1.01295931715799,Inf,11.2726842386257,15.2434117974936
"2014006-046","1","51",10.1994872864011,0.890982340023817,Inf,8.52794138066773,12.0205279752835
"2014007-001","1","51",9.68705464356764,0.868311994767816,Inf,8.05994179805308,11.4636622722312
"2014008-016","1","51",12.3620770934333,0.980902066347618,Inf,10.5142917626055,14.35935720741
"2014009-010","1","51",11.4116425488201,0.942440639723728,Inf,9.63924022896924,13.33353965182
"2014009-012","1","51",16.5967348998517,1.13655708635818,Inf,14.4438713357904,18.899093247062
"2014009-034","1","51",12.7458257410019,0.996010493278521,Inf,10.8684284375265,14.7727178276263
"2014009-041","1","51",10.7622215790231,0.915231355007577,Inf,9.04314847726089,12.6307894639342
"2014009-046","1","51",9.12237828614305,0.842624270916295,Inf,7.54561245422228,10.8486389012128
"2014010-010","1","51",10.2602638291337,0.893632982939701,Inf,8.58352275874927,12.0864996826671
"W1406-001","1","51",8.96643531282977,0.835391083279971,Inf,7.40384626816962,10.6785191406389
"W1411-017","1","51",12.0983257857479,0.97038162260151,Inf,10.2711601457639,14.0749862088809
"W1425-006","1","51",14.0789144223446,1.04680191905899,Inf,12.1019677536161,16.2053558742221
"2014001-005","2","51",16.3062746362606,1.12656771694495,Inf,14.1729898764774,18.5890541791926
"2014005-019","2","51",9.54945438664728,0.862122947209919,Inf,7.9344718514448,11.3139317049987
"2014005-024","2","51",13.675511987141,1.03169594326078,Inf,11.7281724869283,15.7723462705027
"2014006-046","2","51",10.6329714326985,0.909718966126607,Inf,8.9247024146118,12.4907352339341
"2014007-001","2","51",10.1096238921793,0.887048620870606,Inf,8.44578793431145,11.9229546331961
"2014008-016","2","51",12.8388541230841,0.999638692450407,Inf,10.954345679903,14.8728573494141
"2014009-010","2","51",11.8699018835834,0.961177265826518,Inf,10.0607764513792,13.8285220989365
"2014009-012","2","51",17.1484538237919,1.15529371246097,Inf,14.9588671473773,19.4875352833554
"2014009-034","2","51",13.2298768960478,1.01474711938131,Inf,11.3157564802191,15.2934920950254
"2014009-041","2","51",11.2073806916492,0.933967981110367,Inf,9.45158447753379,13.1126716889136
"2014009-046","2","51",9.53257988554373,0.861360897019085,Inf,7.91909094126969,11.2955636129667
"2014010-010","2","51",10.695024157858,0.912369609042491,Inf,8.98155997512028,12.5579831237446
"W1406-001","2","51",9.37315441109955,0.854127709382761,Inf,7.77384225408613,11.1219613512619
"W1411-017","2","51",12.5700376271186,0.989118248704301,Inf,10.7061488747813,14.5834211626048
"W1425-006","2","51",14.5874196917608,1.06553854516178,Inf,12.573749910679,16.7505842559915
"2014001-005","1","6",14.1417325060104,1.04913465938841,Inf,12.1602137502508,16.2727460449188
"2014005-019","1","6",9.42271256290846,0.856382723294581,Inf,7.81898065984324,11.1759392491227
"2014005-024","1","6",13.541680598469,1.02663533684764,Inf,11.6042597045659,15.628596275521
"2014006-046","1","6",9.90397085598599,0.872239364720418,Inf,8.26818624400049,11.6873017255007
"2014007-001","1","6",9.60395792128871,0.864579731104351,Inf,7.98416017813534,11.373250447591
"2014008-016","1","6",11.6351772342499,0.945371454332965,Inf,9.85605125683394,13.5618392618437
"2014009-010","1","6",11.5637538938301,0.9487009723205,Inf,9.77908154755827,13.4979210232509
"2014009-012","1","6",13.6430792643352,1.03047183659046,Inf,11.6981389691096,15.7375143427099
"2014009-034","1","6",13.8090920680081,1.02994391691924,Inf,11.8642122163715,15.9015181828872
"2014009-041","1","6",10.7980071526629,0.916751714810341,Inf,9.07595420044377,12.669554888031
"2014009-046","1","6",12.9534487856578,1.00408997670984,Inf,11.0602159856433,14.9961763688212
"2014010-010","1","6",8.83426802109967,0.829211298786795,Inf,7.28379113147836,10.53423969387
"W1406-001","1","6",9.60129412912218,0.858807667987813,Inf,7.99183516592038,11.3582993637263
"W1411-017","1","6",12.3426626979875,0.987696085418467,Inf,10.4827195739234,14.3544170841062
"W1425-006","1","6",13.8310659729657,1.03754693554764,Inf,11.8722587385969,15.9393679904835
"2014001-005","2","6",14.6513609000079,1.06787128549123,Inf,12.6331190318951,16.8190975512697
"2014005-019","2","6",9.83953832697565,0.875119349397371,Inf,8.19908331155716,11.6294881255431
"2014005-024","2","6",14.0404764356281,1.04537196295043,Inf,12.0663324293718,16.1641152250333
"2014006-046","2","6",10.3311948565825,0.890822685692292,Inf,8.65898250409936,12.1509432652356
"2014007-001","2","6",10.0247302287615,0.883316357207141,Inf,8.36820937325485,11.8307458674171
"2014008-016","2","6",12.0978591010551,0.964018299224722,Inf,10.2821910865947,14.0610733804308
"2014009-010","2","6",12.0250273375096,0.96743759842329,Inf,10.2036318788846,13.9959175792837
"2014009-012","2","6",14.1437222282889,1.04920846269325,Inf,12.16205882071,16.2748804190168
"2014009-034","2","6",14.3127444441924,1.04852174953336,Inf,12.3314476038676,16.4415773360522
"2014009-041","2","6",11.2438982599501,0.935488340913131,Inf,9.48512219537776,13.1521691076715
"2014009-046","2","6",13.4413899006496,1.02282660281263,Inf,11.5114339882819,15.5208405961663
"2014010-010","2","6",9.23801179126125,0.847947924889585,Inf,7.65081178928668,10.9747065763848
"W1406-001","2","6",10.0220087045694,0.87739137946209,Inf,8.37612122293527,11.8154322311185
"W1411-017","2","6",12.8190687393279,1.00653728116289,Inf,10.9221915118086,14.8677451521609
"W1425-006","2","6",14.3351153244429,1.05628356165043,Inf,12.3395849777209,16.4801404543139
"2014001-005","1","7",15.4002873998587,1.09482407382295,Inf,13.3292190373328,17.6208505455336
"2014005-019","1","7",8.50913623227364,0.80846027535576,Inf,6.99835122243104,10.1674572676883
"2014005-024","1","7",11.1017225253325,0.929555039731741,Inf,9.35457551738506,12.9983643164289
"2014006-046","1","7",9.8407326342101,0.875172458070875,Inf,8.20017352770428,11.6307865238649
"2014007-001","1","7",9.53282253544781,0.861371859833534,Inf,7.91931210445229,11.2958277495923
"2014008-016","1","7",12.1083538326997,0.970783703724894,Inf,10.280400128195,14.0858023203534
"2014009-010","1","7",11.069661295193,0.928211814557325,Inf,9.32514696021052,12.9636704133244
"2014009-012","1","7",13.4780885887305,1.01748997407509,Inf,11.5576129107725,15.5461003184081
"2014009-034","1","7",11.2793056875406,0.936960125847001,Inf,9.51764497750484,13.1904611807253
"2014009-041","1","7",10.723833836921,0.913597628619978,Inf,9.00796278003913,12.5891996769518
"2014009-046","1","7",11.6960504878367,0.947841224509291,Inf,9.91208384758438,13.6275531737855
"2014010-010","1","7",10.0177319500427,0.883007981162963,Inf,8.36181550047634,11.823143182758
"W1406-001","1","7",9.39547936005759,0.855144283736673,Inf,7.79417475392289,11.1462787493413
"W1411-017","1","7",11.6913382532392,0.953920184668192,Inf,9.89643643873821,13.6357348508891
"W1425-006","1","7",17.3236926875566,1.16118164188648,Inf,15.1225658815245,19.6743142767377
"2014001-005","2","7",15.931913486359,1.11356069992577,Inf,13.8241220114797,18.1891997443872
"2014005-019","2","7",8.90546454743904,0.827102533198337,Inf,7.35814651847093,10.6003288716521
"2014005-024","2","7",11.5537779402196,0.948291665834531,Inf,9.76990781991894,13.4871428436693
"2014006-046","2","7",10.2666049315483,0.893909084173665,Inf,8.58932271268925,12.0933819335564
"2014007-001","2","7",9.9520503765124,0.880108485936324,Inf,8.30181683316362,11.7517787030102
"2014008-016","2","7",12.5802592606379,0.989520329827684,Inf,10.7155824437799,14.5944308606448
"2014009-010","2","7",11.521069998917,0.946948440660116,Inf,9.73983255158133,13.4518022294017
"2014009-012","2","7",13.975722473064,1.03613930351574,Inf,12.0186998867142,16.0802913224287
"2014009-034","2","7",11.7349263660525,0.955696751949792,Inf,9.93654254366348,13.6828049715905
"2014009-041","2","7",11.1682063732438,0.932334254722769,Inf,9.41561220400868,13.0702953256279
"2014009-046","2","7",12.1599293281832,0.966488187383491,Inf,10.3394204246477,14.1279845021578
"2014010-010","2","7",10.447376749824,0.901744607265754,Inf,8.75473718790441,12.2895110948926
"W1406-001","2","7",9.81170886319836,0.873880909839462,Inf,8.1736811447104,11.5992313648353
"W1411-017","2","7",12.1551245465525,0.972656810770982,Inf,10.3234996196983,14.1362442565557
"W1425-006","2","7",17.8872673861271,1.17991826798927,Inf,15.6494174677417,20.2746120876615
"2014001-005","1","8",13.8797908490323,1.03937289387411,Inf,11.9174048021063,15.9916716791071
"2014005-019","1","8",10.4686664322212,0.902662928024539,Inf,8.77422699468814,12.3126006529033
"2014005-024","1","8",12.9537977820204,1.00410350289098,Inf,11.0605384711781,14.9965518760118
"2014006-046","1","8",9.11505796969358,0.842286118185809,Inf,7.53895490494583,10.8406558175903
"2014007-001","1","8",10.8946444522791,0.920844834743834,Inf,9.16456913240591,12.7742145553012
"2014008-016","1","8",11.8867550680883,0.961859375592028,Inf,10.0762927253103,13.8467121940154
"2014009-010","1","8",10.9146388074177,0.921689435913549,Inf,9.18290809967064,12.7958642983138
"2014009-012","1","8",13.7875323639093,1.03591279683522,Inf,11.8319279825627,15.892631528405
"2014009-034","1","8",11.6856853454688,0.953689540635363,Inf,9.89123558496542,13.6296298891211
"2014009-041","1","8",9.8414909660169,0.87520617803619,Inf,8.20086576959351,11.6316109455893
"2014009-046","1","8",12.6338868012916,0.991627166755763,Inf,10.7650806599333,14.6521877257989
"2014010-010","1","8",9.59783147774276,0.864303925861117,Inf,7.97857430293288,11.3665834357016
"W1406-001","1","8",8.73902220823351,0.824729154074156,Inf,7.19733016082246,10.4302090387935
"W1411-017","1","8",11.726787369883,0.955365273031753,Inf,9.92905323423494,13.67401628868
"W1425-006","1","8",14.5771875680089,1.06516477670084,Inf,12.5642503596491,16.7396195595177
"2014001-005","2","8",14.3847193290842,1.05810951997692,Inf,12.3856101698049,16.5333232715124
