"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"rep",0.622124454562364,0.622124454562364,1,13.9999478352733,5.64418504111894,0.0323348338778375
"genotype",43.0698119712592,3.07641514080423,14,14.0006313690623,27.9105831488552,8.45054769123051e-08
"image",4.82615282126369,0.0965230564252739,50,749.974432896021,0.875699367230062,0.715343147010983
"genotype:image",76.7179554762957,0.109597079251851,700,750.469014465589,0.994312618202367,0.530235587815462
